municipality_code,year,measure_type,neonatal_deaths,infant_deaths,under5_deaths,maternal_deaths,municipality_name
314795,2010,occurrence,0,0,0,0,Patis
316420,2010,occurrence,1,1,1,0,São Romão
313320,2010,occurrence,0,0,0,0,Itanhomi
312240,2010,occurrence,0,0,0,0,Divisa Nova
310080,2010,occurrence,0,0,0,0,Aguanil
314450,2010,occurrence,0,0,0,0,Nazareno
314660,2010,occurrence,0,0,0,0,Paiva
311540,2010,occurrence,0,0,0,0,Catas Altas da Noruega
315970,2010,occurrence,0,0,0,0,Santa Rosa da Serra
314940,2010,occurrence,0,0,0,0,Pedro Teixeira
311140,2010,occurrence,0,0,0,0,Campo Florido
314587,2010,occurrence,0,0,0,0,Orizânia
313115,2010,occurrence,0,0,0,0,Ipaba
310630,2010,occurrence,0,2,4,0,Belo Oriente
316260,2010,occurrence,0,0,0,0,São João do Oriente
312385,2010,occurrence,0,0,0,0,Entre Folhas
316610,2010,occurrence,0,0,0,0,Senhora do Porto
310790,2010,occurrence,0,0,0,0,Bom Repouso
311780,2010,occurrence,0,0,0,0,Conceição dos Ouros
315640,2010,occurrence,0,0,0,0,Romaria
315430,2010,occurrence,1,2,2,0,Resplendor
316350,2010,occurrence,0,0,0,0,São José do Jacuri
316840,2010,occurrence,0,0,1,0,Tarumirim
353300,2010,occurrence,0,0,0,0,Nova Granada
354860,2010,occurrence,1,1,1,0,São Bento do Sapucaí
317080,2010,occurrence,6,8,10,0,Várzea da Palma
313810,2010,occurrence,0,0,0,0,Lassance
316650,2010,occurrence,0,1,1,0,Serra Azul de Minas
311630,2010,occurrence,0,0,0,0,Cipotânea
315030,2010,occurrence,0,0,0,0,Piedade do Rio Grande
312825,2010,occurrence,0,0,0,0,Guaraciama
317057,2010,occurrence,0,0,0,0,Vargem Alegre
316990,2010,occurrence,34,41,44,1,Ubá
315550,2010,occurrence,1,3,3,0,Rio Paranaíba
315160,2010,occurrence,0,0,0,0,Planura
311820,2010,occurrence,0,0,0,0,Conquista
311210,2010,occurrence,0,0,1,0,Caparaó
311170,2010,occurrence,0,0,0,0,Canaã
316380,2010,occurrence,0,0,0,0,São Miguel do Anta
312480,2010,occurrence,1,1,1,0,Estrela do Sul
313070,2010,occurrence,0,0,0,0,Indianópolis
311930,2010,occurrence,1,1,1,0,Coromandel
313980,2010,occurrence,1,3,3,0,Mar de Espanha
310690,2010,occurrence,0,0,0,0,Bicas
310280,2010,occurrence,0,0,0,0,Andrelândia
314020,2010,occurrence,0,0,0,0,Maripá de Minas
312130,2010,occurrence,0,0,0,0,Descoberto
310610,2010,occurrence,0,0,0,0,Belmiro Braga
316440,2010,occurrence,0,0,0,0,São Sebastião da Bela Vista
311360,2010,occurrence,0,0,1,0,Careaçu
310970,2010,occurrence,0,0,0,0,Cachoeira de Minas
315920,2010,occurrence,0,0,0,0,Santa Rita de Caldas
314600,2010,occurrence,1,1,1,0,Ouro Fino
315180,2010,occurrence,20,26,27,4,Poços de Caldas
310890,2010,occurrence,0,0,0,0,Brasópolis
313150,2010,occurrence,0,0,0,0,Ipuiúna
313240,2010,occurrence,23,25,32,2,Itajubá
317220,2010,occurrence,0,0,0,0,Wenceslau Braz
313990,2010,occurrence,0,0,0,0,Maria da Fé
310950,2010,occurrence,0,1,1,0,Cabo Verde
311990,2010,occurrence,0,0,0,0,Córrego do Bom Jesus
316540,2010,occurrence,0,0,0,0,Sapucaí-Mirim
312450,2010,occurrence,0,0,0,0,Estiva
316740,2010,occurrence,0,0,0,0,Silvianópolis
310490,2010,occurrence,0,0,0,0,Baependi
313300,2010,occurrence,1,1,1,0,Itamonte
315260,2010,occurrence,0,0,0,0,Pouso Alto
316780,2010,occurrence,0,0,0,0,Soledade de Minas
310130,2010,occurrence,0,0,0,0,Alagoa
312050,2010,occurrence,0,0,0,0,Cristina
316200,2010,occurrence,3,3,5,0,São Gonçalo do Sapucaí
314460,2010,occurrence,0,0,0,0,Nepomuceno
315990,2010,occurrence,0,0,0,0,Santo Antônio do Amparo
314990,2010,occurrence,0,0,1,0,Perdões
313870,2010,occurrence,0,0,0,0,Luminárias
311410,2010,occurrence,0,0,0,0,Carmo de Minas
313310,2010,occurrence,1,1,2,0,Itanhandu
312080,2010,occurrence,2,2,2,0,Cruzília
310710,2010,occurrence,5,5,7,0,Boa Esperança
311390,2010,occurrence,2,3,3,0,Carmo da Cachoeira
311070,2010,occurrence,3,3,3,0,Cambuquira
312360,2010,occurrence,1,2,2,0,Elói Mendes
313590,2010,occurrence,0,0,0,0,Jesuânia
311550,2010,occurrence,1,1,1,0,Caxambu
312960,2010,occurrence,0,0,0,0,Ibiaí
311880,2010,occurrence,3,3,4,0,Coração de Jesus
316265,2010,occurrence,0,0,0,0,São João do Pacuí
315560,2010,occurrence,3,3,5,0,Rio Pardo de Minas
314537,2010,occurrence,0,0,0,0,Novorizonte
312380,2010,occurrence,0,0,0,0,Engenheiro Navarro
314100,2010,occurrence,0,0,0,0,Mato Verde
314625,2010,occurrence,0,0,0,0,Padre Carvalho
313730,2010,occurrence,0,0,0,0,Lagoa dos Patos
313657,2010,occurrence,0,0,1,0,Josenópolis
311650,2010,occurrence,0,0,0,0,Claro dos Poções
316045,2010,occurrence,0,0,0,0,Santo Antônio do Retiro
316240,2010,occurrence,1,2,2,0,São João da Ponte
315450,2010,occurrence,0,2,2,0,Riacho dos Machados
317103,2010,occurrence,0,1,1,0,Verdelândia
312707,2010,occurrence,0,0,0,0,Fruta de Leite
313505,2010,occurrence,1,1,2,0,Jaíba
313925,2010,occurrence,0,0,0,0,Mamonas
316800,2010,occurrence,8,9,9,2,Taiobeiras
314290,2010,occurrence,3,4,4,0,Monte Azul
314085,2010,occurrence,0,0,0,0,Matias Cardoso
314345,2010,occurrence,0,0,0,0,Montezuma
311270,2010,occurrence,0,0,0,0,Capitão Enéas
313065,2010,occurrence,0,0,0,0,Indaiabira
312710,2010,occurrence,3,4,7,0,Frutal
313340,2010,occurrence,0,0,0,0,Itapagipe
312125,2010,occurrence,0,0,0,0,Delta
311730,2010,occurrence,0,2,2,0,Conceição das Alagoas
314500,2010,occurrence,0,0,0,0,Nova Ponte
313440,2010,occurrence,2,3,3,0,Iturama
315770,2010,occurrence,0,0,0,0,Santa Juliana
315690,2010,occurrence,0,0,1,0,Sacramento
312200,2010,occurrence,1,3,5,0,Divino
316255,2010,occurrence,0,0,0,0,São João do Manhuaçu
316920,2010,occurrence,1,1,1,0,Tombos
310030,2010,occurrence,5,7,7,1,Abre Campo
314900,2010,occurrence,0,0,0,0,Pedra Dourada
316630,2010,occurrence,0,0,0,0,Sericita
310205,2010,occurrence,0,0,0,0,Alto Caparaó
312352,2010,occurrence,0,0,0,0,Durandé
314530,2010,occurrence,5,5,9,0,Novo Cruzeiro
313270,2010,occurrence,4,6,6,0,Itambacuri
310470,2010,occurrence,1,2,2,0,Ataléia
315240,2010,occurrence,0,0,1,0,Poté
313700,2010,occurrence,0,0,1,0,Ladainha
314850,2010,occurrence,0,0,1,0,Pavão
310090,2010,occurrence,2,4,8,0,Águas Formosas
314535,2010,occurrence,0,0,0,0,Novo Oriente de Minas
316670,2010,occurrence,0,0,0,0,Serra dos Aimorés
312015,2010,occurrence,0,0,0,0,Crisólita
310285,2010,occurrence,0,0,0,0,Angelândia
313890,2010,occurrence,3,7,8,0,Machacalis
315765,2010,occurrence,0,0,0,0,Santa Helena de Minas
311300,2010,occurrence,2,3,4,0,Caraí
316555,2010,occurrence,0,0,0,0,Setubinha
313920,2010,occurrence,4,5,5,2,Malacacheta
314490,2010,occurrence,0,0,0,0,Nova Módica
315000,2010,occurrence,0,0,0,0,Pescador
310660,2010,occurrence,0,0,0,0,Bertópolis
312675,2010,occurrence,0,0,1,0,Franciscópolis
311080,2010,occurrence,0,0,0,0,Campanário
315440,2010,occurrence,0,0,0,0,Ressaquinha
313790,2010,occurrence,0,0,0,0,Lamim
315520,2010,occurrence,0,0,0,0,Rio Espera
310163,2010,occurrence,0,0,0,0,Alfredo Vasconcelos
310290,2010,occurrence,0,0,0,0,Antônio Carlos
315730,2010,occurrence,0,0,0,0,Santa Bárbara do Tugúrio
312390,2010,occurrence,3,3,4,0,Entre Rios de Minas
317210,2010,occurrence,0,0,0,0,Volta Grande
310150,2010,occurrence,12,12,13,0,Além Paraíba
315410,2010,occurrence,0,0,0,0,Recreio
311530,2010,occurrence,1,3,3,0,Cataguases
313140,2010,occurrence,0,0,0,0,Ipiaçu
311180,2010,occurrence,0,0,0,0,Canápolis
311580,2010,occurrence,0,0,0,0,Centralina
316340,2010,occurrence,0,0,0,0,São José do Goiabal
310230,2010,occurrence,1,1,1,0,Alvinópolis
312820,2010,occurrence,0,1,1,0,Guaraciaba
316850,2010,occurrence,0,0,0,0,Teixeiras
317050,2010,occurrence,0,0,0,0,Urucânia
310040,2010,occurrence,0,0,0,0,Acaiaca
310570,2010,occurrence,0,0,0,0,Barra Longa
314830,2010,occurrence,1,1,1,0,Paula Cândido
311020,2010,occurrence,0,0,0,0,Cajuri
310590,2010,occurrence,0,0,0,0,Barroso
310750,2010,occurrence,0,0,0,0,Bom Jardim de Minas
316880,2010,occurrence,1,1,1,0,Tiradentes
311420,2010,occurrence,0,0,0,0,Carmo do Cajuru
310420,2010,occurrence,2,2,3,1,Arcos
311450,2010,occurrence,0,0,0,0,Carmópolis de Minas
314770,2010,occurrence,0,0,0,0,Passa Tempo
314890,2010,occurrence,0,0,0,0,Pedra do Indaiá
313030,2010,occurrence,0,0,0,0,Iguatama
313380,2010,occurrence,12,13,15,0,Itaúna
313370,2010,occurrence,0,0,0,0,Itatiaiuçu
316040,2010,occurrence,1,1,1,0,Santo Antônio do Monte
314970,2010,occurrence,0,0,0,0,Perdigão
313880,2010,occurrence,6,6,6,0,Luz
312020,2010,occurrence,0,0,0,0,Cristais
316180,2010,occurrence,0,0,1,0,São Gonçalo do Pará
313220,2010,occurrence,1,2,2,0,Itaguara
313350,2010,occurrence,1,1,2,0,Itapecerica
314560,2010,occurrence,3,4,5,0,Oliveira
312320,2010,occurrence,2,4,6,0,Dores do Indaiá
312610,2010,occurrence,1,2,4,0,Formiga
313720,2010,occurrence,5,5,6,0,Lagoa da Prata
313530,2010,occurrence,0,0,0,0,Japaraíba
310740,2010,occurrence,4,6,7,0,Bom Despacho
314050,2010,occurrence,0,0,0,0,Martinho Campos
315050,2010,occurrence,0,0,0,0,Pimenta
314710,2010,occurrence,6,7,11,0,Pará de Minas
310390,2010,occurrence,0,0,0,0,Araújos
311265,2010,occurrence,0,0,0,0,Capitão Andrade
313655,2010,occurrence,0,0,0,0,José Raydan
313180,2010,occurrence,0,0,0,0,Itabirinha
316280,2010,occurrence,2,2,2,0,São João Evangelista
316770,2010,occurrence,0,0,0,0,Sobrália
314860,2010,occurrence,5,5,6,0,Peçanha
311920,2010,occurrence,0,0,0,0,Coroaci
316950,2010,occurrence,0,0,0,0,Tumiritinga
314467,2010,occurrence,0,0,0,0,Nova Belém
312690,2010,occurrence,0,3,3,0,Frei Inocêncio
311570,2010,occurrence,0,0,0,0,Central de Minas
314010,2010,occurrence,0,0,0,0,Marilac
311840,2010,occurrence,1,1,1,0,Conselheiro Pena
312730,2010,occurrence,0,0,0,0,Galiléia
314060,2010,occurrence,0,1,1,0,Materlândia
316410,2010,occurrence,0,0,0,0,São Pedro do Suaçuí
312580,2010,occurrence,0,0,0,0,Fernandes Tourinho
312370,2010,occurrence,0,0,0,0,Engenheiro Caldas
310180,2010,occurrence,0,0,0,0,Alpercata
312210,2010,occurrence,0,0,0,0,Divino das Laranjeiras
312083,2010,occurrence,0,0,1,0,Cuparaque
316150,2010,occurrence,0,0,0,0,São Geraldo
315130,2010,occurrence,0,0,0,0,Piraúba
316900,2010,occurrence,0,0,0,0,Tocantins
316140,2010,occurrence,0,0,0,0,São Francisco do Glória
315580,2010,occurrence,0,0,0,0,Rio Pomba
317200,2010,occurrence,4,5,5,0,Visconde do Rio Branco
312880,2010,occurrence,0,0,0,0,Guidoval
316570,2010,occurrence,0,0,0,0,Senador Firmino
312900,2010,occurrence,0,0,0,0,Guiricema
314160,2010,occurrence,1,1,1,0,Mercês
316110,2010,occurrence,10,12,15,1,São Francisco
313520,2010,occurrence,13,15,21,0,Januária
313210,2010,occurrence,2,3,3,0,Itacarambi
314915,2010,occurrence,0,0,0,0,Pedras de Maria da Cruz
312965,2010,occurrence,0,0,0,0,Ibiracatu
317090,2010,occurrence,1,2,2,0,Varzelândia
313535,2010,occurrence,0,0,0,0,Japonvar
312830,2010,occurrence,3,3,3,0,Guaranésia
311160,2010,occurrence,0,0,0,0,Campos Gerais
310410,2010,occurrence,0,0,0,0,Arceburgo
310160,2010,occurrence,22,31,35,2,Alfenas
314720,2010,occurrence,1,1,1,0,Paraguaçu
310430,2010,occurrence,1,1,1,0,Areado
312870,2010,occurrence,2,2,2,0,Guaxupé
311130,2010,occurrence,2,2,2,0,Campo do Meio
310200,2010,occurrence,0,0,1,0,Alterosa
313620,2010,occurrence,10,15,17,0,João Monlevade
312590,2010,occurrence,0,0,0,0,Ferros
313170,2010,occurrence,19,21,24,0,Itabira
310770,2010,occurrence,0,0,0,0,Bom Jesus do Amparo
315570,2010,occurrence,1,1,1,0,Rio Piracicaba
317180,2010,occurrence,3,6,7,0,Virginópolis
316100,2010,occurrence,1,1,1,0,São Domingos do Prata
312800,2010,occurrence,10,10,13,0,Guanhães
312220,2010,occurrence,0,1,1,0,Divinolândia de Minas
314180,2010,occurrence,7,8,8,0,Minas Novas
315600,2010,occurrence,3,4,4,0,Rio Vermelho
311230,2010,occurrence,8,11,12,0,Capelinha
316590,2010,occurrence,0,0,0,0,Senador Modestino Gonçalves
312760,2010,occurrence,0,0,0,0,Gouveia
315680,2010,occurrence,2,3,3,2,Sabinópolis
313100,2010,occurrence,0,0,0,0,Inhaúma
310500,2010,occurrence,0,0,0,0,Baldim
311890,2010,occurrence,0,0,0,0,Cordisburgo
313970,2010,occurrence,0,1,2,0,Maravilhas
315850,2010,occurrence,0,0,0,0,Santana de Pirapama
314690,2010,occurrence,0,0,0,0,Papagaios
315140,2010,occurrence,6,6,7,1,Pitangui
311910,2010,occurrence,0,0,2,0,Corinto
315150,2010,occurrence,3,3,3,0,Piumhi
313480,2010,occurrence,0,0,0,0,Jacuí
314790,2010,occurrence,21,32,35,1,Passos
311240,2010,occurrence,0,0,0,0,Capetinga
316294,2010,occurrence,0,0,0,0,São José da Barra
316220,2010,occurrence,0,0,0,0,São João Batista do Glória
316470,2010,occurrence,19,27,29,0,São Sebastião do Paraíso
316430,2010,occurrence,0,0,0,0,São Roque de Minas
312630,2010,occurrence,0,0,0,0,Fortaleza de Minas
311510,2010,occurrence,0,0,0,0,Cássia
313375,2010,occurrence,0,0,0,0,Itaú de Minas
310980,2010,occurrence,0,0,0,0,Cachoeira Dourada
353050,2010,occurrence,3,7,9,0,Mococa
351518,2010,occurrence,2,4,5,0,Espírito Santo do Pinhal
220335,2010,occurrence,0,0,0,0,Dirceu Arcoverde
315510,2010,occurrence,0,0,0,0,Rio do Prado
314675,2010,occurrence,0,0,0,0,Palmópolis
314055,2010,occurrence,0,0,0,0,Mata Verde
315057,2010,occurrence,0,0,0,0,Pintópolis
310810,2010,occurrence,0,0,0,0,Bonfim
311960,2010,occurrence,0,0,0,0,Coronel Pacheco
311460,2010,occurrence,1,1,1,0,Carrancas
312280,2010,occurrence,0,0,0,0,Dom Viçoso
317170,2010,occurrence,0,0,0,0,Virgínia
313490,2010,occurrence,1,2,2,0,Jacutinga
312740,2010,occurrence,0,0,0,0,Gonçalves
314350,2010,occurrence,0,0,0,1,Morada Nova de Minas
314960,2010,occurrence,0,0,0,0,Pequi
316310,2010,occurrence,0,0,0,0,São José da Varginha
313753,2010,occurrence,0,0,0,0,Lagoa Grande
317075,2010,occurrence,0,1,1,0,Varjão de Minas
315840,2010,occurrence,0,0,0,0,Santana de Cataguases
313800,2010,occurrence,0,0,0,0,Laranjal
310310,2010,occurrence,0,0,0,0,Antônio Prado de Minas
312400,2010,occurrence,1,1,2,0,Ervália
314750,2010,occurrence,0,0,0,0,Passabém
310720,2010,occurrence,0,0,0,0,Bocaina de Minas
314780,2010,occurrence,0,0,0,0,Passa-Vinte
315895,2010,occurrence,0,0,0,0,Santana do Paraíso
312000,2010,occurrence,0,0,0,0,Córrego Novo
313865,2010,occurrence,0,0,0,0,Lontra
315750,2010,occurrence,1,1,1,0,Santa Efigênia de Minas
317190,2010,occurrence,0,0,0,0,Virgolândia
316160,2010,occurrence,0,0,0,0,São Geraldo da Piedade
310060,2010,occurrence,0,0,0,0,Água Boa
316905,2010,occurrence,0,0,0,0,Tocos do Moji
314000,2010,occurrence,6,7,8,0,Mariana
312350,2010,occurrence,0,0,0,0,Douradoquara
312790,2010,occurrence,0,0,0,0,Grupiara
315940,2010,occurrence,0,0,0,0,Santa Rita de Ibitipoca
315860,2010,occurrence,0,0,0,0,Santana do Deserto
310380,2010,occurrence,0,0,0,0,Arapuá
315420,2010,occurrence,0,0,1,1,Resende Costa
313910,2010,occurrence,0,0,0,0,Madre de Deus de Minas
310550,2010,occurrence,0,0,0,0,Barão de Monte Alto
315720,2010,occurrence,2,2,2,0,Santa Bárbara
316480,2010,occurrence,0,0,0,0,São Sebastião do Rio Preto
312030,2010,occurrence,0,0,0,0,Cristália
310850,2010,occurrence,1,1,2,0,Botumirim
315790,2010,occurrence,1,1,1,0,Santa Margarida
311115,2010,occurrence,0,0,0,0,Campo Azul
311610,2010,occurrence,0,0,0,0,Chapada do Norte
316010,2010,occurrence,0,0,0,0,Santo Antônio do Grama
311900,2010,occurrence,0,0,0,0,Cordislândia
315290,2010,occurrence,0,0,0,1,Pratápolis
314820,2010,occurrence,0,0,0,0,Patrocínio do Muriaé
310680,2010,occurrence,0,1,1,0,Bias Fortes
314080,2010,occurrence,0,0,0,0,Matias Barbosa
315727,2010,occurrence,0,0,0,0,Santa Bárbara do Monte Verde
314610,2010,occurrence,3,5,6,0,Ouro Preto
310640,2010,occurrence,0,1,2,0,Belo Vale
312060,2010,occurrence,0,0,0,0,Crucilândia
316165,2010,occurrence,0,0,0,0,São Geraldo do Baixio
316690,2010,occurrence,0,0,0,0,Serrania
311100,2010,occurrence,2,3,3,0,Campestre
316390,2010,occurrence,0,0,0,0,São Pedro da União
314875,2010,occurrence,0,0,0,0,Pedra Bonita
315350,2010,occurrence,0,0,0,0,Alto Jequitibá
316805,2010,occurrence,0,0,0,0,Taparuba
314140,2010,occurrence,0,0,0,1,Medina
314870,2010,occurrence,7,10,11,0,Pedra Azul
313580,2010,occurrence,0,0,0,0,Jequitinhonha
315217,2010,occurrence,0,0,0,0,Ponto dos Volantes
310540,2010,occurrence,1,3,3,0,Barão de Cocais
312550,2010,occurrence,0,0,0,0,São Gonçalo do Rio Preto
311350,2010,occurrence,1,1,1,0,Carbonita
312750,2010,occurrence,0,0,1,0,Gonzaga
313080,2010,occurrence,0,0,1,0,Ingaí
315470,2010,occurrence,0,0,0,0,Ribeirão Vermelho
314640,2010,occurrence,0,0,0,0,Paineiras
315200,2010,occurrence,1,1,1,0,Pompéu
310990,2010,occurrence,0,0,0,0,Caetanópolis
310700,2010,occurrence,0,0,0,0,Biquinhas
315760,2010,occurrence,0,0,0,0,Santa Fé de Minas
310820,2010,occurrence,0,0,0,0,Bonfinópolis de Minas
310945,2010,occurrence,0,0,0,0,Cabeceira Grande
315500,2010,occurrence,0,0,0,0,Rio Doce
312340,2010,occurrence,0,0,0,0,Doresópolis
313868,2010,occurrence,0,0,0,0,Luislândia
317000,2010,occurrence,1,1,1,0,Ubaí
317052,2010,occurrence,2,4,4,0,Urucuia
313860,2010,occurrence,0,1,1,0,Lima Duarte
312440,2010,occurrence,0,0,0,0,Espírito Santo do Dourado
316980,2010,occurrence,0,0,0,0,Turvolândia
313160,2010,occurrence,1,1,1,0,Iraí de Minas
316460,2010,occurrence,0,0,0,0,São Sebastião do Oeste
311190,2010,occurrence,0,0,0,0,Cana Verde
314240,2010,occurrence,2,2,2,0,Moema
311040,2010,occurrence,0,0,0,0,Camacho
312180,2010,occurrence,0,0,0,0,Dionísio
330395,2010,occurrence,0,0,0,0,Pinheiral
410430,2010,occurrence,42,48,52,2,Campo Mourão
410150,2010,occurrence,6,11,13,0,Arapongas
411760,2010,occurrence,1,2,3,1,Palmas
410830,2010,occurrence,37,57,67,4,Foz do Iguaçu
411820,2010,occurrence,22,28,30,0,Paranaguá
500260,2010,occurrence,0,1,1,0,Camapuã
411915,2010,occurrence,9,12,12,0,Pinhais
500570,2010,occurrence,6,10,10,0,Naviraí
312170,2010,occurrence,0,0,0,0,Diogo de Vasconcelos
315040,2010,occurrence,0,1,1,0,Piedade dos Gerais
315480,2010,occurrence,0,0,0,0,Rio Acima
311535,2010,occurrence,0,0,0,0,Catas Altas
313690,2010,occurrence,0,0,0,0,Juruaia
314410,2010,occurrence,0,0,1,0,Muzambinho
315610,2010,occurrence,0,0,0,0,Ritápolis
310445,2010,occurrence,0,0,0,0,Aricanduva
312540,2010,occurrence,0,1,1,0,Felício dos Santos
313507,2010,occurrence,0,0,2,0,Jampruca
316550,2010,occurrence,0,2,2,0,Sardoá
312695,2010,occurrence,0,0,0,0,Frei Lagonegro
311670,2010,occurrence,1,1,1,0,Coimbra
310870,2010,occurrence,0,1,1,0,Brás Pires
310260,2010,occurrence,1,1,2,0,Andradas
311050,2010,occurrence,1,2,2,0,Camanducaia
316560,2010,occurrence,0,0,0,0,Senador Cortes
314950,2010,occurrence,0,0,0,0,Pequeri
316120,2010,occurrence,0,0,0,0,São Francisco de Paula
311400,2010,occurrence,0,0,0,0,Carmo da Mata
311200,2010,occurrence,0,0,0,0,Candeias
314130,2010,occurrence,0,0,0,0,Medeiros
312970,2010,occurrence,0,0,0,0,Ibiraci
312810,2010,occurrence,0,0,0,0,Guapé
315020,2010,occurrence,0,0,0,0,Piedade de Ponte Nova
311010,2010,occurrence,0,0,0,0,Caiana
310855,2010,occurrence,0,0,0,0,Brasilândia de Minas
310825,2010,occurrence,1,1,1,0,Bonito de Minas
314200,2010,occurrence,0,2,4,0,Mirabela
313862,2010,occurrence,1,2,3,0,Limeira do Oeste
315300,2010,occurrence,0,0,0,0,Pratinha
311500,2010,occurrence,0,0,0,0,Cascalho Rico
313560,2010,occurrence,0,0,0,0,Jequitaí
314505,2010,occurrence,0,0,0,0,Nova Porteirinha
315870,2010,occurrence,0,0,0,0,Santana do Garambéu
312940,2010,occurrence,0,0,0,0,Ibertioga
311440,2010,occurrence,0,0,0,0,Carmo do Rio Claro
314300,2010,occurrence,1,1,1,0,Monte Belo
316000,2010,occurrence,0,0,0,0,Santo Antônio do Aventureiro
311280,2010,occurrence,0,0,0,0,Capitólio
314740,2010,occurrence,1,1,1,0,Paraopeba
315950,2010,occurrence,0,0,1,0,Santa Rita do Itueto
310220,2010,occurrence,1,1,1,0,Alvarenga
316300,2010,occurrence,0,0,0,0,São José da Safira
312737,2010,occurrence,0,0,0,0,Goiabeira
311760,2010,occurrence,0,0,0,0,Conceição do Pará
315880,2010,occurrence,0,0,0,0,Santana do Jacaré
313830,2010,occurrence,0,0,0,0,Leandro Ferreira
315060,2010,occurrence,0,0,1,0,Piracema
313020,2010,occurrence,0,0,0,0,Igaratinga
310360,2010,occurrence,0,0,0,0,Arantina
314730,2010,occurrence,2,2,2,0,Paraisópolis
310910,2010,occurrence,0,0,0,0,Bueno Brandão
314340,2010,occurrence,0,0,0,0,Monte Sião
314440,2010,occurrence,1,1,1,0,Natércia
312920,2010,occurrence,0,0,0,0,Heliodora
311030,2010,occurrence,0,0,0,0,Caldas
313650,2010,occurrence,0,1,1,0,Jordânia
313330,2010,occurrence,3,5,6,0,Itaobim
313600,2010,occurrence,1,1,2,0,Joaíma
315310,2010,occurrence,0,0,0,0,Presidente Bernardes
330390,2010,occurrence,53,76,80,4,Petrópolis
330300,2010,occurrence,4,6,6,0,Miracema
330470,2010,occurrence,3,6,6,0,Santo Antônio de Pádua
330412,2010,occurrence,0,1,1,0,Quatis
352270,2010,occurrence,1,3,3,0,Itápolis
350590,2010,occurrence,1,1,3,0,Batatais
351840,2010,occurrence,21,25,31,1,Guaratinguetá
354970,2010,occurrence,6,6,8,0,São José do Rio Pardo
350040,2010,occurrence,0,0,0,0,Águas da Prata
352440,2010,occurrence,24,38,43,2,Jacareí
351550,2010,occurrence,3,4,4,0,Fernandópolis
352480,2010,occurrence,9,13,13,0,Jales
352410,2010,occurrence,0,0,1,0,Ituverava
352010,2010,occurrence,2,3,3,0,Igarapava
352620,2010,occurrence,0,2,2,0,Juquitiba
353475,2010,occurrence,0,0,0,0,Ouroeste
354060,2010,occurrence,3,3,3,0,Porto Feliz
350410,2010,occurrence,15,18,23,0,Atibaia
355635,2010,occurrence,0,0,1,0,Vargem
350760,2010,occurrence,46,60,64,1,Bragança Paulista
110018,2010,occurrence,6,7,8,1,Pimenta Bueno
312530,2010,occurrence,0,0,0,0,Faria Lemos
315415,2010,occurrence,0,0,0,0,Reduto
311740,2010,occurrence,0,0,0,0,Conceição de Ipanema
311783,2010,occurrence,0,0,0,0,Cônego Marinho
316510,2010,occurrence,0,0,0,0,São Tomás de Aquino
312120,2010,occurrence,0,0,0,0,Delfinópolis
310760,2010,occurrence,0,0,0,0,Bom Jesus da Penha
310190,2010,occurrence,0,2,2,0,Alpinópolis
310840,2010,occurrence,0,0,0,0,Botelhos
311710,2010,occurrence,0,0,0,0,Conceição da Aparecida
311547,2010,occurrence,0,0,0,0,Catuti
316270,2010,occurrence,0,1,2,0,São João do Paraíso
314465,2010,occurrence,0,0,0,0,Ninheira
315650,2010,occurrence,0,0,0,0,Rubelita
314040,2010,occurrence,0,0,0,0,Marmelópolis
311790,2010,occurrence,0,0,0,0,Congonhal
311660,2010,occurrence,3,3,3,0,Cláudio
312470,2010,occurrence,0,1,1,0,Estrela do Indaiá
311980,2010,occurrence,0,0,0,0,Córrego Danta
314650,2010,occurrence,1,1,1,0,Pains
315733,2010,occurrence,0,0,0,0,Santa Cruz de Minas
310250,2010,occurrence,0,0,0,0,Amparo do Serra
316050,2010,occurrence,0,0,0,0,Santo Antônio do Rio Abaixo
314420,2010,occurrence,0,0,0,0,Nacip Raydan
315910,2010,occurrence,0,0,0,0,Santana dos Montes
311490,2010,occurrence,0,0,0,0,Casa Grande
315810,2010,occurrence,0,0,0,0,Santa Maria do Salto
313110,2010,occurrence,0,0,0,0,Inimutaba
314370,2010,occurrence,0,0,0,0,Morro do Pilar
313430,2010,occurrence,0,0,0,0,Itumirim
314545,2010,occurrence,0,0,0,0,Olhos-d'Água
314655,2010,occurrence,0,1,1,0,Pai Pedro
316695,2010,occurrence,0,0,0,0,Serranópolis de Minas
316230,2010,occurrence,0,0,0,0,São João da Mata
311455,2010,occurrence,0,0,0,0,Carneirinho
315590,2010,occurrence,0,0,0,0,Rio Preto
315620,2010,occurrence,0,0,0,0,Rochedo de Minas
316820,2010,occurrence,0,0,0,0,Tapiraí
150360,2010,occurrence,33,45,52,0,Itaituba
314585,2010,occurrence,0,0,0,0,Oratórios
330500,2010,occurrence,2,4,4,0,São João da Barra
330410,2010,occurrence,0,0,0,0,Porciúncula
330080,2010,occurrence,4,6,6,1,Cachoeiras de Macacu
330022,2010,occurrence,0,0,0,0,Areal
330540,2010,occurrence,0,0,0,0,Sapucaia
330040,2010,occurrence,16,25,28,1,Barra Mansa
330450,2010,occurrence,0,1,1,0,Rio das Flores
330020,2010,occurrence,19,27,38,3,Araruama
330420,2010,occurrence,14,25,30,1,Resende
330475,2010,occurrence,0,2,3,0,São Francisco de Itabapoana
351570,2010,occurrence,27,40,46,4,Ferraz de Vasconcelos
353030,2010,occurrence,0,0,0,0,Mirassol
