municipality_code,year,measure_type,neonatal_deaths,infant_deaths,under5_deaths,maternal_deaths,municipality_name
293000,2010,residence,0,0,1,0,Sebastião Laranjeiras
292450,2010,residence,2,3,3,0,Pindaí
291700,2010,residence,5,8,9,1,Itiúba
292600,2010,residence,12,14,15,1,Remanso
292460,2010,residence,3,3,5,0,Pindobaçu
291460,2010,residence,13,15,16,0,Irecê
290600,2010,residence,10,16,18,0,Campo Formoso
290070,2010,residence,25,32,40,0,Alagoinhas
291830,2010,residence,1,1,1,0,Jitaúna
291670,2010,residence,2,2,2,0,Itaquara
292040,2010,residence,0,0,0,0,Manoel Vitorino
291500,2010,residence,2,5,6,0,Itaeté
291420,2010,residence,1,2,2,0,Irajuba
291440,2010,residence,11,11,12,0,Iraquara
291490,2010,residence,2,6,6,0,Itacaré
290630,2010,residence,5,6,9,0,Canavieiras
290690,2010,residence,3,5,6,0,Caravelas
291560,2010,residence,13,18,26,2,Itamaraju
290980,2010,residence,13,16,18,2,Cruz das Almas
292230,2010,residence,3,4,5,0,Muritiba
292060,2010,residence,6,9,12,0,Maragogipe
290950,2010,residence,0,0,0,0,Cravolândia
290323,2010,residence,3,3,4,0,Barro Alto
292960,2010,residence,6,6,6,1,Sapeaçu
293060,2010,residence,5,5,5,0,Serrolândia
290410,2010,residence,7,7,8,0,Boquira
292550,2010,residence,2,3,4,3,Prado
292520,2010,residence,7,9,11,2,Pojuca
290240,2010,residence,7,8,8,0,Aurelino Leal
291855,2010,residence,3,3,3,0,Jussari
291540,2010,residence,5,5,7,0,Itaju do Colônia
290405,2010,residence,5,6,10,0,Bonito
291270,2010,residence,8,9,12,1,Ibirapitanga
290900,2010,residence,0,0,0,0,Cordeiros
292480,2010,residence,4,7,8,0,Piritiba
292285,2010,residence,0,0,1,0,Nova Redenção
292080,2010,residence,4,6,6,0,Marcionílio Souza
292910,2010,residence,3,3,3,0,São Felipe
291125,2010,residence,0,0,1,0,Gavião
290327,2010,residence,2,4,4,0,Barrocas
290360,2010,residence,3,3,3,0,Biritinga
292273,2010,residence,2,3,3,0,Nova Fátima
291260,2010,residence,1,1,1,0,Ibiquera
290380,2010,residence,5,9,9,0,Boa Vista do Tupim
292990,2010,residence,10,11,12,0,Seabra
291280,2010,residence,1,1,1,0,Ibirapuã
292140,2010,residence,1,1,2,0,Mirangaba
292050,2010,residence,5,8,9,0,Maracás
290490,2010,residence,3,5,7,0,Cachoeira
292225,2010,residence,1,1,1,0,Muquém de São Francisco
290280,2010,residence,7,8,9,0,Barra da Estiva
291995,2010,residence,1,1,1,0,Maetinga
291220,2010,residence,3,5,5,0,Ibicoara
291950,2010,residence,7,10,11,0,Livramento de Nossa Senhora
291890,2010,residence,1,1,1,0,Lajedão
292720,2010,residence,9,12,12,0,Ruy Barbosa
290930,2010,residence,4,8,9,0,Correntina
291992,2010,residence,5,7,8,0,Madre de Deus
290890,2010,residence,7,9,12,0,Coração de Maria
292920,2010,residence,5,8,9,0,São Francisco do Conde
292100,2010,residence,12,14,16,2,Mata de São João
291920,2010,residence,29,41,47,2,Lauro de Freitas
291160,2010,residence,3,4,5,0,Governador Mangabeira
291735,2010,residence,1,2,2,0,Jaborandi
290530,2010,residence,4,5,7,0,Cafarnaum
291005,2010,residence,12,18,20,0,Dias d'Ávila
293320,2010,residence,7,11,13,0,Vera Cruz
290850,2010,residence,7,7,9,0,Conceição do Jacuípe
290820,2010,residence,4,6,7,0,Conceição da Feira
292860,2010,residence,8,9,13,1,Santo Amaro
292930,2010,residence,3,5,6,0,São Gonçalo dos Campos
292560,2010,residence,4,5,5,0,Presidente Dutra
292925,2010,residence,9,10,12,0,São Gabriel
290870,2010,residence,7,8,9,0,Condeúba
292160,2010,residence,1,2,4,0,Morpará
290110,2010,residence,5,8,8,0,Amélia Rodrigues
291620,2010,residence,3,3,3,0,Itapé
291400,2010,residence,7,10,11,0,Ipirá
290350,2010,residence,3,3,4,0,Belo Campo
291850,2010,residence,2,4,5,0,Jussara
290515,2010,residence,3,4,5,0,Caetanos
290120,2010,residence,3,3,5,1,Anagé
290135,2010,residence,4,5,5,1,Andorinha
291733,2010,residence,2,3,4,0,Iuiú
290480,2010,residence,1,1,1,0,Caatiba
291230,2010,residence,3,3,4,0,Ibicuí
293070,2010,residence,26,35,44,0,Simões Filho
291610,2010,residence,7,8,9,1,Itaparica
291570,2010,residence,2,2,2,0,Itamari
291450,2010,residence,1,3,3,0,Irará
292470,2010,residence,1,3,3,0,Piripá
292975,2010,residence,2,3,4,0,Saubara
290300,2010,residence,3,6,7,0,Barra do Mendes
293345,2010,residence,2,3,3,0,Wanderley
291915,2010,residence,7,11,12,0,Lapão
292580,2010,residence,2,6,6,0,Queimadas
291470,2010,residence,15,23,27,0,Itaberaba
292610,2010,residence,1,1,1,0,Retirolândia
290170,2010,residence,2,3,3,0,Antônio Cardoso
293170,2010,residence,2,3,3,0,Terra Nova
292880,2010,residence,9,14,17,1,Santo Estêvão
292595,2010,residence,4,4,4,0,Rafael Jambeiro
291380,2010,residence,1,2,2,0,Ipecaetá
292905,2010,residence,3,3,4,0,São Félix do Coribe
293080,2010,residence,9,9,9,0,Souto Soares
293160,2010,residence,6,6,9,0,Teolândia
292330,2010,residence,1,1,1,0,Ouriçangas
293140,2010,residence,1,1,2,0,Teodoro Sampaio
291960,2010,residence,0,0,2,1,Macajuba
290689,2010,residence,3,3,3,0,Caraíbas
291410,2010,residence,1,1,1,0,Ipupiara
291150,2010,residence,3,4,5,0,Gongogi
292750,2010,residence,6,10,13,0,Santa Bárbara
290670,2010,residence,5,12,13,0,Cândido Sales
291330,2010,residence,2,2,3,0,Ichu
292830,2010,residence,4,6,6,0,Santanópolis
293110,2010,residence,1,1,1,0,Tanquinho
290640,2010,residence,1,2,2,0,Candeal
292275,2010,residence,0,1,1,1,Nova Ibiá
292525,2010,residence,0,1,1,1,Ponto Novo
290470,2010,residence,5,7,8,0,Buerarema
291390,2010,residence,9,13,14,0,Ipiaú
293230,2010,residence,8,8,9,0,Ubatã
291100,2010,residence,0,0,2,0,Floresta Azul
291660,2010,residence,0,1,1,0,Itapitanga
292780,2010,residence,0,2,2,0,Santa Cruz da Vitória
290395,2010,residence,2,3,3,0,Bom Jesus da Serra
292570,2010,residence,2,2,2,0,Presidente Jânio Quadros
292500,2010,residence,6,9,11,0,Planalto
290290,2010,residence,10,15,17,0,Barra do Choça
290150,2010,residence,0,0,1,0,Anguera
290310,2010,residence,0,0,0,0,Barra do Rocha
293050,2010,occurrence,7,12,13,2,Serrinha
293340,2010,occurrence,0,0,0,0,Wagner
290320,2010,occurrence,72,97,118,2,Barreiras
290035,2010,occurrence,0,0,1,0,Adustina
292650,2010,occurrence,0,0,0,0,Ribeira do Amparo
291350,2010,occurrence,5,6,6,0,Iguaí
290390,2010,occurrence,18,22,23,0,Bom Jesus da Lapa
290260,2010,occurrence,1,3,3,0,Baixa Grande
292070,2010,occurrence,0,0,1,0,Maraú
292420,2010,occurrence,0,1,1,0,Pedro Alexandre
290760,2010,occurrence,2,2,2,0,Central
292465,2010,occurrence,0,0,1,0,Pintadas
290440,2010,occurrence,0,0,0,0,Brejolândia
291590,2010,occurrence,0,0,0,0,Itanagra
292260,2010,occurrence,0,2,2,0,Nilo Peçanha
292937,2010,occurrence,2,2,2,0,São José do Jacuípe
291077,2010,occurrence,0,0,0,0,Feira da Mata
293090,2010,occurrence,1,1,1,0,Tabocas do Brejo Velho
292190,2010,occurrence,5,6,6,0,Mucugê
293310,2010,occurrence,3,3,3,1,Várzea do Poço
292010,2010,occurrence,2,2,3,0,Mairi
290940,2010,occurrence,0,0,0,0,Cotegipe
291360,2010,occurrence,45,65,71,3,Ilhéus
290790,2010,occurrence,0,0,1,0,Cipó
290450,2010,occurrence,0,0,0,0,Brotas de Macaúbas
291120,2010,occurrence,4,4,4,0,Gandu
290220,2010,occurrence,0,0,0,0,Aramari
290560,2010,occurrence,2,4,5,0,Camacan
292540,2010,occurrence,0,1,1,0,Potiraguá
292200,2010,occurrence,4,5,6,0,Mucuri
291845,2010,occurrence,0,0,0,0,Jucuruçu
292380,2010,occurrence,0,0,0,0,Paripiranga
292770,2010,occurrence,0,0,0,0,Santa Cruz Cabrália
291740,2010,occurrence,0,0,0,0,Jacaraci
291310,2010,occurrence,0,0,0,0,Ibititá
290520,2010,occurrence,7,8,10,1,Caetité
291770,2010,occurrence,0,0,0,0,Jaguarari
291085,2010,occurrence,0,0,1,0,Filadélfia
290180,2010,occurrence,0,0,0,0,Antônio Gonçalves
292890,2010,occurrence,2,4,4,0,São Desidério
291070,2010,occurrence,1,3,4,0,Euclides da Cunha
290340,2010,occurrence,0,0,1,0,Belmonte
292340,2010,occurrence,5,5,5,0,Palmas de Monte Alto
290910,2010,occurrence,0,0,0,0,Coribe
291875,2010,occurrence,0,0,0,0,Lagoa Real
291010,2010,occurrence,0,0,0,0,Dom Basílio
290682,2010,occurrence,1,1,1,0,Canudos
291080,2010,occurrence,210,293,332,12,Feira de Santana
292900,2010,occurrence,8,8,9,0,São Félix
290650,2010,occurrence,5,7,10,0,Candeias
290880,2010,occurrence,0,0,0,0,Contendas do Sincorá
291170,2010,occurrence,37,49,61,4,Guanambi
290210,2010,occurrence,1,5,7,0,Araci
292970,2010,occurrence,3,3,3,1,Sátiro Dias
292490,2010,occurrence,1,1,1,0,Planaltino
292300,2010,occurrence,5,6,6,0,Nova Viçosa
290030,2010,occurrence,0,2,2,0,Acajutiba
291730,2010,occurrence,4,6,6,0,Ituberá
293290,2010,occurrence,39,46,50,1,Valença
290580,2010,occurrence,0,0,0,0,Camamu
293120,2010,occurrence,1,3,3,0,Taperoá
293270,2010,occurrence,0,0,0,0,Uruçuca
290610,2010,occurrence,2,2,2,0,Canápolis
290225,2010,occurrence,0,0,0,0,Arataca
291040,2010,occurrence,4,4,4,0,Encruzilhada
292665,2010,occurrence,0,1,3,0,Ribeirão do Largo
292045,2010,occurrence,0,0,0,0,Mansidão
290265,2010,occurrence,0,1,1,0,Banzaê
292660,2010,occurrence,14,22,25,1,Ribeira do Pombal
292290,2010,occurrence,0,1,1,0,Nova Soure
293315,2010,occurrence,1,2,2,0,Várzea Nova
291140,2010,occurrence,0,0,0,0,Glória
292150,2010,occurrence,6,11,11,0,Monte Santo
293350,2010,occurrence,0,0,1,1,Wenceslau Guimarães
292870,2010,occurrence,37,44,54,4,Santo Antônio de Jesus
292240,2010,occurrence,1,1,1,1,Mutuípe
293320,2010,occurrence,1,2,3,0,Vera Cruz
291685,2010,occurrence,0,0,0,0,Itatim
290485,2010,occurrence,0,0,0,0,Cabaceiras do Paraguaçu
291610,2010,occurrence,12,13,15,1,Itaparica
291910,2010,occurrence,0,0,0,1,Lamarão
293250,2010,occurrence,0,2,4,0,Una
290780,2010,occurrence,3,4,6,0,Cícero Dantas
292310,2010,occurrence,0,1,2,0,Olindina
291650,2010,occurrence,0,3,3,0,Itapicuru
290160,2010,occurrence,10,12,13,0,Antas
291185,2010,occurrence,0,0,0,0,Heliópolis
292305,2010,occurrence,0,0,0,0,Novo Triunfo
292980,2010,occurrence,2,2,3,1,Saúde
291072,2010,occurrence,23,31,34,3,Eunápolis
292350,2010,occurrence,0,0,0,0,Palmeiras
291300,2010,occurrence,2,2,2,0,Ibitiara
293210,2010,occurrence,2,4,5,0,Ubaíra
290800,2010,occurrence,0,0,1,0,Coaraci
290460,2010,occurrence,18,21,24,0,Brumado
293130,2010,occurrence,2,2,2,0,Tapiramutá
293076,2010,occurrence,0,0,0,0,Sítio do Quinto
291710,2010,occurrence,2,3,3,0,Itororó
291640,2010,occurrence,17,19,24,2,Itapetinga
292120,2010,occurrence,2,4,6,0,Miguel Calmon
291955,2010,occurrence,4,7,9,0,Luís Eduardo Magalhães
292820,2010,occurrence,2,3,4,0,Santana
293030,2010,occurrence,1,1,1,0,Serra Dourada
293075,2010,occurrence,1,3,5,0,Sítio do Mato
292280,2010,occurrence,0,0,0,0,Nova Itarana
290920,2010,occurrence,0,0,0,0,Coronel João Sá
290040,2010,occurrence,0,0,0,0,Água Fria
292895,2010,occurrence,0,0,0,0,São Domingos
290840,2010,occurrence,4,4,5,0,Conceição do Coité
292360,2010,occurrence,11,11,11,0,Paramirim
290230,2010,occurrence,0,0,1,0,Aratuípe
291480,2010,occurrence,222,276,311,7,Itabuna
293245,2010,occurrence,2,3,4,0,Umburanas
290130,2010,occurrence,0,0,0,0,Andaraí
292030,2010,occurrence,0,0,0,0,Malhada de Pedras
292680,2010,occurrence,0,0,0,0,Rio do Antônio
261220,2010,occurrence,37,41,41,2,Salgueiro
291075,2010,occurrence,0,0,0,0,Fátima
290010,2010,occurrence,0,0,0,0,Abaíra
292000,2010,occurrence,0,0,0,0,Maiquinique
290550,2010,occurrence,0,0,0,1,Caldeirão Grande
290687,2010,occurrence,5,7,7,0,Capim Grosso
292593,2010,occurrence,1,1,1,0,Quixabeira
290430,2010,occurrence,0,0,0,0,Brejões
290540,2010,occurrence,0,0,0,0,Cairu
290050,2010,occurrence,1,1,1,0,Érico Cardoso
291430,2010,occurrence,0,0,2,0,Iramaia
290860,2010,occurrence,0,0,2,0,Conde
291930,2010,occurrence,2,2,5,0,Lençóis
292850,2010,occurrence,1,1,1,0,Santa Teresinha
293100,2010,occurrence,0,1,1,0,Tanhaçu
291970,2010,occurrence,4,6,6,0,Macarani
293325,2010,occurrence,0,0,0,0,Vereda
293360,2010,occurrence,3,4,4,0,Xique-Xique
291530,2010,occurrence,0,0,0,0,Itagimirim
290510,2010,occurrence,1,1,1,0,Caém
292335,2010,occurrence,0,0,0,0,Ourolândia
291320,2010,occurrence,12,17,19,1,Ibotirama
293317,2010,occurrence,0,0,0,0,Varzedo
292170,2010,occurrence,7,8,9,0,Morro do Chapéu
292575,2010,occurrence,1,1,3,0,Presidente Tancredo Neves
293150,2010,occurrence,1,1,3,0,Teofilândia
291520,2010,occurrence,0,0,0,0,Itagibá
291180,2010,occurrence,3,5,5,0,Guaratinga
170040,2010,occurrence,0,0,1,0,Almas
150812,2010,occurrence,4,7,7,0,Ulianópolis
220375,2010,occurrence,0,0,0,0,Fartura do Piauí
291060,2010,occurrence,10,10,10,0,Esplanada
292210,2010,occurrence,1,1,1,0,Mundo Novo
292145,2010,occurrence,0,0,0,0,Mirante
291290,2010,occurrence,6,6,8,0,Ibirataia
280350,2010,occurrence,5,6,6,2,Lagarto
290710,2010,occurrence,2,3,3,0,Carinhanha
293260,2010,occurrence,0,0,1,0,Urandi
290100,2010,occurrence,9,9,11,0,Amargosa
293220,2010,occurrence,0,0,0,0,Ubaitaba
291345,2010,occurrence,0,0,2,0,Igrapiúna
290685,2010,occurrence,0,0,0,0,Capela do Alto Alegre
293305,2010,occurrence,0,0,0,0,Várzea da Roça
291900,2010,occurrence,0,0,0,0,Lajedinho
293300,2010,occurrence,1,1,2,0,Valente
291580,2010,occurrence,10,11,13,0,Itambé
292303,2010,occurrence,0,0,0,0,Novo Horizonte
291110,2010,occurrence,2,3,3,0,Formosa do Rio Preto
292640,2010,occurrence,1,1,2,0,Riacho de Santana
292700,2010,occurrence,4,5,6,0,Rio Real
291940,2010,occurrence,0,0,0,0,Licínio de Almeida
292810,2010,occurrence,3,3,4,0,Santa Maria da Vitória
292730,2010,occurrence,1,2,2,0,Salinas da Margarida
291020,2010,occurrence,0,0,0,0,Dom Macedo Costa
292090,2010,occurrence,0,0,0,0,Mascote
292620,2010,occurrence,0,1,2,0,Riachão das Neves
293040,2010,occurrence,1,1,1,0,Serra Preta
291050,2010,occurrence,1,3,5,0,Entre Rios
290250,2010,occurrence,0,0,0,0,Baianópolis
290740,2010,occurrence,0,0,0,0,Catolândia
291030,2010,occurrence,0,0,0,0,Elísio Medrado
292940,2010,occurrence,1,1,1,0,São Miguel das Matas
291990,2010,occurrence,1,2,2,0,Macururé
292105,2010,occurrence,0,0,0,0,Matina
292020,2010,occurrence,0,1,1,0,Malhada
290020,2010,occurrence,1,1,2,1,Abaré
292180,2010,occurrence,1,1,1,0,Mortugaba
290400,2010,occurrence,0,2,2,0,Boninal
290590,2010,occurrence,2,3,3,0,Campo Alegre de Lourdes
292530,2010,occurrence,41,52,56,5,Porto Seguro
291465,2010,occurrence,3,3,5,0,Itabela
293077,2010,occurrence,0,0,0,0,Sobradinho
291250,2010,occurrence,1,1,1,0,Ibipitanga
293105,2010,occurrence,0,1,2,0,Tanque Novo
290410,2010,occurrence,3,3,3,0,Boquira
292410,2010,occurrence,0,0,0,0,Pedrão
317010,2010,occurrence,45,66,74,1,Uberaba
320160,2010,occurrence,0,2,2,0,Conceição da Barra
291340,2010,occurrence,2,2,3,0,Igaporã
290700,2010,occurrence,0,0,0,0,Cardeal da Silva
292805,2010,occurrence,1,2,3,0,Santa Luzia
292935,2010,occurrence,1,2,3,0,São José da Vitória
291600,2010,occurrence,0,1,1,0,Itanhém
291000,2010,occurrence,0,0,1,0,Dário Meira
291870,2010,occurrence,0,0,0,0,Lafaiete Coutinho
292790,2010,occurrence,1,1,1,0,Santa Inês
291750,2010,occurrence,37,47,50,2,Jacobina
293330,2010,occurrence,141,197,222,3,Vitória da Conquista
290500,2010,occurrence,1,1,1,0,Caculé
292430,2010,occurrence,4,5,5,0,Piatã
291440,2010,occurrence,12,12,13,0,Iraquara
293010,2010,occurrence,26,29,30,1,Senhor do Bonfim
290205,2010,occurrence,0,0,0,0,Araças
290750,2010,occurrence,3,4,4,0,Catu
290190,2010,occurrence,0,0,0,0,Aporá
292220,2010,occurrence,0,0,0,0,Muniz Ferreira
291630,2010,occurrence,0,0,0,0,Itapebi
290080,2010,occurrence,1,1,2,0,Alcobaça
292690,2010,occurrence,0,0,0,0,Rio do Pires
291680,2010,occurrence,0,0,0,1,Itarantim
291535,2010,occurrence,0,0,0,0,Itaguaçu da Bahia
292320,2010,occurrence,0,0,0,0,Oliveira dos Brejinhos
292370,2010,occurrence,5,6,6,0,Paratinga
291820,2010,occurrence,0,0,0,0,Jiquiriçá
292130,2010,occurrence,1,4,4,0,Milagres
291880,2010,occurrence,0,1,1,0,Laje
291780,2010,occurrence,0,0,0,0,Jaguaripe
293180,2010,occurrence,1,2,2,0,Tremedal
291980,2010,occurrence,9,11,12,0,Macaúbas
291905,2010,occurrence,0,0,0,0,Lajedo do Tabocal
291790,2010,occurrence,0,0,0,0,Jandaíra
290960,2010,occurrence,0,2,3,0,Crisópolis
292710,2010,occurrence,0,0,0,0,Rodelas
290770,2010,occurrence,1,1,1,0,Chorrochó
292270,2010,occurrence,0,0,1,0,Nova Canaã
291690,2010,occurrence,1,1,1,0,Itiruçu
290970,2010,occurrence,0,1,1,0,Cristópolis
293015,2010,occurrence,1,1,3,0,Serra do Ramalho
292467,2010,occurrence,0,0,0,0,Piraí do Norte
293190,2010,occurrence,3,4,4,0,Tucano
290060,2010,occurrence,0,0,0,0,Aiquara
291090,2010,occurrence,0,0,0,0,Firmino Alves
290475,2010,occurrence,0,0,0,0,Buritirama
290270,2010,occurrence,11,18,20,1,Barra
290730,2010,occurrence,4,4,4,0,Castro Alves
290660,2010,occurrence,1,1,1,0,Candiba
291860,2010,occurrence,0,0,0,0,Jussiape
291200,2010,occurrence,4,4,4,0,Ibiassucê
292440,2010,occurrence,0,0,5,1,Pilão Arcado
292250,2010,occurrence,5,5,7,0,Nazaré
292405,2010,occurrence,2,2,2,0,Pé de Serra
293240,2010,occurrence,1,1,1,0,Uibaí
290200,2010,occurrence,0,2,3,0,Aracatu
290620,2010,occurrence,0,0,0,1,Canarana
292205,2010,occurrence,2,3,3,0,Mulungu do Morro
291240,2010,occurrence,1,1,1,1,Ibipeba
520800,2010,occurrence,13,13,16,0,Formosa
311800,2010,occurrence,1,1,1,0,Congonhas
210150,2010,occurrence,0,1,2,0,Barão de Grajaú
290140,2010,occurrence,0,0,0,0,Angical
290420,2010,occurrence,0,0,0,0,Botuporã
291835,2010,occurrence,0,0,0,0,João Dourado
310350,2010,occurrence,21,22,25,1,Araguari
316070,2010,occurrence,6,8,8,0,Santos Dumont
311090,2010,occurrence,0,0,0,0,Campanha
310730,2010,occurrence,7,8,9,0,Bocaiúva
314330,2010,occurrence,93,125,157,3,Montes Claros
312430,2010,occurrence,3,3,4,0,Espinosa
313640,2010,occurrence,0,0,0,0,Joaquim Felício
314430,2010,occurrence,3,4,5,0,Nanuque
314520,2010,occurrence,9,13,14,0,Nova Serrana
261110,2010,occurrence,177,230,256,5,Petrolina
231240,2010,occurrence,1,1,1,0,São Gonçalo do Amarante
171820,2010,occurrence,13,18,18,1,Porto Nacional
220190,2010,occurrence,13,14,15,1,Bom Jesus
221135,2010,occurrence,1,1,1,0,Várzea Branca
280230,2010,occurrence,0,0,0,0,Frei Paulo
280740,2010,occurrence,0,0,3,0,Tobias Barreto
280280,2010,occurrence,0,1,3,0,Indiaroba
280550,2010,occurrence,0,0,0,0,Poço Verde
280630,2010,occurrence,0,0,1,0,Santa Luzia do Itanhy
291830,2010,occurrence,0,0,0,0,Jitaúna
291670,2010,occurrence,1,1,1,0,Itaquara
292040,2010,occurrence,0,0,0,0,Manoel Vitorino
290195,2010,occurrence,0,0,0,0,Apuarema
291420,2010,occurrence,0,0,0,0,Irajuba
291490,2010,occurrence,0,0,0,0,Itacaré
290630,2010,occurrence,0,0,2,0,Canavieiras
291560,2010,occurrence,11,15,22,3,Itamaraju
290980,2010,occurrence,11,14,17,2,Cruz das Almas
292230,2010,occurrence,0,0,0,0,Muritiba
292060,2010,occurrence,1,2,3,0,Maragogipe
290950,2010,occurrence,0,0,0,0,Cravolândia
291460,2010,occurrence,89,105,116,1,Irecê
290323,2010,occurrence,1,1,2,0,Barro Alto
292550,2010,occurrence,0,0,1,1,Prado
290240,2010,occurrence,1,2,2,0,Aurelino Leal
291855,2010,occurrence,2,2,2,0,Jussari
291540,2010,occurrence,0,0,1,0,Itaju do Colônia
290830,2010,occurrence,1,1,1,1,Conceição do Almeida
290405,2010,occurrence,2,2,5,0,Bonito
291270,2010,occurrence,1,1,2,0,Ibirapitanga
290900,2010,occurrence,0,0,0,0,Cordeiros
292480,2010,occurrence,1,2,2,0,Piritiba
292285,2010,occurrence,0,0,1,0,Nova Redenção
292080,2010,occurrence,2,2,2,0,Marcionílio Souza
292910,2010,occurrence,0,0,0,0,São Felipe
290327,2010,occurrence,0,1,1,0,Barrocas
290360,2010,occurrence,1,1,1,0,Biritinga
292273,2010,occurrence,0,0,0,0,Nova Fátima
291125,2010,occurrence,0,0,0,0,Gavião
291260,2010,occurrence,0,0,0,0,Ibiquera
291190,2010,occurrence,5,7,8,2,Iaçu
290380,2010,occurrence,0,0,0,0,Boa Vista do Tupim
292990,2010,occurrence,8,9,11,0,Seabra
290330,2010,occurrence,0,0,0,0,Barro Preto
291280,2010,occurrence,0,0,0,0,Ibirapuã
260160,2010,occurrence,1,1,2,0,Belém de São Francisco
292630,2010,occurrence,6,8,9,1,Riachão do Jacuípe
292140,2010,occurrence,0,0,0,0,Mirangaba
292050,2010,occurrence,2,3,4,0,Maracás
290490,2010,occurrence,1,2,2,0,Cachoeira
293060,2010,occurrence,1,1,1,0,Serrolândia
290280,2010,occurrence,14,14,15,1,Barra da Estiva
292670,2010,occurrence,1,1,1,0,Rio de Contas
291220,2010,occurrence,0,2,2,0,Ibicoara
291950,2010,occurrence,7,10,11,0,Livramento de Nossa Senhora
291890,2010,occurrence,1,1,1,0,Lajedão
290690,2010,occurrence,1,1,1,0,Caravelas
292110,2010,occurrence,0,0,0,0,Medeiros Neto
292720,2010,occurrence,9,12,12,0,Ruy Barbosa
291500,2010,occurrence,0,1,1,0,Itaeté
291992,2010,occurrence,3,5,6,0,Madre de Deus
292100,2010,occurrence,9,11,11,0,Mata de São João
291920,2010,occurrence,27,29,34,0,Lauro de Freitas
291160,2010,occurrence,0,0,1,0,Governador Mangabeira
292905,2010,occurrence,1,1,2,0,São Félix do Coribe
290530,2010,occurrence,1,1,1,0,Cafarnaum
292800,2010,occurrence,3,5,6,0,Santaluz
291005,2010,occurrence,7,10,11,0,Dias d'Ávila
290850,2010,occurrence,3,3,3,0,Conceição do Jacuípe
292560,2010,occurrence,0,0,0,0,Presidente Dutra
292925,2010,occurrence,0,1,1,0,São Gabriel
291735,2010,occurrence,1,2,2,0,Jaborandi
290930,2010,occurrence,3,6,7,0,Correntina
292225,2010,occurrence,0,0,0,0,Muquém de São Francisco
292160,2010,occurrence,0,0,1,0,Morpará
292600,2010,occurrence,11,14,15,2,Remanso
293000,2010,occurrence,0,0,0,0,Sebastião Laranjeiras
290110,2010,occurrence,0,1,1,0,Amélia Rodrigues
290070,2010,occurrence,33,44,52,0,Alagoinhas
292860,2010,occurrence,7,7,8,0,Santo Amaro
291130,2010,occurrence,1,1,2,0,Gentio do Ouro
291850,2010,occurrence,0,0,1,0,Jussara
290515,2010,occurrence,0,0,0,0,Caetanos
290120,2010,occurrence,0,0,1,0,Anagé
292510,2010,occurrence,1,2,4,0,Poções
292450,2010,occurrence,2,3,3,0,Pindaí
291733,2010,occurrence,1,1,2,0,Iuiú
292520,2010,occurrence,11,13,14,1,Pojuca
292950,2010,occurrence,3,4,5,0,São Sebastião do Passé
292920,2010,occurrence,5,8,8,0,São Francisco do Conde
290480,2010,occurrence,0,0,0,0,Caatiba
291230,2010,occurrence,0,0,0,0,Ibicuí
260300,2010,occurrence,1,1,1,0,Cabrobó
261260,2010,occurrence,1,1,3,0,Santa Maria da Boa Vista
292265,2010,occurrence,0,0,0,0,Nordestina
293070,2010,occurrence,9,12,16,0,Simões Filho
291570,2010,occurrence,1,1,1,0,Itamari
292470,2010,occurrence,0,0,0,0,Piripá
292960,2010,occurrence,4,4,4,1,Sapeaçu
290820,2010,occurrence,2,3,3,0,Conceição da Feira
290370,2010,occurrence,0,1,2,1,Boa Nova
291510,2010,occurrence,2,3,6,0,Itagi
291995,2010,occurrence,0,0,0,0,Maetinga
290755,2010,occurrence,0,0,0,0,Caturama
292975,2010,occurrence,1,1,1,0,Saubara
311340,2010,occurrence,31,36,40,0,Caratinga
313930,2010,occurrence,6,6,7,1,Manga
320500,2010,occurrence,60,87,95,8,Serra
320320,2010,occurrence,22,28,32,6,Linhares
353440,2010,occurrence,81,131,148,4,Osasco
411950,2010,occurrence,1,2,3,0,Piraquara
421250,2010,occurrence,0,0,0,0,Penha
522068,2010,occurrence,0,0,0,0,Simolândia
522220,2010,occurrence,0,0,0,0,Vila Boa
521830,2010,occurrence,2,4,5,0,Posse
211110,2010,occurrence,3,4,5,0,São João dos Patos
220192,2010,occurrence,0,0,0,0,Bonfim do Piauí
220045,2010,occurrence,0,0,0,0,Alvorada do Gurguéia
220110,2010,occurrence,2,3,4,1,Avelino Lopes
230030,2010,occurrence,8,8,9,0,Acopiara
240050,2010,occurrence,2,2,3,0,Alexandria
260020,2010,occurrence,1,1,2,0,Afrânio
260570,2010,occurrence,9,13,16,0,Floresta
292580,2010,occurrence,0,1,1,0,Queimadas
290990,2010,occurrence,2,2,2,0,Curaçá
293200,2010,occurrence,0,0,1,0,Uauá
291915,2010,occurrence,0,2,2,0,Lapão
290300,2010,occurrence,1,1,1,0,Barra do Mendes
293140,2010,occurrence,0,0,1,0,Teodoro Sampaio
291370,2010,occurrence,1,4,4,0,Inhambupe
291960,2010,occurrence,2,2,4,1,Macajuba
291470,2010,occurrence,13,19,20,0,Itaberaba
293160,2010,occurrence,1,2,4,0,Teolândia
290720,2010,occurrence,0,1,2,0,Casa Nova
291720,2010,occurrence,0,1,1,0,Ituaçu
292610,2010,occurrence,0,0,0,0,Retirolândia
292930,2010,occurrence,1,2,3,0,São Gonçalo dos Campos
293080,2010,occurrence,4,4,4,0,Souto Soares
292330,2010,occurrence,0,0,0,0,Ouriçangas
