health_region_code,year,measure_type,live_births,neonatal_deaths,infant_deaths,under5_deaths,maternal_deaths,neonatal_per_1000,infant_per_1000,under5_per_1000,maternal_per_100000
25009,2005,residence,2752,30,39,43,0,10.9011627906977,14.171511627907,15.625,0
25009,2010,occurrence,2095,14,18,21,1,6.68257756563246,8.59188544152745,10.0238663484487,47.7326968973747
25009,2010,residence,2396,31,43,49,1,12.9382303839733,17.9465776293823,20.4507512520868,41.7362270450751
25009,2015,occurrence,1937,19,22,23,1,9.80898296334538,11.3577697470315,11.8740320082602,51.6262261228704
25009,2015,residence,2431,26,34,38,1,10.6951871657754,13.986013986014,15.6314273961333,41.1353352529823
25010,2000,occurrence,1913,13,20,26,0,6.79560899111344,10.4547830632514,13.5912179822269,0
25010,2000,residence,1627,10,19,25,0,6.14628149969269,11.6779348494161,15.3657037492317,0
25010,2005,occurrence,2172,6,9,10,0,2.76243093922652,4.14364640883978,4.60405156537753,0
25010,2005,residence,1978,14,21,25,0,7.0778564206269,10.6167846309403,12.639029322548,0
25010,2010,occurrence,1700,15,16,18,0,8.82352941176471,9.41176470588235,10.5882352941176,0
25010,2010,residence,1553,28,33,38,0,18.0296200901481,21.249195106246,24.4687701223439,0
25010,2015,occurrence,1917,12,13,15,1,6.25978090766823,6.78142931664058,7.82472613458529,52.1648408972353
25010,2015,residence,1634,25,30,33,1,15.2998776009792,18.359853121175,20.1958384332925,61.1995104039168
25011,2000,occurrence,1142,26,44,48,0,22.7670753064799,38.5288966725044,42.031523642732,0
25011,2000,residence,1331,34,60,67,0,25.5447032306536,45.0788880540947,50.3380916604057,0
25011,2005,occurrence,869,3,9,12,0,3.45224395857307,10.3567318757192,13.8089758342923,0
25011,2005,residence,1519,16,29,35,1,10.533245556287,19.0915075707702,23.0414746543779,65.832784726794
25011,2010,occurrence,727,4,5,7,0,5.50206327372765,6.87757909215956,9.62861072902338,0
25011,2010,residence,1278,14,19,22,0,10.9546165884194,14.8669796557121,17.2143974960876,0
25011,2015,occurrence,452,0,1,2,0,0,2.21238938053097,4.42477876106195,0
25011,2015,residence,1050,3,8,12,0,2.85714285714286,7.61904761904762,11.4285714285714,0
25012,2000,occurrence,1135,20,81,83,0,17.6211453744493,71.3656387665198,73.1277533039648,0
25012,2000,residence,2069,44,115,123,1,21.2663122281295,55.582406959884,59.4490091831803,48.3325277912035
25012,2005,occurrence,1410,6,14,19,0,4.25531914893617,9.9290780141844,13.4751773049645,0
25012,2005,residence,2895,42,60,69,3,14.5077720207254,20.7253886010363,23.8341968911917,103.626943005181
25012,2010,occurrence,460,1,5,5,0,2.17391304347826,10.8695652173913,10.8695652173913,0
25012,2010,residence,2253,28,40,48,0,12.42787394585,17.7541056369285,21.3049267643143,0
25012,2015,occurrence,944,1,5,7,1,1.05932203389831,5.29661016949153,7.41525423728814,105.932203389831
25012,2015,residence,2698,20,27,39,1,7.41289844329133,10.0074128984433,14.4551519644181,37.0644922164566
25013,2000,occurrence,707,5,9,9,0,7.07213578500707,12.7298444130127,12.7298444130127,0
25013,2000,residence,791,10,15,22,0,12.6422250316056,18.9633375474083,27.8128950695322,0
25013,2005,occurrence,931,5,9,9,0,5.37056928034372,9.66702470461869,9.66702470461869,0
25013,2005,residence,990,14,19,20,0,14.1414141414141,19.1919191919192,20.2020202020202,0
25013,2010,occurrence,657,2,2,3,1,3.0441400304414,3.0441400304414,4.5662100456621,152.20700152207
25013,2010,residence,761,5,6,7,2,6.57030223390276,7.88436268068331,9.19842312746386,262.81208935611
25013,2015,occurrence,719,0,1,1,0,0,1.39082058414465,1.39082058414465,0
25013,2015,residence,805,5,9,11,1,6.2111801242236,11.1801242236025,13.6645962732919,124.223602484472
25014,2000,occurrence,633,13,60,69,0,20.5371248025276,94.7867298578199,109.004739336493,0
25014,2000,residence,1603,22,82,95,1,13.7242669993762,51.1540860885839,59.2638802245789,62.3830318153462
25014,2005,occurrence,968,7,22,29,0,7.23140495867769,22.7272727272727,29.9586776859504,0
25014,2005,residence,2488,36,65,77,1,14.4694533762058,26.1254019292605,30.9485530546624,40.1929260450161
25014,2010,occurrence,346,2,3,6,0,5.78034682080925,8.67052023121387,17.3410404624277,0
25014,2010,residence,2329,20,33,37,1,8.587376556462,14.1691713181623,15.8866466294547,42.93688278231
25014,2015,occurrence,1401,3,4,5,0,2.14132762312634,2.85510349750178,3.56887937187723,0
25014,2015,residence,2348,13,20,29,1,5.5366269165247,8.51788756388416,12.350936967632,42.5894378194208
25015,2000,occurrence,631,7,26,33,0,11.0935023771791,41.2044374009509,52.29793977813,0
25015,2000,residence,2200,56,91,104,0,25.4545454545455,41.3636363636364,47.2727272727273,0
25015,2005,occurrence,323,1,7,9,0,3.09597523219814,21.671826625387,27.8637770897833,0
25015,2005,residence,2372,18,34,39,1,7.5885328836425,14.3338954468803,16.4418212478921,42.1585160202361
25015,2010,occurrence,130,0,1,6,0,0,7.69230769230769,46.1538461538462,0
25015,2010,residence,2325,17,21,30,1,7.31182795698925,9.03225806451613,12.9032258064516,43.010752688172
25015,2015,occurrence,449,1,2,4,0,2.2271714922049,4.4543429844098,8.9086859688196,0
25015,2015,residence,2246,16,25,32,1,7.12377560106857,11.1308993766696,14.2475512021371,44.5235975066785
25016,2000,occurrence,12142,413,570,629,5,34.0141657058145,46.9444901993082,51.8036567287103,41.1793773678142
25016,2000,residence,9022,245,338,367,4,27.1558412768787,37.463976945245,40.6783418310796,44.3360673908224
25016,2005,occurrence,13406,274,379,419,4,20.438609577801,28.2709234671043,31.2546620916008,29.8373862449649
25016,2005,residence,8684,143,196,219,2,16.4670658682635,22.5702441271304,25.218793182865,23.0308613542146
25016,2010,occurrence,14432,230,292,330,11,15.9368070953437,20.2328159645233,22.8658536585366,76.219512195122
25016,2010,residence,8461,110,149,162,5,13.0008273253753,17.6102115589174,19.1466729700981,59.0946696607966
25016,2015,occurrence,15338,163,215,254,15,10.6272004172643,14.0174729430173,16.5601773373321,97.7963228582605
25016,2015,residence,8688,84,112,128,4,9.66850828729282,12.8913443830571,14.7329650092081,46.0405156537753
26001,2000,occurrence,3320,64,103,110,0,19.2771084337349,31.0240963855422,33.1325301204819,0
26001,2000,residence,3336,70,117,125,0,20.9832134292566,35.0719424460432,37.4700239808154,0
26001,2005,occurrence,3695,38,53,56,1,10.2841677943166,14.3437077131258,15.1556156968877,27.063599458728
26001,2005,residence,3206,44,68,71,2,13.7242669993762,21.2102308172177,22.1459762944479,62.3830318153462
26001,2010,occurrence,3332,23,30,37,0,6.90276110444178,9.00360144057623,11.1044417767107,0
26001,2010,residence,2706,36,53,61,1,13.3037694013304,19.5861049519586,22.5424981522543,36.9549150036955
26001,2015,occurrence,2559,12,16,19,0,4.68933177022274,6.25244236029699,7.42477530285268,0
26001,2015,residence,2812,23,31,35,0,8.17923186344239,11.0241820768137,12.4466571834993,0
26002,2000,occurrence,7430,75,236,272,5,10.0942126514132,31.7631224764468,36.6083445491252,67.2947510094213
26002,2000,residence,7751,82,247,282,5,10.5792800928912,31.8668558895626,36.3824022706748,64.5078054444588
26002,2005,occurrence,7758,125,235,271,1,16.1124001031194,30.2913121938644,34.9316834235628,12.8899200824955
26002,2005,residence,7778,132,246,284,1,16.9709436873232,31.6276677809206,36.5132424787863,12.8567755206994
26002,2010,occurrence,5754,48,79,95,3,8.34202294056309,13.7295794230101,16.5102537365311,52.1376433785193
26002,2010,residence,6686,94,142,169,4,14.0592282381095,21.2384086150165,25.2766975770266,59.8265031408914
26002,2015,occurrence,5534,35,44,57,2,6.32453921214312,7.95084929526563,10.2999638597759,36.1402240693892
26002,2015,residence,6252,83,104,122,8,13.275751759437,16.6346769033909,19.5137555982086,127.959053103007
26003,2000,occurrence,21902,375,733,830,7,17.1217240434664,33.4672632636289,37.8960825495389,31.9605515478039
26003,2000,residence,22576,454,837,962,10,20.1098511693834,37.0747696669029,42.611622962438,44.2948263642807
26003,2005,occurrence,19658,217,361,425,4,11.0387628446434,18.3640248244989,21.6196968155458,20.3479499440431
26003,2005,residence,21474,285,470,550,5,13.271863649064,21.8869330352985,25.6123684455621,23.2839713141473
26003,2010,occurrence,15259,140,193,221,11,9.17491316600039,12.648273150272,14.4832557834721,72.0886034471459
26003,2010,residence,19175,202,302,358,11,10.5345501955671,15.7496740547588,18.6701434159061,57.3663624511082
26003,2015,occurrence,16636,123,177,216,10,7.39360423178649,10.6395768213513,12.9838903582592,60.1106035104592
26003,2015,residence,19929,185,275,330,13,9.28295448843394,13.7989864017261,16.5587836820714,65.2315720808872
26004,2000,occurrence,10749,161,399,448,3,14.9781375011629,37.1197320680994,41.6782956554098,27.9095729835334
26004,2000,residence,10392,174,426,478,4,16.743648960739,40.9930715935335,45.9969207082371,38.4911470361817
26004,2005,occurrence,9950,135,225,256,2,13.5678391959799,22.6130653266332,25.7286432160804,20.1005025125628
26004,2005,residence,9959,156,263,304,4,15.6642233155939,26.4082739230846,30.5251531278241,40.1646751681896
26004,2010,occurrence,8604,54,80,95,2,6.27615062761506,9.29800092980009,11.0413761041376,23.2450023245002
26004,2010,residence,9013,104,144,168,4,11.5388882724953,15.976922223455,18.6397425940308,44.3803395095973
26004,2015,occurrence,7121,39,56,71,2,5.47675888217947,7.86406403595001,9.97050975986519,28.0859429855357
26004,2015,residence,8905,92,118,142,6,10.3312745648512,13.2509825940483,15.9460976979225,67.3778775968557
26005,2000,occurrence,4848,42,113,133,3,8.66336633663366,23.3085808580858,27.4339933993399,61.8811881188119
26005,2000,residence,5534,93,192,222,7,16.805204192266,34.6946151066137,40.115648717022,126.490784242862
26005,2005,occurrence,4673,22,54,65,1,4.70789642627862,11.555745773593,13.9096939867323,21.3995292103574
26005,2005,residence,5704,84,137,157,3,14.726507713885,24.0182328190743,27.5245441795231,52.5946704067321
26005,2010,occurrence,2747,10,19,24,0,3.64033491081179,6.91663633054241,8.73680378594831,0
26005,2010,residence,4635,44,67,83,2,9.49298813376483,14.4552319309601,17.9072276159655,43.1499460625674
26005,2015,occurrence,1482,4,10,14,1,2.69905533063428,6.7476383265857,9.44669365721997,67.476383265857
26005,2015,residence,4771,43,64,73,3,9.01278557954307,13.4143785369943,15.3007755187592,62.879899392161
26006,2000,occurrence,9674,76,182,209,2,7.85610915856936,18.8133140376266,21.6043001860657,20.6739714699194
26006,2000,residence,10143,149,293,349,4,14.6899339445923,28.8869170856749,34.4079660849847,39.4360642807848
26006,2005,occurrence,7607,40,81,95,1,5.2583147101354,10.6480872880242,12.4884974365716,13.1457867753385
26006,2005,residence,9136,107,175,206,4,11.7119089316988,19.1549912434326,22.5481611208406,43.7828371278459
26006,2010,occurrence,5229,15,26,34,0,2.86861732644865,4.972270032511,6.50219927328361,0
26006,2010,residence,8378,75,102,117,2,8.952017187873,12.1747433755073,13.9651468130819,23.872045834328
26006,2015,occurrence,6642,19,25,32,2,2.86058416139717,3.76392652815417,4.81782595603734,30.1114122252334
26006,2015,residence,8313,63,83,99,4,7.57849151930711,9.98436184289667,11.9090581017683,48.1174064717912
26007,2000,occurrence,7764,73,177,198,2,9.40236991241628,22.7975270479135,25.5023183925811,25.7599175682638
26007,2000,residence,8089,90,209,237,5,11.1262207936704,25.8375571764124,29.2990480899988,61.8123377426134
26007,2005,occurrence,6820,105,168,199,2,15.3958944281525,24.633431085044,29.1788856304985,29.3255131964809
26007,2005,residence,7223,141,222,256,3,19.5209746642669,30.7351515990586,35.4423369790946,41.5339886473764
26007,2010,occurrence,6245,61,97,113,2,9.76781425140112,15.5324259407526,18.0944755804644,32.0256204963971
26007,2010,residence,6570,103,146,172,2,15.6773211567732,22.2222222222222,26.179604261796,30.441400304414
26007,2015,occurrence,5564,36,52,66,4,6.47016534867002,9.34579439252336,11.861969805895,71.8907260963336
26007,2015,residence,6064,70,98,116,6,11.5435356200528,16.1609498680739,19.1292875989446,98.9445910290237
26008,2000,occurrence,11328,155,382,452,1,13.6829096045198,33.7217514124294,39.9011299435028,8.82768361581921
26008,2000,residence,11401,228,504,590,3,19.9982457679151,44.2066485396018,51.7498465046926,26.3134812735725
26008,2005,occurrence,10427,97,186,229,2,9.30277165052268,17.8383044020332,21.9622134842237,19.1809724753045
26008,2005,residence,11297,159,293,349,7,14.0745330618748,25.9360892272285,30.893157475436,61.9633531025936
26008,2010,occurrence,7494,26,48,62,1,3.46944222044302,6.40512409927942,8.27328529490259,13.3440085401655
26008,2010,residence,8610,75,121,145,5,8.71080139372822,14.0534262485482,16.8408826945412,58.0720092915215
26008,2015,occurrence,8346,42,67,78,2,5.03235082674335,8.02779774742392,9.34579439252336,23.9635753654445
26008,2015,residence,10294,88,126,146,3,8.54866912764717,12.240139887313,14.1830192345055,29.1431902078881
26009,2000,occurrence,6176,193,280,319,10,31.25,45.3367875647668,51.6515544041451,161.917098445596
26009,2000,residence,8757,182,271,315,8,20.7833733013589,30.946671234441,35.9712230215827,91.3554870389403
26009,2005,occurrence,7421,175,240,274,9,23.5817275299825,32.3406548982617,36.9222476755154,121.277455868481
26009,2005,residence,8624,165,229,269,9,19.1326530612245,26.5538033395176,31.1920222634508,104.359925788497
26009,2010,occurrence,8433,181,236,265,5,21.4632989446223,27.9852958614965,31.4241669631211,59.2908810624926
26009,2010,residence,8027,98,137,155,6,12.2087953158091,17.067397533325,19.3098293260247,74.7477264233213
26009,2015,occurrence,10265,255,345,373,10,24.8416950803702,33.6093521675597,36.3370677057964,97.4184120798831
26009,2015,residence,9103,110,146,169,6,12.0839283752609,16.0386685708008,18.5653081401736,65.9123365923322
26010,2000,occurrence,70302,1375,2045,2388,39,19.5584762880146,29.0887883701744,33.9677391823846,55.474950926005
26010,2000,residence,68215,1078,1580,1819,29,15.8029758850693,23.1620611302499,26.6656893645093,42.5126438466613
26010,2005,occurrence,66493,1005,1513,1762,39,15.1143729415126,22.7542748860782,26.4990299730799,58.6527905193028
26010,2005,residence,60658,672,989,1141,25,11.0785057205974,16.3045270203436,18.8103795047644,41.2146790200798
26010,2010,occurrence,67917,897,1298,1496,43,13.2072971420999,19.1115626426373,22.0268857576159,63.3125726990297
26010,2010,residence,56235,534,750,863,32,9.49586556415044,13.3368898372899,15.346314572775,56.9040633057704
26010,2015,occurrence,75530,870,1216,1372,63,11.5186018800477,16.0995630875149,18.1649675625579,83.4105653382762
26010,2015,residence,62263,528,739,821,45,8.48015675441273,11.869007275589,13.186001316994,72.2740632478358
26011,2000,occurrence,3762,82,115,125,2,21.7969165337586,30.56884635832,33.2270069112174,53.1632110579479
26011,2000,residence,3162,60,86,94,0,18.9753320683112,27.1979759645794,29.7280202403542,0
26011,2005,occurrence,3341,67,90,93,3,20.0538760850045,26.9380425022448,27.8359772523197,89.7934750074828
26011,2005,residence,2897,41,58,63,4,14.1525716258198,20.020711080428,21.7466344494304,138.073869520193
26011,2010,occurrence,3160,38,45,48,2,12.0253164556962,14.2405063291139,15.1898734177215,63.2911392405063
26011,2010,residence,2616,31,40,47,2,11.8501529051988,15.2905198776758,17.9663608562691,76.4525993883792
26011,2015,occurrence,2948,25,34,37,2,8.48032564450475,11.5332428765265,12.550881953867,67.842605156038
26011,2015,residence,2489,32,42,48,1,12.856568903174,16.8742466854158,19.284853354761,40.1767778224186
26012,2000,occurrence,3914,59,95,104,1,15.074092999489,24.2718446601942,26.5712825753705,25.5493101686255
26012,2000,residence,4040,68,113,128,4,16.8316831683168,27.970297029703,31.6831683168317,99.009900990099
26012,2005,occurrence,4385,66,95,102,1,15.0513112884835,21.6647662485747,23.2611174458381,22.8050171037628
26012,2005,residence,4138,79,116,126,1,19.0913484775254,28.032866118898,30.4494925084582,24.1662638956017
26012,2010,occurrence,4068,45,56,67,3,11.0619469026549,13.7659783677483,16.4700098328417,73.7463126843658
26012,2010,residence,3940,56,75,88,3,14.2131979695431,19.0355329949239,22.3350253807107,76.1421319796954
26012,2015,occurrence,3582,28,33,39,3,7.81686208821887,9.21273031825796,10.8877721943049,83.7520938023451
26012,2015,residence,3827,46,59,70,3,12.0198588973086,15.4167755422002,18.2910896263392,78.3903841128822
27001,2000,occurrence,23186,642,984,1158,15,27.689122746485,42.4394030880704,49.9439316829121,64.6942120244976
27001,2000,residence,21446,481,695,798,12,22.4284248810967,32.4069756597967,37.2097360813205,55.9544903478504
27001,2005,occurrence,23725,522,771,886,15,22.0021074815595,32.4973656480506,37.3445732349842,63.2244467860906
27001,2005,residence,20589,292,427,482,7,14.1823303705862,20.7392296857545,23.4105590363787,33.9987371897615
27001,2010,occurrence,25422,390,572,662,20,15.341043190937,22.5001966800409,26.040437416411,78.6720163637794
27001,2010,residence,19215,207,303,354,12,10.7728337236534,15.7689305230289,18.4231069476971,62.4512099921936
27001,2015,occurrence,23901,321,452,511,22,13.4304004016568,18.9113426216476,21.3798585833229,92.0463578929752
27001,2015,residence,19589,219,292,316,14,11.1797437337281,14.9063249783042,16.1315023737812,71.4686814028281
27002,2000,occurrence,2122,24,92,105,0,11.3100848256362,43.3553251649387,49.4816211121584,0
27002,2000,residence,3482,72,173,200,0,20.6777713957496,49.6840896036761,57.4382538770821,0
27002,2005,occurrence,1826,3,18,27,0,1.64293537787514,9.85761226725082,14.7864184008762,0
27002,2005,residence,3097,46,75,90,1,14.8530836293187,24.216984178237,29.0603810138844,32.2893122376493
27002,2010,occurrence,960,2,3,10,0,2.08333333333333,3.125,10.4166666666667,0
27002,2010,residence,2973,32,44,56,1,10.7635385132862,14.7998654557686,18.8361923982509,33.6360578540195
27002,2015,occurrence,798,4,7,9,0,5.0125313283208,8.7719298245614,11.2781954887218,0
27002,2015,residence,2643,18,31,37,1,6.81044267877412,11.7290957245554,13.9992432841468,37.8357926598562
27003,2000,occurrence,4762,36,120,143,0,7.55984880302394,25.1994960100798,30.0293994120118,0
27003,2000,residence,5198,73,198,243,1,14.0438630242401,38.0915736821855,46.7487495190458,19.2381685263563
27003,2005,occurrence,3863,22,61,72,3,5.69505565622573,15.7908361377168,18.6383639658297,77.6598498576236
27003,2005,residence,4734,68,132,164,3,14.3641740599916,27.8833967046895,34.6430080270385,63.3713561470216
27003,2010,occurrence,2381,9,21,26,0,3.77992440151197,8.81982360352793,10.9197816043679,0
27003,2010,residence,3916,50,77,93,2,12.7681307456588,19.6629213483146,23.7487231869254,51.0725229826354
27003,2015,occurrence,2832,9,14,22,0,3.17796610169492,4.94350282485876,7.7683615819209,0
27003,2015,residence,3571,32,48,60,4,8.96107532903949,13.4416129935592,16.802016241949,112.013441612994
27004,2000,occurrence,2705,25,60,71,0,9.24214417744917,22.181146025878,26.2476894639556,0
27004,2000,residence,3079,61,124,144,1,19.8116271516726,40.2728158493017,46.7684313088665,32.478077297824
27004,2005,occurrence,2135,10,31,36,0,4.68384074941452,14.519906323185,16.8618266978923,0
27004,2005,residence,2897,35,73,91,2,12.0814635830169,25.1984811874353,31.411805315844,69.0369347600967
27004,2010,occurrence,911,2,8,13,0,2.1953896816685,8.78155872667399,14.2700329308452,0
27004,2010,residence,2454,30,44,55,0,12.2249388753056,17.9299103504482,22.4123879380603,0
27004,2015,occurrence,704,1,4,10,0,1.42045454545455,5.68181818181818,14.2045454545455,0
27004,2015,residence,2192,21,29,45,1,9.58029197080292,13.2299270072993,20.529197080292,45.6204379562044
27005,2000,occurrence,4149,22,58,76,1,5.30248252590986,13.9792721137624,18.3176669076886,24.1021932995903
27005,2000,residence,4952,58,121,153,2,11.7124394184168,24.4345718901454,30.8966074313409,40.3877221324717
27005,2005,occurrence,3525,12,37,50,1,3.40425531914894,10.4964539007092,14.1843971631206,28.3687943262411
27005,2005,residence,4673,55,101,122,2,11.7697410656966,21.613524502461,26.107425636636,42.7990584207147
27005,2010,occurrence,2335,20,24,29,0,8.56531049250535,10.2783725910064,12.4197002141328,0
27005,2010,residence,3511,43,59,73,2,12.2472230133865,16.8043292509257,20.7917972087724,56.9638279692395
27005,2015,occurrence,2813,23,30,35,1,8.17632420902951,10.6647707074298,12.4422324920014,35.5492356914326
27005,2015,residence,3231,43,55,63,2,13.3085731971526,17.0225936242649,19.4986072423398,61.9003404518725
27006,2000,occurrence,4624,109,172,196,3,23.5726643598616,37.19723183391,42.3875432525952,64.878892733564
27006,2000,residence,4085,88,143,168,2,21.5422276621787,35.0061199510404,41.1260709914321,48.9596083231334
27006,2005,occurrence,4169,50,78,90,0,11.9932837610938,18.7095226673063,21.5879107699688,0
27006,2005,residence,4095,56,94,108,0,13.6752136752137,22.954822954823,26.3736263736264,0
27006,2010,occurrence,2753,17,23,30,0,6.17508172902288,8.35452233926626,10.8972030512169,0
27006,2010,residence,3360,38,53,62,0,11.3095238095238,15.7738095238095,18.452380952381,0
27006,2015,occurrence,2890,26,30,34,1,8.99653979238754,10.3806228373702,11.7647058823529,34.6020761245675
27006,2015,residence,3208,37,48,54,1,11.5336658354115,14.9625935162095,16.8329177057357,31.1720698254364
27007,2000,occurrence,11298,134,275,330,4,11.8605062842981,24.3405912550894,29.2087095061073,35.4044963710391
27007,2000,residence,11002,138,266,329,4,12.5431739683694,24.1774222868569,29.9036538811125,36.3570259952736
27007,2005,occurrence,10861,114,214,246,6,10.4962710615965,19.7035263787865,22.6498480802873,55.2435319031397
27007,2005,residence,9670,154,248,282,8,15.9255429162358,25.64632885212,29.1623578076525,82.7300930713547
27007,2010,occurrence,10608,108,154,173,5,10.1809954751131,14.5173453996983,16.3084464555053,47.1342383107089
27007,2010,residence,8643,103,159,178,5,11.9171583940761,18.3963901423117,20.5947009140345,57.850283466389
27007,2015,occurrence,9455,92,119,132,2,9.73030142781597,12.585933368588,13.9608672659968,21.1528291909043
27007,2015,residence,8758,89,124,141,3,10.1621374743092,14.1584836720713,16.0995661109842,34.2543959808175
27008,2000,occurrence,3650,81,110,122,5,22.1917808219178,30.1369863013699,33.4246575342466,136.986301369863
27008,2000,residence,3391,63,89,106,3,18.5785903863167,26.2459451489236,31.2592155706281,88.4694780300796
27008,2005,occurrence,2989,72,99,106,4,24.0883238541318,33.1214452994313,35.4633656741385,133.824021411843
27008,2005,residence,2873,44,73,81,1,15.3150017403411,25.4089801601114,28.1935259310825,34.8068221371389
27008,2010,occurrence,2920,35,44,48,3,11.986301369863,15.0684931506849,16.4383561643836,102.739726027397
27008,2010,residence,2691,29,38,42,4,10.776662950576,14.1211445559272,15.6075808249721,148.643626904496
27008,2015,occurrence,2941,27,36,39,1,9.18055083304998,12.2407344440666,13.2607956477389,34.0020401224073
27008,2015,residence,2430,18,31,37,1,7.40740740740741,12.7572016460905,15.2263374485597,41.1522633744856
27009,2000,occurrence,5086,34,89,110,3,6.68501769563508,17.4990169091624,21.6279984270547,58.9854502556036
27009,2000,residence,5694,66,145,178,5,11.5911485774499,25.4654021777309,31.2609764664559,87.8117316473481
27009,2005,occurrence,3946,21,55,64,1,5.32184490623416,13.9381652306133,16.2189559047136,25.3421186011151
27009,2005,residence,4829,79,146,165,6,16.3594947194036,30.234002899151,34.1685649202734,124.249326982812
27009,2010,occurrence,2656,10,22,26,2,3.76506024096386,8.28313253012048,9.78915662650602,75.3012048192771
27009,2010,residence,4435,53,85,97,4,11.9503945885006,19.1657271702368,21.8714768883878,90.1916572717024
27009,2015,occurrence,4264,39,56,61,3,9.14634146341463,13.1332082551595,14.3058161350844,70.3564727954972
27009,2015,residence,3958,39,63,69,1,9.85346134411319,15.9171298635675,17.433046993431,25.2652854977261
27010,2000,occurrence,2716,14,57,64,3,5.15463917525773,20.9867452135493,23.5640648011782,110.456553755523
27010,2000,residence,3427,24,72,81,3,7.00320980449373,21.0096294134812,23.6358330901663,87.5401225561716
27010,2005,occurrence,2120,20,43,47,0,9.43396226415094,20.2830188679245,22.1698113207547,0
27010,2005,residence,3204,52,98,109,2,16.2297128589263,30.5867665418227,34.019975031211,62.4219725343321
27010,2010,occurrence,1866,2,10,17,0,1.07181136120043,5.35905680600214,9.11039657020364,0
27010,2010,residence,2966,36,56,72,0,12.1375590020229,18.8806473364801,24.2751180040459,0
27010,2015,occurrence,1176,6,13,18,1,5.10204081632653,11.0544217687075,15.3061224489796,85.0340136054422
27010,2015,residence,2677,30,44,51,2,11.2065745237206,16.4363093014569,19.051176690325,74.7104968248039
28001,2000,occurrence,20728,652,946,1084,31,31.4550366653802,45.6387495175608,52.2964106522578,149.556155924354
28001,2000,residence,14169,313,417,473,18,22.0904792151881,29.4304467499471,33.3827369609711,127.037899640059
28001,2005,occurrence,19094,491,698,783,17,25.7148842568346,36.5559861736671,41.0076463810621,89.0332041478999
28001,2005,residence,12741,227,296,328,9,17.8164979201005,23.2320853936112,25.7436621929205,70.6380974805745
28001,2010,occurrence,19808,335,481,553,21,16.9123586429725,24.2831179321486,27.9180129240711,106.017770597738
28001,2010,residence,12431,151,212,247,9,12.1470517255249,17.0541388464323,19.8696806371169,72.3996460461749
28001,2015,occurrence,20841,360,492,561,14,17.2736432992659,23.6073125089967,26.918094141356,67.1752794971451
28001,2015,residence,13076,156,211,239,3,11.9302539002753,16.1364331599878,18.2777607831141,22.9427959620679
28002,2000,occurrence,4839,35,70,93,0,7.23289935937177,14.4657987187435,19.2188468691879,0
28002,2000,residence,5230,78,141,177,3,14.9139579349904,26.9598470363289,33.8432122370937,57.3613766730402
28002,2005,occurrence,4401,27,54,64,2,6.13496932515337,12.2699386503067,14.5421495114747,45.4442172233583
28002,2005,residence,4612,67,118,131,3,14.5273200346921,25.5854293148309,28.4041630529055,65.0477016478751
28002,2010,occurrence,3885,8,17,25,1,2.05920205920206,4.37580437580438,6.43500643500644,25.7400257400257
28002,2010,residence,4024,34,55,67,2,8.4493041749503,13.6679920477137,16.6500994035785,49.7017892644135
28002,2015,occurrence,3364,11,19,24,0,3.26991676575505,5.64803804994055,7.13436385255648,0
28002,2015,residence,3649,37,54,63,1,10.1397643189915,14.7985749520417,17.2650041107153,27.4047684297068
28003,2000,occurrence,4734,62,75,82,1,13.0967469370511,15.8428390367554,17.3215040135192,21.1237853823405
28003,2000,residence,4258,66,97,116,2,15.5002348520432,22.7806481916393,27.242837012682,46.9704086425552
28003,2005,occurrence,4577,56,77,87,0,12.2350884859078,16.8232466681232,19.0080838977496,0
28003,2005,residence,4131,64,99,117,0,15.4926167998063,23.9651416122004,28.322440087146,0
28003,2010,occurrence,4244,24,29,34,1,5.6550424128181,6.83317624882187,8.01131008482564,23.5626767200754
28003,2010,residence,3772,46,58,70,3,12.1951219512195,15.3764581124072,18.5577942735949,79.5334040296925
28003,2015,occurrence,3589,12,15,18,1,3.34354973530231,4.17943716912789,5.01532460295347,27.8629144608526
28003,2015,residence,3625,39,56,65,2,10.7586206896552,15.448275862069,17.9310344827586,55.1724137931035
28004,2000,occurrence,5161,19,34,47,0,3.68145708196086,6.58787056771943,9.10676225537686,0
28004,2000,residence,5397,68,112,132,5,12.5995923661293,20.7522697795071,24.4580322401334,92.6440615156569
28004,2005,occurrence,3246,33,59,71,0,10.1663585951941,18.1762168823167,21.8730745532964,0
28004,2005,residence,4277,64,104,127,0,14.9637596446107,24.3161094224924,29.6937105447744,0
28004,2010,occurrence,2965,5,7,11,2,1.68634064080944,2.36087689713322,3.70994940978078,67.4536256323777
28004,2010,residence,3482,29,36,47,4,8.32854681217691,10.3388856978748,13.4979896611143,114.876507754164
28004,2015,occurrence,2779,12,15,20,0,4.31810003598417,5.39762504498021,7.19683339330695,0
28004,2015,residence,3588,39,51,63,1,10.8695652173913,14.2140468227425,17.5585284280936,27.8706800445931
28005,2000,occurrence,2021,21,51,65,2,10.3908955962395,25.2350321622959,32.1622958931222,98.9609104403761
28005,2000,residence,2616,46,87,104,2,17.5840978593272,33.256880733945,39.7553516819572,76.4525993883792
28005,2005,occurrence,2740,18,33,40,0,6.56934306569343,12.043795620438,14.5985401459854,0
28005,2005,residence,3131,37,63,72,2,11.8173107633344,20.1213669754072,22.995847971894,63.8773554774832
