municipality_code,year,measure_type,municipality_name,live_births,neonatal_deaths,infant_deaths,under5_deaths,maternal_deaths,neonatal_per_1000,infant_per_1000,under5_per_1000,maternal_per_100000
314460,2000,occurrence,Nepomuceno,315,3,3,4,0,9.52380952380952,9.52380952380952,12.6984126984127,0
314460,2000,residence,Nepomuceno,465,8,10,12,0,17.2043010752688,21.505376344086,25.8064516129032,0
314460,2005,occurrence,Nepomuceno,316,1,2,2,0,3.16455696202532,6.32911392405063,6.32911392405063,0
314460,2005,residence,Nepomuceno,340,1,3,3,0,2.94117647058824,8.82352941176471,8.82352941176471,0
314460,2010,occurrence,Nepomuceno,242,0,0,0,0,0,0,0,0
314460,2010,residence,Nepomuceno,303,3,3,4,0,9.9009900990099,9.9009900990099,13.2013201320132,0
314460,2015,occurrence,Nepomuceno,198,0,0,0,0,0,0,0,0
314460,2015,residence,Nepomuceno,299,4,5,6,0,13.3779264214047,16.7224080267559,20.066889632107,0
314465,2000,occurrence,Ninheira,0,0,0,0,0,,,,
314465,2000,residence,Ninheira,117,0,0,0,0,0,0,0,0
314465,2005,occurrence,Ninheira,5,0,0,0,0,0,0,0,0
314465,2005,residence,Ninheira,130,0,0,0,0,0,0,0,0
314465,2010,occurrence,Ninheira,1,0,0,0,0,0,0,0,0
314465,2010,residence,Ninheira,104,2,2,2,0,19.2307692307692,19.2307692307692,19.2307692307692,0
314465,2015,occurrence,Ninheira,3,0,0,0,0,0,0,0,0
314465,2015,residence,Ninheira,111,0,0,0,0,0,0,0,0
314467,2000,occurrence,Nova Belém,5,0,0,0,0,0,0,0,0
314467,2000,residence,Nova Belém,50,0,0,0,0,0,0,0,0
314467,2005,occurrence,Nova Belém,0,0,0,0,0,,,,
314467,2005,residence,Nova Belém,54,1,3,3,0,18.5185185185185,55.5555555555556,55.5555555555556,0
314467,2010,occurrence,Nova Belém,0,0,0,0,0,,,,
314467,2010,residence,Nova Belém,60,0,0,0,0,0,0,0,0
314467,2015,occurrence,Nova Belém,0,0,0,0,0,,,,
314467,2015,residence,Nova Belém,54,2,3,3,0,37.037037037037,55.5555555555556,55.5555555555556,0
314470,2000,occurrence,Nova Era,283,5,6,6,0,17.6678445229682,21.2014134275618,21.2014134275618,0
314470,2000,residence,Nova Era,270,7,8,8,0,25.9259259259259,29.6296296296296,29.6296296296296,0
314470,2005,occurrence,Nova Era,254,0,2,2,0,0,7.8740157480315,7.8740157480315,0
314470,2005,residence,Nova Era,303,4,8,8,0,13.2013201320132,26.4026402640264,26.4026402640264,0
314470,2010,occurrence,Nova Era,91,1,1,1,0,10.989010989011,10.989010989011,10.989010989011,0
314470,2010,residence,Nova Era,204,2,2,2,0,9.80392156862745,9.80392156862745,9.80392156862745,0
314470,2015,occurrence,Nova Era,2,0,0,0,0,0,0,0,0
314470,2015,residence,Nova Era,237,5,5,5,0,21.0970464135021,21.0970464135021,21.0970464135021,0
314480,2000,occurrence,Nova Lima,1732,15,34,42,0,8.66050808314088,19.6304849884527,24.2494226327945,0
314480,2000,residence,Nova Lima,910,6,14,19,0,6.59340659340659,15.3846153846154,20.8791208791209,0
314480,2005,occurrence,Nova Lima,3663,54,74,85,2,14.7420147420147,20.2020202020202,23.2050232050232,54.6000546000546
314480,2005,residence,Nova Lima,1062,12,14,18,0,11.2994350282486,13.1826741996234,16.9491525423729,0
314480,2010,occurrence,Nova Lima,5564,71,90,103,1,12.7606038820992,16.1754133716751,18.5118619698059,17.9726815240834
314480,2010,residence,Nova Lima,1196,10,14,18,1,8.36120401337793,11.7056856187291,15.0501672240803,83.6120401337793
314480,2015,occurrence,Nova Lima,6116,56,100,115,2,9.1563113145847,16.3505559189012,18.8031393067364,32.7011118378025
314480,2015,residence,Nova Lima,1512,9,14,18,0,5.95238095238095,9.25925925925926,11.9047619047619,0
314490,2000,occurrence,Nova Módica,29,0,0,0,0,0,0,0,0
314490,2000,residence,Nova Módica,62,1,1,1,0,16.1290322580645,16.1290322580645,16.1290322580645,0
314490,2005,occurrence,Nova Módica,6,0,0,0,0,0,0,0,0
314490,2005,residence,Nova Módica,49,1,1,1,0,20.4081632653061,20.4081632653061,20.4081632653061,0
314490,2010,occurrence,Nova Módica,0,0,0,0,0,,,,
314490,2010,residence,Nova Módica,55,1,1,1,0,18.1818181818182,18.1818181818182,18.1818181818182,0
314490,2015,occurrence,Nova Módica,0,1,1,1,0,,,,
314490,2015,residence,Nova Módica,47,1,1,1,0,21.2765957446809,21.2765957446809,21.2765957446809,0
314500,2000,occurrence,Nova Ponte,127,1,1,1,0,7.8740157480315,7.8740157480315,7.8740157480315,0
314500,2000,residence,Nova Ponte,161,3,4,4,0,18.6335403726708,24.8447204968944,24.8447204968944,0
314500,2005,occurrence,Nova Ponte,133,0,1,3,0,0,7.5187969924812,22.5563909774436,0
314500,2005,residence,Nova Ponte,179,0,1,3,0,0,5.58659217877095,16.7597765363129,0
314500,2010,occurrence,Nova Ponte,97,0,0,0,0,0,0,0,0
314500,2010,residence,Nova Ponte,166,1,1,1,0,6.02409638554217,6.02409638554217,6.02409638554217,0
314500,2015,occurrence,Nova Ponte,110,0,0,0,0,0,0,0,0
314500,2015,residence,Nova Ponte,194,2,2,2,0,10.3092783505155,10.3092783505155,10.3092783505155,0
314505,2000,occurrence,Nova Porteirinha,0,0,1,1,0,,,,
314505,2000,residence,Nova Porteirinha,148,3,4,4,0,20.2702702702703,27.027027027027,27.027027027027,0
314505,2005,occurrence,Nova Porteirinha,0,0,0,0,0,,,,
314505,2005,residence,Nova Porteirinha,120,3,6,6,0,25,50,50,0
314505,2010,occurrence,Nova Porteirinha,0,0,0,0,0,,,,
314505,2010,residence,Nova Porteirinha,109,1,1,1,0,9.1743119266055,9.1743119266055,9.1743119266055,0
314505,2015,occurrence,Nova Porteirinha,1,0,0,0,0,0,0,0,0
314505,2015,residence,Nova Porteirinha,73,1,1,1,0,13.6986301369863,13.6986301369863,13.6986301369863,0
314510,2000,occurrence,Nova Resende,157,2,2,3,0,12.7388535031847,12.7388535031847,19.1082802547771,0
314510,2000,residence,Nova Resende,182,3,3,4,0,16.4835164835165,16.4835164835165,21.978021978022,0
314510,2005,occurrence,Nova Resende,103,0,1,1,0,0,9.70873786407767,9.70873786407767,0
314510,2005,residence,Nova Resende,182,0,1,1,0,0,5.4945054945055,5.4945054945055,0
314510,2010,occurrence,Nova Resende,153,0,0,0,0,0,0,0,0
314510,2010,residence,Nova Resende,191,2,3,3,0,10.4712041884817,15.7068062827225,15.7068062827225,0
314510,2015,occurrence,Nova Resende,179,0,0,0,0,0,0,0,0
314510,2015,residence,Nova Resende,227,0,0,0,0,0,0,0,0
314520,2000,occurrence,Nova Serrana,423,2,4,7,0,4.72813238770686,9.45626477541371,16.548463356974,0
314520,2000,residence,Nova Serrana,696,9,12,15,0,12.9310344827586,17.2413793103448,21.551724137931,0
314520,2005,occurrence,Nova Serrana,1000,12,14,14,1,12,14,14,100
314520,2005,residence,Nova Serrana,1142,18,23,23,1,15.7618213660245,20.1401050788091,20.1401050788091,87.5656742556918
314520,2010,occurrence,Nova Serrana,893,9,13,14,0,10.0783874580067,14.5576707726764,15.6774916013438,0
314520,2010,residence,Nova Serrana,1150,13,18,22,0,11.304347826087,15.6521739130435,19.1304347826087,0
314520,2015,occurrence,Nova Serrana,1058,9,11,12,0,8.50661625708885,10.3969754253308,11.3421550094518,0
314520,2015,residence,Nova Serrana,1461,13,15,18,0,8.89801505817933,10.2669404517454,12.3203285420945,0
314530,2000,occurrence,Novo Cruzeiro,555,1,1,1,0,1.8018018018018,1.8018018018018,1.8018018018018,0
314530,2000,residence,Novo Cruzeiro,552,1,1,1,0,1.81159420289855,1.81159420289855,1.81159420289855,0
314530,2005,occurrence,Novo Cruzeiro,682,8,12,14,0,11.7302052785924,17.5953079178886,20.5278592375367,0
314530,2005,residence,Novo Cruzeiro,669,11,19,23,0,16.4424514200299,28.4005979073244,34.3796711509716,0
314530,2010,occurrence,Novo Cruzeiro,528,5,5,9,0,9.46969696969697,9.46969696969697,17.0454545454545,0
314530,2010,residence,Novo Cruzeiro,520,7,9,15,0,13.4615384615385,17.3076923076923,28.8461538461539,0
314530,2015,occurrence,Novo Cruzeiro,211,0,0,0,0,0,0,0,0
314530,2015,residence,Novo Cruzeiro,353,1,1,3,0,2.8328611898017,2.8328611898017,8.4985835694051,0
314535,2000,occurrence,Novo Oriente de Minas,15,0,0,0,0,0,0,0,0
314535,2000,residence,Novo Oriente de Minas,97,0,0,0,0,0,0,0,0
314535,2005,occurrence,Novo Oriente de Minas,16,0,0,0,0,0,0,0,0
314535,2005,residence,Novo Oriente de Minas,186,1,1,1,1,5.37634408602151,5.37634408602151,5.37634408602151,537.634408602151
314535,2010,occurrence,Novo Oriente de Minas,4,0,0,0,0,0,0,0,0
314535,2010,residence,Novo Oriente de Minas,127,0,0,0,0,0,0,0,0
314535,2015,occurrence,Novo Oriente de Minas,3,1,2,3,0,333.333333333333,666.666666666667,1000,0
314535,2015,residence,Novo Oriente de Minas,134,3,5,6,0,22.3880597014925,37.3134328358209,44.7761194029851,0
314537,2000,occurrence,Novorizonte,0,0,0,0,0,,,,
314537,2000,residence,Novorizonte,69,0,0,1,0,0,0,14.4927536231884,0
314537,2005,occurrence,Novorizonte,0,0,0,0,0,,,,
314537,2005,residence,Novorizonte,70,0,0,1,0,0,0,14.2857142857143,0
314537,2010,occurrence,Novorizonte,1,0,0,0,0,0,0,0,0
314537,2010,residence,Novorizonte,67,1,1,1,0,14.9253731343284,14.9253731343284,14.9253731343284,0
314537,2015,occurrence,Novorizonte,0,0,0,0,0,,,,
314537,2015,residence,Novorizonte,62,0,0,0,0,0,0,0,0
314540,2000,occurrence,Olaria,0,0,0,0,0,,,,
314540,2000,residence,Olaria,25,0,0,0,0,0,0,0,0
314540,2005,occurrence,Olaria,0,0,0,0,0,,,,
314540,2005,residence,Olaria,17,0,0,0,0,0,0,0,0
314540,2010,occurrence,Olaria,0,0,0,0,0,,,,
314540,2010,residence,Olaria,18,2,2,2,0,111.111111111111,111.111111111111,111.111111111111,0
314540,2015,occurrence,Olaria,0,0,0,0,0,,,,
314540,2015,residence,Olaria,12,0,0,0,0,0,0,0,0
314545,2000,occurrence,Olhos-d'Água,0,0,0,1,0,,,,
314545,2000,residence,Olhos-d'Água,57,0,0,1,0,0,0,17.5438596491228,0
314545,2005,occurrence,Olhos-d'Água,1,0,0,0,0,0,0,0,0
314545,2005,residence,Olhos-d'Água,103,1,2,2,0,9.70873786407767,19.4174757281553,19.4174757281553,0
314545,2010,occurrence,Olhos-d'Água,0,0,0,0,0,,,,
314545,2010,residence,Olhos-d'Água,61,0,1,1,0,0,16.3934426229508,16.3934426229508,0
314545,2015,occurrence,Olhos-d'Água,4,0,0,0,0,0,0,0,0
314545,2015,residence,Olhos-d'Água,79,0,0,0,0,0,0,0,0
314550,2000,occurrence,Olímpio Noronha,2,0,1,1,0,0,500,500,0
314550,2000,residence,Olímpio Noronha,43,0,0,0,0,0,0,0,0
314550,2005,occurrence,Olímpio Noronha,0,0,0,0,0,,,,
314550,2005,residence,Olímpio Noronha,33,0,0,0,0,0,0,0,0
314550,2010,occurrence,Olímpio Noronha,0,0,0,0,0,,,,
314550,2010,residence,Olímpio Noronha,27,0,0,0,0,0,0,0,0
314550,2015,occurrence,Olímpio Noronha,0,0,0,0,0,,,,
314550,2015,residence,Olímpio Noronha,25,0,0,0,0,0,0,0,0
314560,2000,occurrence,Oliveira,744,11,12,14,0,14.7849462365591,16.1290322580645,18.8172043010753,0
314560,2000,residence,Oliveira,604,11,12,14,0,18.2119205298013,19.8675496688742,23.1788079470199,0
314560,2005,occurrence,Oliveira,492,6,7,8,0,12.1951219512195,14.2276422764228,16.260162601626,0
314560,2005,residence,Oliveira,454,6,9,10,0,13.215859030837,19.8237885462555,22.0264317180617,0
314560,2010,occurrence,Oliveira,442,3,4,5,0,6.78733031674208,9.04977375565611,11.3122171945701,0
314560,2010,residence,Oliveira,440,5,5,6,0,11.3636363636364,11.3636363636364,13.6363636363636,0
314560,2015,occurrence,Oliveira,552,2,2,3,0,3.6231884057971,3.6231884057971,5.43478260869565,0
314560,2015,residence,Oliveira,431,3,4,5,0,6.96055684454756,9.28074245939675,11.6009280742459,0
314570,2000,occurrence,Oliveira Fortes,0,0,0,0,0,,,,
314570,2000,residence,Oliveira Fortes,19,0,0,0,0,0,0,0,0
314570,2005,occurrence,Oliveira Fortes,0,0,0,0,0,,,,
314570,2005,residence,Oliveira Fortes,15,0,0,0,0,0,0,0,0
314570,2010,occurrence,Oliveira Fortes,0,0,0,0,0,,,,
314570,2010,residence,Oliveira Fortes,18,0,0,0,0,0,0,0,0
314570,2015,occurrence,Oliveira Fortes,0,0,1,1,0,,,,
314570,2015,residence,Oliveira Fortes,12,0,1,1,0,0,83.3333333333333,83.3333333333333,0
314580,2000,occurrence,Onça de Pitangui,0,0,0,0,0,,,,
314580,2000,residence,Onça de Pitangui,36,0,0,0,0,0,0,0,0
314580,2005,occurrence,Onça de Pitangui,0,0,0,0,0,,,,
314580,2005,residence,Onça de Pitangui,30,0,0,0,0,0,0,0,0
314580,2010,occurrence,Onça de Pitangui,0,0,0,0,0,,,,
314580,2010,residence,Onça de Pitangui,30,0,0,0,0,0,0,0,0
314580,2015,occurrence,Onça de Pitangui,0,0,0,0,0,,,,
314580,2015,residence,Onça de Pitangui,30,0,0,0,0,0,0,0,0
314585,2000,occurrence,Oratórios,1,1,1,1,0,1000,1000,1000,0
314585,2000,residence,Oratórios,45,1,1,1,0,22.2222222222222,22.2222222222222,22.2222222222222,0
314585,2005,occurrence,Oratórios,0,0,0,0,0,,,,
314585,2005,residence,Oratórios,50,0,0,0,0,0,0,0,0
314585,2010,occurrence,Oratórios,0,0,0,0,0,,,,
314585,2010,residence,Oratórios,72,0,0,1,0,0,0,13.8888888888889,0
314585,2015,occurrence,Oratórios,1,0,0,0,0,0,0,0,0
314585,2015,residence,Oratórios,80,1,2,2,0,12.5,25,25,0
314587,2000,occurrence,Orizânia,0,1,1,1,0,,,,
314587,2000,residence,Orizânia,145,3,3,3,0,20.6896551724138,20.6896551724138,20.6896551724138,0
314587,2005,occurrence,Orizânia,0,0,0,0,0,,,,
314587,2005,residence,Orizânia,119,2,4,5,0,16.8067226890756,33.6134453781513,42.0168067226891,0
314587,2010,occurrence,Orizânia,0,0,0,0,0,,,,
314587,2010,residence,Orizânia,100,2,2,2,0,20,20,20,0
314587,2015,occurrence,Orizânia,0,0,0,0,0,,,,
314587,2015,residence,Orizânia,115,0,1,1,0,0,8.69565217391304,8.69565217391304,0
314590,2000,occurrence,Ouro Branco,521,6,6,6,0,11.5163147792706,11.5163147792706,11.5163147792706,0
314590,2000,residence,Ouro Branco,527,7,7,8,0,13.2827324478178,13.2827324478178,15.180265654649,0
314590,2005,occurrence,Ouro Branco,473,3,3,3,0,6.34249471458774,6.34249471458774,6.34249471458774,0
314590,2005,residence,Ouro Branco,433,5,11,12,0,11.5473441108545,25.4041570438799,27.7136258660508,0
314590,2010,occurrence,Ouro Branco,635,1,2,3,0,1.5748031496063,3.1496062992126,4.7244094488189,0
314590,2010,residence,Ouro Branco,489,6,7,8,0,12.2699386503067,14.3149284253579,16.359918200409,0
314590,2015,occurrence,Ouro Branco,901,0,2,3,0,0,2.21975582685905,3.32963374028857,0
314590,2015,residence,Ouro Branco,543,7,10,14,1,12.8913443830571,18.4162062615101,25.7826887661142,184.162062615101
314600,2000,occurrence,Ouro Fino,479,8,8,8,0,16.7014613778706,16.7014613778706,16.7014613778706,0
314600,2000,residence,Ouro Fino,430,5,5,5,0,11.6279069767442,11.6279069767442,11.6279069767442,0
314600,2005,occurrence,Ouro Fino,391,1,2,2,0,2.55754475703325,5.1150895140665,5.1150895140665,0
314600,2005,residence,Ouro Fino,370,1,2,2,0,2.7027027027027,5.40540540540541,5.40540540540541,0
314600,2010,occurrence,Ouro Fino,391,1,1,1,0,2.55754475703325,2.55754475703325,2.55754475703325,0
314600,2010,residence,Ouro Fino,320,2,2,2,0,6.25,6.25,6.25,0
314600,2015,occurrence,Ouro Fino,348,3,3,5,0,8.62068965517242,8.62068965517242,14.367816091954,0
314600,2015,residence,Ouro Fino,306,5,5,7,0,16.3398692810458,16.3398692810458,22.8758169934641,0
314610,2000,occurrence,Ouro Preto,913,14,21,26,1,15.3340635268346,23.0010952902519,28.4775465498357,109.529025191676
314610,2000,residence,Ouro Preto,1171,20,28,35,1,17.0794192997438,23.9111870196413,29.8889837745517,85.397096498719
314610,2005,occurrence,Ouro Preto,507,2,5,6,0,3.94477317554241,9.86193293885602,11.8343195266272,0
314610,2005,residence,Ouro Preto,771,10,15,16,1,12.970168612192,19.4552529182879,20.7522697795071,129.70168612192
314610,2010,occurrence,Ouro Preto,652,3,5,6,0,4.60122699386503,7.66871165644172,9.20245398773006,0
314610,2010,residence,Ouro Preto,819,6,8,9,0,7.32600732600733,9.76800976800977,10.989010989011,0
314610,2015,occurrence,Ouro Preto,631,0,1,2,0,0,1.58478605388273,3.16957210776545,0
314610,2015,residence,Ouro Preto,911,5,7,8,0,5.48847420417124,7.68386388583974,8.78155872667399,0
314620,2000,occurrence,Ouro Verde de Minas,17,2,2,2,0,117.647058823529,117.647058823529,117.647058823529,0
314620,2000,residence,Ouro Verde de Minas,145,2,3,4,0,13.7931034482759,20.6896551724138,27.5862068965517,0
314620,2005,occurrence,Ouro Verde de Minas,6,0,0,0,0,0,0,0,0
314620,2005,residence,Ouro Verde de Minas,130,4,5,5,0,30.7692307692308,38.4615384615385,38.4615384615385,0
314620,2010,occurrence,Ouro Verde de Minas,0,0,0,0,0,,,,
314620,2010,residence,Ouro Verde de Minas,105,2,2,3,0,19.0476190476191,19.0476190476191,28.5714285714286,0
314620,2015,occurrence,Ouro Verde de Minas,0,0,2,2,0,,,,
314620,2015,residence,Ouro Verde de Minas,111,1,2,2,0,9.00900900900901,18.018018018018,18.018018018018,0
314625,2000,occurrence,Padre Carvalho,0,0,0,0,0,,,,
314625,2000,residence,Padre Carvalho,91,0,0,0,0,0,0,0,0
314625,2005,occurrence,Padre Carvalho,0,0,0,0,0,,,,
314625,2005,residence,Padre Carvalho,136,2,3,3,0,14.7058823529412,22.0588235294118,22.0588235294118,0
314625,2010,occurrence,Padre Carvalho,0,0,0,0,0,,,,
314625,2010,residence,Padre Carvalho,95,0,0,0,0,0,0,0,0
314625,2015,occurrence,Padre Carvalho,0,0,0,0,0,,,,
314625,2015,residence,Padre Carvalho,80,1,1,1,0,12.5,12.5,12.5,0
314630,2000,occurrence,Padre Paraíso,500,1,2,4,0,2,4,8,0
314630,2000,residence,Padre Paraíso,337,2,5,8,0,5.93471810089021,14.8367952522255,23.7388724035608,0
314630,2005,occurrence,Padre Paraíso,704,13,15,18,1,18.4659090909091,21.3068181818182,25.5681818181818,142.045454545455
314630,2005,residence,Padre Paraíso,494,11,13,16,1,22.2672064777328,26.3157894736842,32.3886639676113,202.429149797571
314630,2010,occurrence,Padre Paraíso,329,1,2,3,0,3.03951367781155,6.0790273556231,9.11854103343465,0
314630,2010,residence,Padre Paraíso,279,1,2,3,0,3.584229390681,7.16845878136201,10.752688172043,0
314630,2015,occurrence,Padre Paraíso,207,4,7,7,0,19.3236714975845,33.816425120773,33.816425120773,0
314630,2015,residence,Padre Paraíso,256,5,8,9,1,19.53125,31.25,35.15625,390.625
314640,2000,occurrence,Paineiras,28,0,0,0,0,0,0,0,0
314640,2000,residence,Paineiras,50,0,0,0,0,0,0,0,0
314640,2005,occurrence,Paineiras,9,1,2,2,0,111.111111111111,222.222222222222,222.222222222222,0
314640,2005,residence,Paineiras,56,2,3,3,0,35.7142857142857,53.5714285714286,53.5714285714286,0
314640,2010,occurrence,Paineiras,1,0,0,0,0,0,0,0,0
314640,2010,residence,Paineiras,45,2,2,2,0,44.4444444444444,44.4444444444444,44.4444444444444,0
314640,2015,occurrence,Paineiras,0,0,0,0,0,,,,
314640,2015,residence,Paineiras,35,0,0,1,0,0,0,28.5714285714286,0
314650,2000,occurrence,Pains,91,0,0,0,0,0,0,0,0
314650,2000,residence,Pains,120,1,1,1,0,8.33333333333333,8.33333333333333,8.33333333333333,0
314650,2005,occurrence,Pains,69,2,2,3,0,28.9855072463768,28.9855072463768,43.4782608695652,0
314650,2005,residence,Pains,84,2,3,4,0,23.8095238095238,35.7142857142857,47.6190476190476,0
314650,2010,occurrence,Pains,61,1,1,1,0,16.3934426229508,16.3934426229508,16.3934426229508,0
314650,2010,residence,Pains,78,1,2,2,0,12.8205128205128,25.6410256410256,25.6410256410256,0
314650,2015,occurrence,Pains,64,0,0,0,0,0,0,0,0
314650,2015,residence,Pains,77,0,0,0,0,0,0,0,0
314655,2000,occurrence,Pai Pedro,4,1,1,1,0,250,250,250,0
314655,2000,residence,Pai Pedro,72,1,1,2,0,13.8888888888889,13.8888888888889,27.7777777777778,0
314655,2005,occurrence,Pai Pedro,6,0,0,0,0,0,0,0,0
314655,2005,residence,Pai Pedro,82,2,2,2,0,24.390243902439,24.390243902439,24.390243902439,0
314655,2010,occurrence,Pai Pedro,1,0,1,1,0,0,1000,1000,0
314655,2010,residence,Pai Pedro,74,0,1,1,0,0,13.5135135135135,13.5135135135135,0
314655,2015,occurrence,Pai Pedro,0,0,0,0,0,,,,
314655,2015,residence,Pai Pedro,68,0,0,0,0,0,0,0,0
314660,2000,occurrence,Paiva,0,0,0,0,0,,,,
314660,2000,residence,Paiva,21,0,0,0,0,0,0,0,0
314660,2005,occurrence,Paiva,0,0,0,0,0,,,,
314660,2005,residence,Paiva,14,0,0,0,0,0,0,0,0
314660,2010,occurrence,Paiva,0,0,0,0,0,,,,
314660,2010,residence,Paiva,7,0,0,0,0,0,0,0,0
314660,2015,occurrence,Paiva,0,0,0,0,0,,,,
314660,2015,residence,Paiva,12,0,0,0,0,0,0,0,0
314670,2000,occurrence,Palma,106,0,0,0,0,0,0,0,0
314670,2000,residence,Palma,99,0,0,0,0,0,0,0,0
314670,2005,occurrence,Palma,40,0,1,1,0,0,25,25,0
314670,2005,residence,Palma,68,0,1,1,0,0,14.7058823529412,14.7058823529412,0
314670,2010,occurrence,Palma,40,0,0,0,0,0,0,0,0
314670,2010,residence,Palma,72,0,0,0,0,0,0,0,0
314670,2015,occurrence,Palma,1,0,0,0,0,0,0,0,0
314670,2015,residence,Palma,58,1,1,1,0,17.2413793103448,17.2413793103448,17.2413793103448,0
314675,2000,occurrence,Palmópolis,1,0,0,0,0,0,0,0,0
314675,2000,residence,Palmópolis,111,0,0,0,0,0,0,0,0
314675,2005,occurrence,Palmópolis,18,0,0,1,0,0,0,55.5555555555556,0
314675,2005,residence,Palmópolis,131,3,3,4,0,22.9007633587786,22.9007633587786,30.5343511450382,0
314675,2010,occurrence,Palmópolis,5,0,0,0,0,0,0,0,0
314675,2010,residence,Palmópolis,109,1,1,1,1,9.1743119266055,9.1743119266055,9.1743119266055,917.43119266055
314675,2015,occurrence,Palmópolis,0,0,0,0,0,,,,
314675,2015,residence,Palmópolis,71,2,2,2,0,28.169014084507,28.169014084507,28.169014084507,0
314690,2000,occurrence,Papagaios,1,0,1,1,0,0,1000,1000,0
314690,2000,residence,Papagaios,211,1,2,2,1,4.739336492891,9.47867298578199,9.47867298578199,473.9336492891
314690,2005,occurrence,Papagaios,6,1,1,1,0,166.666666666667,166.666666666667,166.666666666667,0
314690,2005,residence,Papagaios,234,3,3,4,0,12.8205128205128,12.8205128205128,17.0940170940171,0
314690,2010,occurrence,Papagaios,2,0,0,0,0,0,0,0,0
314690,2010,residence,Papagaios,210,1,1,1,0,4.76190476190476,4.76190476190476,4.76190476190476,0
314690,2015,occurrence,Papagaios,1,0,0,0,0,0,0,0,0
314690,2015,residence,Papagaios,193,2,3,3,0,10.3626943005181,15.5440414507772,15.5440414507772,0
314700,2000,occurrence,Paracatu,1648,9,15,17,0,5.46116504854369,9.10194174757282,10.3155339805825,0
314700,2000,residence,Paracatu,1681,19,25,27,0,11.3027959547888,14.8720999405116,16.0618679357525,0
314700,2005,occurrence,Paracatu,1388,13,19,25,0,9.36599423631124,13.6887608069164,18.0115273775216,0
314700,2005,residence,Paracatu,1429,19,27,35,1,13.296011196641,18.8943317004899,24.4926522043387,69.9790062981106
314700,2010,occurrence,Paracatu,1108,2,6,9,0,1.80505415162455,5.41516245487365,8.12274368231047,0
314700,2010,residence,Paracatu,1201,7,11,17,0,5.82847626977519,9.15903413821815,14.1548709408826,0
314700,2015,occurrence,Paracatu,1317,5,7,10,0,3.79650721336371,5.31511009870919,7.59301442672741,0
314700,2015,residence,Paracatu,1384,16,23,27,0,11.5606936416185,16.6184971098266,19.5086705202312,0
314710,2000,occurrence,Pará de Minas,1935,23,26,26,2,11.8863049095607,13.4366925064599,13.4366925064599,103.359173126615
314710,2000,residence,Pará de Minas,1447,22,24,27,1,15.2038700760194,16.5860400829302,18.6592950932965,69.1085003455425
314710,2005,occurrence,Pará de Minas,1571,15,23,25,0,9.54805856142584,14.640356460853,15.9134309357097,0
314710,2005,residence,Pará de Minas,1142,14,22,24,0,12.2591943957968,19.2644483362522,21.015761821366,0
314710,2010,occurrence,Pará de Minas,1216,6,7,11,0,4.93421052631579,5.75657894736842,9.04605263157895,0
314710,2010,residence,Pará de Minas,1062,7,10,15,1,6.59133709981168,9.41619585687382,14.1242937853107,94.1619585687382
314710,2015,occurrence,Pará de Minas,1160,4,6,6,1,3.44827586206897,5.17241379310345,5.17241379310345,86.2068965517242
314710,2015,residence,Pará de Minas,1196,7,9,10,1,5.85284280936455,7.52508361204013,8.36120401337793,83.6120401337793
314720,2000,occurrence,Paraguaçu,209,1,2,2,0,4.78468899521531,9.56937799043062,9.56937799043062,0
314720,2000,residence,Paraguaçu,317,1,2,3,0,3.15457413249211,6.30914826498423,9.46372239747634,0
314720,2005,occurrence,Paraguaçu,130,0,0,0,0,0,0,0,0
314720,2005,residence,Paraguaçu,254,1,1,1,0,3.93700787401575,3.93700787401575,3.93700787401575,0
314720,2010,occurrence,Paraguaçu,107,1,1,1,0,9.34579439252336,9.34579439252336,9.34579439252336,0
314720,2010,residence,Paraguaçu,226,2,2,2,1,8.84955752212389,8.84955752212389,8.84955752212389,442.477876106195
314720,2015,occurrence,Paraguaçu,52,0,0,0,0,0,0,0,0
314720,2015,residence,Paraguaçu,246,3,3,4,0,12.1951219512195,12.1951219512195,16.260162601626,0
314730,2000,occurrence,Paraisópolis,425,5,5,5,1,11.7647058823529,11.7647058823529,11.7647058823529,235.294117647059
314730,2000,residence,Paraisópolis,335,8,8,10,1,23.8805970149254,23.8805970149254,29.8507462686567,298.507462686567
314730,2005,occurrence,Paraisópolis,371,1,1,1,0,2.69541778975741,2.69541778975741,2.69541778975741,0
314730,2005,residence,Paraisópolis,305,1,1,3,0,3.27868852459016,3.27868852459016,9.83606557377049,0
314730,2010,occurrence,Paraisópolis,269,2,2,2,0,7.43494423791822,7.43494423791822,7.43494423791822,0
314730,2010,residence,Paraisópolis,221,4,4,4,0,18.0995475113122,18.0995475113122,18.0995475113122,0
314730,2015,occurrence,Paraisópolis,237,0,0,0,0,0,0,0,0
314730,2015,residence,Paraisópolis,191,0,0,0,0,0,0,0,0
314740,2000,occurrence,Paraopeba,238,2,3,3,0,8.40336134453782,12.6050420168067,12.6050420168067,0
314740,2000,residence,Paraopeba,336,4,5,6,2,11.9047619047619,14.8809523809524,17.8571428571429,595.238095238095
314740,2005,occurrence,Paraopeba,235,1,3,3,0,4.25531914893617,12.7659574468085,12.7659574468085,0
314740,2005,residence,Paraopeba,333,5,7,7,0,15.015015015015,21.021021021021,21.021021021021,0
314740,2010,occurrence,Paraopeba,52,1,1,1,0,19.2307692307692,19.2307692307692,19.2307692307692,0
