municipality_code,year,measure_type,municipality_name,live_births,neonatal_deaths,infant_deaths,under5_deaths,maternal_deaths,neonatal_per_1000,infant_per_1000,under5_per_1000,maternal_per_100000
220937,2005,occurrence,Santa Rosa do Piauí,37,2,4,4,0,54.0540540540541,108.108108108108,108.108108108108,0
220937,2005,residence,Santa Rosa do Piauí,103,3,5,5,0,29.126213592233,48.5436893203884,48.5436893203884,0
220937,2010,occurrence,Santa Rosa do Piauí,14,0,0,0,0,0,0,0,0
220937,2010,residence,Santa Rosa do Piauí,64,1,1,1,0,15.625,15.625,15.625,0
220937,2015,occurrence,Santa Rosa do Piauí,0,0,0,0,0,,,,
220937,2015,residence,Santa Rosa do Piauí,60,0,0,0,0,0,0,0,0
220940,2000,occurrence,Santo Antônio de Lisboa,0,0,1,1,1,,,,
220940,2000,residence,Santo Antônio de Lisboa,77,0,1,1,1,0,12.987012987013,12.987012987013,1298.7012987013
220940,2005,occurrence,Santo Antônio de Lisboa,4,1,1,1,0,250,250,250,0
220940,2005,residence,Santo Antônio de Lisboa,93,4,4,5,0,43.010752688172,43.010752688172,53.7634408602151,0
220940,2010,occurrence,Santo Antônio de Lisboa,0,0,0,0,0,,,,
220940,2010,residence,Santo Antônio de Lisboa,75,0,1,1,0,0,13.3333333333333,13.3333333333333,0
220940,2015,occurrence,Santo Antônio de Lisboa,0,0,0,0,0,,,,
220940,2015,residence,Santo Antônio de Lisboa,75,0,0,0,0,0,0,0,0
220945,2000,occurrence,Santo Antônio dos Milagres,2,1,2,2,0,500,1000,1000,0
220945,2000,residence,Santo Antônio dos Milagres,27,1,3,3,0,37.037037037037,111.111111111111,111.111111111111,0
220945,2005,occurrence,Santo Antônio dos Milagres,2,0,0,0,0,0,0,0,0
220945,2005,residence,Santo Antônio dos Milagres,37,0,0,0,0,0,0,0,0
220945,2010,occurrence,Santo Antônio dos Milagres,0,1,1,1,0,,,,
220945,2010,residence,Santo Antônio dos Milagres,34,1,1,1,0,29.4117647058824,29.4117647058824,29.4117647058824,0
220945,2015,occurrence,Santo Antônio dos Milagres,0,0,0,0,0,,,,
220945,2015,residence,Santo Antônio dos Milagres,42,0,1,1,0,0,23.8095238095238,23.8095238095238,0
220950,2000,occurrence,Santo Inácio do Piauí,39,0,1,2,0,0,25.6410256410256,51.2820512820513,0
220950,2000,residence,Santo Inácio do Piauí,57,0,1,2,0,0,17.5438596491228,35.0877192982456,0
220950,2005,occurrence,Santo Inácio do Piauí,31,0,0,0,0,0,0,0,0
220950,2005,residence,Santo Inácio do Piauí,67,1,1,1,0,14.9253731343284,14.9253731343284,14.9253731343284,0
220950,2010,occurrence,Santo Inácio do Piauí,2,0,0,0,0,0,0,0,0
220950,2010,residence,Santo Inácio do Piauí,46,0,0,0,0,0,0,0,0
220950,2015,occurrence,Santo Inácio do Piauí,1,0,0,0,0,0,0,0,0
220950,2015,residence,Santo Inácio do Piauí,42,0,0,0,0,0,0,0,0
220955,2000,occurrence,São Braz do Piauí,7,1,1,1,0,142.857142857143,142.857142857143,142.857142857143,0
220955,2000,residence,São Braz do Piauí,70,1,1,1,0,14.2857142857143,14.2857142857143,14.2857142857143,0
220955,2005,occurrence,São Braz do Piauí,4,0,0,0,0,0,0,0,0
220955,2005,residence,São Braz do Piauí,69,1,1,1,0,14.4927536231884,14.4927536231884,14.4927536231884,0
220955,2010,occurrence,São Braz do Piauí,0,0,0,0,0,,,,
220955,2010,residence,São Braz do Piauí,86,1,1,1,0,11.6279069767442,11.6279069767442,11.6279069767442,0
220955,2015,occurrence,São Braz do Piauí,0,0,0,0,0,,,,
220955,2015,residence,São Braz do Piauí,71,0,0,0,0,0,0,0,0
220960,2000,occurrence,São Félix do Piauí,10,0,0,0,0,0,0,0,0
220960,2000,residence,São Félix do Piauí,23,0,0,0,0,0,0,0,0
220960,2005,occurrence,São Félix do Piauí,1,0,0,0,0,0,0,0,0
220960,2005,residence,São Félix do Piauí,32,0,0,0,0,0,0,0,0
220960,2010,occurrence,São Félix do Piauí,1,0,0,0,0,0,0,0,0
220960,2010,residence,São Félix do Piauí,26,1,1,1,0,38.4615384615385,38.4615384615385,38.4615384615385,0
220960,2015,occurrence,São Félix do Piauí,0,0,0,0,0,,,,
220960,2015,residence,São Félix do Piauí,28,1,1,1,0,35.7142857142857,35.7142857142857,35.7142857142857,0
220965,2000,occurrence,São Francisco de Assis do Piauí,8,1,4,5,0,125,500,625,0
220965,2000,residence,São Francisco de Assis do Piauí,44,1,4,5,0,22.7272727272727,90.9090909090909,113.636363636364,0
220965,2005,occurrence,São Francisco de Assis do Piauí,18,0,2,2,0,0,111.111111111111,111.111111111111,0
220965,2005,residence,São Francisco de Assis do Piauí,95,1,4,5,0,10.5263157894737,42.1052631578947,52.6315789473684,0
220965,2010,occurrence,São Francisco de Assis do Piauí,1,0,0,0,0,0,0,0,0
220965,2010,residence,São Francisco de Assis do Piauí,84,1,1,1,0,11.9047619047619,11.9047619047619,11.9047619047619,0
220965,2015,occurrence,São Francisco de Assis do Piauí,0,0,0,0,0,,,,
220965,2015,residence,São Francisco de Assis do Piauí,55,0,2,2,0,0,36.3636363636364,36.3636363636364,0
220970,2000,occurrence,São Francisco do Piauí,51,0,1,1,0,0,19.6078431372549,19.6078431372549,0
220970,2000,residence,São Francisco do Piauí,120,0,1,1,0,0,8.33333333333333,8.33333333333333,0
220970,2005,occurrence,São Francisco do Piauí,42,0,0,2,0,0,0,47.6190476190476,0
220970,2005,residence,São Francisco do Piauí,107,2,3,5,0,18.6915887850467,28.0373831775701,46.7289719626168,0
220970,2010,occurrence,São Francisco do Piauí,14,0,0,0,0,0,0,0,0
220970,2010,residence,São Francisco do Piauí,74,1,1,1,0,13.5135135135135,13.5135135135135,13.5135135135135,0
220970,2015,occurrence,São Francisco do Piauí,3,0,0,0,0,0,0,0,0
220970,2015,residence,São Francisco do Piauí,90,2,2,2,0,22.2222222222222,22.2222222222222,22.2222222222222,0
220975,2000,occurrence,São Gonçalo do Gurguéia,14,0,0,1,0,0,0,71.4285714285714,0
220975,2000,residence,São Gonçalo do Gurguéia,27,0,0,1,0,0,0,37.037037037037,0
220975,2005,occurrence,São Gonçalo do Gurguéia,19,0,0,0,0,0,0,0,0
220975,2005,residence,São Gonçalo do Gurguéia,57,0,0,0,0,0,0,0,0
220975,2010,occurrence,São Gonçalo do Gurguéia,0,0,0,1,0,,,,
220975,2010,residence,São Gonçalo do Gurguéia,33,0,0,1,0,0,0,30.3030303030303,0
220975,2015,occurrence,São Gonçalo do Gurguéia,0,0,0,0,0,,,,
220975,2015,residence,São Gonçalo do Gurguéia,25,1,1,1,0,40,40,40,0
220980,2000,occurrence,São Gonçalo do Piauí,0,0,0,0,0,,,,
220980,2000,residence,São Gonçalo do Piauí,49,1,1,1,0,20.4081632653061,20.4081632653061,20.4081632653061,0
220980,2005,occurrence,São Gonçalo do Piauí,0,0,0,0,0,,,,
220980,2005,residence,São Gonçalo do Piauí,72,0,0,0,1,0,0,0,1388.88888888889
220980,2010,occurrence,São Gonçalo do Piauí,0,0,0,0,0,,,,
220980,2010,residence,São Gonçalo do Piauí,76,0,0,0,0,0,0,0,0
220980,2015,occurrence,São Gonçalo do Piauí,1,0,0,0,0,0,0,0,0
220980,2015,residence,São Gonçalo do Piauí,81,0,0,0,0,0,0,0,0
220985,2000,occurrence,São João da Canabrava,13,1,2,2,0,76.9230769230769,153.846153846154,153.846153846154,0
220985,2000,residence,São João da Canabrava,85,3,5,5,0,35.2941176470588,58.8235294117647,58.8235294117647,0
220985,2005,occurrence,São João da Canabrava,7,2,2,2,0,285.714285714286,285.714285714286,285.714285714286,0
220985,2005,residence,São João da Canabrava,96,4,5,6,0,41.6666666666667,52.0833333333333,62.5,0
220985,2010,occurrence,São João da Canabrava,0,0,0,0,0,,,,
220985,2010,residence,São João da Canabrava,60,2,2,2,0,33.3333333333333,33.3333333333333,33.3333333333333,0
220985,2015,occurrence,São João da Canabrava,0,0,0,0,0,,,,
220985,2015,residence,São João da Canabrava,52,0,0,0,0,0,0,0,0
220987,2000,occurrence,São João da Fronteira,0,0,0,0,0,,,,
220987,2000,residence,São João da Fronteira,85,0,0,1,0,0,0,11.7647058823529,0
220987,2005,occurrence,São João da Fronteira,44,1,1,1,0,22.7272727272727,22.7272727272727,22.7272727272727,0
220987,2005,residence,São João da Fronteira,92,3,5,6,0,32.6086956521739,54.3478260869565,65.2173913043478,0
220987,2010,occurrence,São João da Fronteira,16,0,0,2,0,0,0,125,0
220987,2010,residence,São João da Fronteira,75,1,1,3,0,13.3333333333333,13.3333333333333,40,0
220987,2015,occurrence,São João da Fronteira,4,0,0,0,0,0,0,0,0
220987,2015,residence,São João da Fronteira,90,0,1,1,1,0,11.1111111111111,11.1111111111111,1111.11111111111
220990,2000,occurrence,São João da Serra,22,0,0,0,0,0,0,0,0
220990,2000,residence,São João da Serra,101,0,0,0,0,0,0,0,0
220990,2005,occurrence,São João da Serra,38,2,2,2,0,52.6315789473684,52.6315789473684,52.6315789473684,0
220990,2005,residence,São João da Serra,115,5,5,5,0,43.4782608695652,43.4782608695652,43.4782608695652,0
220990,2010,occurrence,São João da Serra,16,0,1,1,0,0,62.5,62.5,0
220990,2010,residence,São João da Serra,68,0,1,1,0,0,14.7058823529412,14.7058823529412,0
220990,2015,occurrence,São João da Serra,7,0,1,1,0,0,142.857142857143,142.857142857143,0
220990,2015,residence,São João da Serra,56,0,1,1,0,0,17.8571428571429,17.8571428571429,0
220995,2000,occurrence,São João da Varjota,3,0,0,0,0,0,0,0,0
220995,2000,residence,São João da Varjota,63,0,0,0,0,0,0,0,0
220995,2005,occurrence,São João da Varjota,1,0,0,0,0,0,0,0,0
220995,2005,residence,São João da Varjota,95,2,2,2,0,21.0526315789474,21.0526315789474,21.0526315789474,0
220995,2010,occurrence,São João da Varjota,0,0,0,0,0,,,,
220995,2010,residence,São João da Varjota,95,1,1,1,0,10.5263157894737,10.5263157894737,10.5263157894737,0
220995,2015,occurrence,São João da Varjota,0,0,0,0,0,,,,
220995,2015,residence,São João da Varjota,73,1,1,1,0,13.6986301369863,13.6986301369863,13.6986301369863,0
220997,2000,occurrence,São João do Arraial,18,0,2,2,0,0,111.111111111111,111.111111111111,0
220997,2000,residence,São João do Arraial,86,2,4,5,0,23.2558139534884,46.5116279069768,58.1395348837209,0
220997,2005,occurrence,São João do Arraial,13,1,1,1,0,76.9230769230769,76.9230769230769,76.9230769230769,0
220997,2005,residence,São João do Arraial,183,2,2,2,0,10.9289617486339,10.9289617486339,10.9289617486339,0
220997,2010,occurrence,São João do Arraial,1,0,0,0,0,0,0,0,0
220997,2010,residence,São João do Arraial,141,2,2,2,0,14.1843971631206,14.1843971631206,14.1843971631206,0
220997,2015,occurrence,São João do Arraial,3,0,0,0,0,0,0,0,0
220997,2015,residence,São João do Arraial,147,1,1,1,0,6.80272108843537,6.80272108843537,6.80272108843537,0
221000,2000,occurrence,São João do Piauí,508,7,13,15,1,13.7795275590551,25.5905511811024,29.5275590551181,196.850393700787
221000,2000,residence,São João do Piauí,262,3,10,12,0,11.4503816793893,38.1679389312977,45.8015267175573,0
221000,2005,occurrence,São João do Piauí,841,14,14,14,0,16.6468489892985,16.6468489892985,16.6468489892985,0
221000,2005,residence,São João do Piauí,416,9,10,12,0,21.6346153846154,24.0384615384615,28.8461538461539,0
221000,2010,occurrence,São João do Piauí,742,5,6,6,0,6.73854447439353,8.08625336927224,8.08625336927224,0
221000,2010,residence,São João do Piauí,348,4,5,5,1,11.4942528735632,14.367816091954,14.367816091954,287.356321839081
221000,2015,occurrence,São João do Piauí,815,1,2,2,1,1.22699386503067,2.45398773006135,2.45398773006135,122.699386503067
221000,2015,residence,São João do Piauí,346,1,2,2,1,2.89017341040462,5.78034682080925,5.78034682080925,289.017341040462
221005,2000,occurrence,São José do Divino,5,0,0,0,0,0,0,0,0
221005,2000,residence,São José do Divino,101,0,0,0,0,0,0,0,0
221005,2005,occurrence,São José do Divino,0,0,0,0,0,,,,
221005,2005,residence,São José do Divino,92,0,1,1,0,0,10.8695652173913,10.8695652173913,0
221005,2010,occurrence,São José do Divino,0,0,0,0,0,,,,
221005,2010,residence,São José do Divino,53,0,0,0,0,0,0,0,0
221005,2015,occurrence,São José do Divino,0,0,0,0,0,,,,
221005,2015,residence,São José do Divino,81,2,2,2,0,24.6913580246914,24.6913580246914,24.6913580246914,0
221010,2000,occurrence,São José do Peixe,50,0,0,0,0,0,0,0,0
221010,2000,residence,São José do Peixe,74,1,1,1,0,13.5135135135135,13.5135135135135,13.5135135135135,0
221010,2005,occurrence,São José do Peixe,66,0,0,0,1,0,0,0,1515.15151515152
221010,2005,residence,São José do Peixe,93,0,0,0,1,0,0,0,1075.2688172043
221010,2010,occurrence,São José do Peixe,27,0,0,0,1,0,0,0,3703.7037037037
221010,2010,residence,São José do Peixe,47,0,1,1,1,0,21.2765957446809,21.2765957446809,2127.65957446809
221010,2015,occurrence,São José do Peixe,3,0,0,0,0,0,0,0,0
221010,2015,residence,São José do Peixe,40,0,0,0,0,0,0,0,0
221020,2000,occurrence,São José do Piauí,24,2,3,4,0,83.3333333333333,125,166.666666666667,0
221020,2000,residence,São José do Piauí,144,6,7,8,0,41.6666666666667,48.6111111111111,55.5555555555556,0
221020,2005,occurrence,São José do Piauí,3,0,0,0,0,0,0,0,0
221020,2005,residence,São José do Piauí,146,2,3,3,0,13.6986301369863,20.5479452054795,20.5479452054795,0
221020,2010,occurrence,São José do Piauí,0,0,0,0,0,,,,
221020,2010,residence,São José do Piauí,107,3,4,4,0,28.0373831775701,37.3831775700935,37.3831775700935,0
221020,2015,occurrence,São José do Piauí,0,0,0,0,0,,,,
221020,2015,residence,São José do Piauí,91,1,1,1,1,10.989010989011,10.989010989011,10.989010989011,1098.9010989011
221030,2000,occurrence,São Julião,57,2,2,2,0,35.0877192982456,35.0877192982456,35.0877192982456,0
221030,2000,residence,São Julião,119,3,4,4,0,25.2100840336134,33.6134453781513,33.6134453781513,0
221030,2005,occurrence,São Julião,13,0,0,0,0,0,0,0,0
221030,2005,residence,São Julião,86,2,2,3,0,23.2558139534884,23.2558139534884,34.8837209302326,0
221030,2010,occurrence,São Julião,1,0,0,0,1,0,0,0,1e+05
221030,2010,residence,São Julião,79,0,0,0,1,0,0,0,1265.82278481013
221030,2015,occurrence,São Julião,0,0,0,0,0,,,,
221030,2015,residence,São Julião,86,1,2,2,0,11.6279069767442,23.2558139534884,23.2558139534884,0
221035,2000,occurrence,São Lourenço do Piauí,1,0,0,0,0,0,0,0,0
221035,2000,residence,São Lourenço do Piauí,34,0,0,0,0,0,0,0,0
221035,2005,occurrence,São Lourenço do Piauí,0,0,1,1,0,,,,
221035,2005,residence,São Lourenço do Piauí,67,0,2,2,0,0,29.8507462686567,29.8507462686567,0
221035,2010,occurrence,São Lourenço do Piauí,0,0,0,0,0,,,,
221035,2010,residence,São Lourenço do Piauí,53,0,0,0,0,0,0,0,0
221035,2015,occurrence,São Lourenço do Piauí,0,0,0,0,0,,,,
221035,2015,residence,São Lourenço do Piauí,45,0,1,1,0,0,22.2222222222222,22.2222222222222,0
221037,2000,occurrence,São Luis do Piauí,1,0,1,1,0,0,1000,1000,0
221037,2000,residence,São Luis do Piauí,29,0,1,2,0,0,34.4827586206897,68.9655172413793,0
221037,2005,occurrence,São Luis do Piauí,2,0,0,0,0,0,0,0,0
221037,2005,residence,São Luis do Piauí,47,0,0,1,0,0,0,21.2765957446809,0
221037,2010,occurrence,São Luis do Piauí,0,0,0,0,0,,,,
221037,2010,residence,São Luis do Piauí,24,0,0,0,0,0,0,0,0
221037,2015,occurrence,São Luis do Piauí,1,0,0,1,0,0,0,1000,0
221037,2015,residence,São Luis do Piauí,29,1,1,2,0,34.4827586206897,34.4827586206897,68.9655172413793,0
221038,2000,occurrence,São Miguel da Baixa Grande,6,0,0,1,0,0,0,166.666666666667,0
221038,2000,residence,São Miguel da Baixa Grande,18,0,0,1,0,0,0,55.5555555555556,0
221038,2005,occurrence,São Miguel da Baixa Grande,4,0,0,0,0,0,0,0,0
221038,2005,residence,São Miguel da Baixa Grande,26,1,1,1,0,38.4615384615385,38.4615384615385,38.4615384615385,0
221038,2010,occurrence,São Miguel da Baixa Grande,4,0,0,0,0,0,0,0,0
221038,2010,residence,São Miguel da Baixa Grande,26,0,0,0,0,0,0,0,0
221038,2015,occurrence,São Miguel da Baixa Grande,0,0,0,0,0,,,,
221038,2015,residence,São Miguel da Baixa Grande,25,0,0,0,0,0,0,0,0
221039,2000,occurrence,São Miguel do Fidalgo,18,0,2,2,0,0,111.111111111111,111.111111111111,0
221039,2000,residence,São Miguel do Fidalgo,56,1,4,4,0,17.8571428571429,71.4285714285714,71.4285714285714,0
221039,2005,occurrence,São Miguel do Fidalgo,15,0,0,0,1,0,0,0,6666.66666666667
221039,2005,residence,São Miguel do Fidalgo,57,0,0,1,1,0,0,17.5438596491228,1754.38596491228
221039,2010,occurrence,São Miguel do Fidalgo,2,0,1,1,0,0,500,500,0
221039,2010,residence,São Miguel do Fidalgo,40,1,2,2,0,25,50,50,0
221039,2015,occurrence,São Miguel do Fidalgo,0,0,0,0,0,,,,
221039,2015,residence,São Miguel do Fidalgo,37,1,1,1,0,27.027027027027,27.027027027027,27.027027027027,0
221040,2000,occurrence,São Miguel do Tapuio,365,0,0,1,0,0,0,2.73972602739726,0
221040,2000,residence,São Miguel do Tapuio,352,0,0,1,0,0,0,2.84090909090909,0
221040,2005,occurrence,São Miguel do Tapuio,463,8,9,10,1,17.2786177105832,19.4384449244061,21.5982721382289,215.982721382289
221040,2005,residence,São Miguel do Tapuio,409,4,8,9,1,9.7799511002445,19.559902200489,22.0048899755501,244.498777506113
221040,2010,occurrence,São Miguel do Tapuio,265,1,1,2,0,3.77358490566038,3.77358490566038,7.54716981132076,0
221040,2010,residence,São Miguel do Tapuio,255,2,2,3,0,7.84313725490196,7.84313725490196,11.7647058823529,0
221040,2015,occurrence,São Miguel do Tapuio,199,2,4,5,0,10.0502512562814,20.1005025125628,25.1256281407035,0
221040,2015,residence,São Miguel do Tapuio,272,8,9,11,0,29.4117647058824,33.0882352941176,40.4411764705882,0
221050,2000,occurrence,São Pedro do Piauí,184,0,2,2,0,0,10.8695652173913,10.8695652173913,0
221050,2000,residence,São Pedro do Piauí,227,2,5,5,0,8.81057268722467,22.0264317180617,22.0264317180617,0
221050,2005,occurrence,São Pedro do Piauí,176,0,1,1,0,0,5.68181818181818,5.68181818181818,0
221050,2005,residence,São Pedro do Piauí,277,2,5,6,2,7.2202166064982,18.0505415162455,21.6606498194946,722.02166064982
221050,2010,occurrence,São Pedro do Piauí,82,0,0,1,0,0,0,12.1951219512195,0
221050,2010,residence,São Pedro do Piauí,206,3,4,5,0,14.5631067961165,19.4174757281553,24.2718446601942,0
221050,2015,occurrence,São Pedro do Piauí,83,0,0,0,0,0,0,0,0
221050,2015,residence,São Pedro do Piauí,223,5,5,5,0,22.4215246636771,22.4215246636771,22.4215246636771,0
221060,2000,occurrence,São Raimundo Nonato,698,6,14,15,0,8.59598853868195,20.0573065902579,21.4899713467049,0
221060,2000,residence,São Raimundo Nonato,413,6,9,10,0,14.5278450363196,21.7917675544794,24.2130750605327,0
221060,2005,occurrence,São Raimundo Nonato,1436,14,17,18,1,9.74930362116992,11.8384401114206,12.5348189415042,69.6378830083565
221060,2005,residence,São Raimundo Nonato,584,8,9,10,1,13.6986301369863,15.4109589041096,17.1232876712329,171.232876712329
221060,2010,occurrence,São Raimundo Nonato,1482,11,12,12,0,7.42240215924427,8.09716599190283,8.09716599190283,0
221060,2010,residence,São Raimundo Nonato,575,9,12,14,0,15.6521739130435,20.8695652173913,24.3478260869565,0
221060,2015,occurrence,São Raimundo Nonato,1643,4,7,7,0,2.43457090687766,4.26049908703591,4.26049908703591,0
221060,2015,residence,São Raimundo Nonato,573,3,4,4,0,5.23560209424084,6.98080279232112,6.98080279232112,0
221062,2000,occurrence,Sebastião Barros,14,1,2,2,0,71.4285714285714,142.857142857143,142.857142857143,0
221062,2000,residence,Sebastião Barros,56,1,2,2,0,17.8571428571429,35.7142857142857,35.7142857142857,0
221062,2005,occurrence,Sebastião Barros,19,0,1,1,0,0,52.6315789473684,52.6315789473684,0
221062,2005,residence,Sebastião Barros,87,0,1,2,1,0,11.4942528735632,22.9885057471264,1149.42528735632
221062,2010,occurrence,Sebastião Barros,7,0,0,0,0,0,0,0,0
221062,2010,residence,Sebastião Barros,84,1,2,2,0,11.9047619047619,23.8095238095238,23.8095238095238,0
221062,2015,occurrence,Sebastião Barros,3,0,0,0,0,0,0,0,0
221062,2015,residence,Sebastião Barros,61,0,0,0,0,0,0,0,0
221063,2000,occurrence,Sebastião Leal,0,0,0,0,0,,,,
221063,2000,residence,Sebastião Leal,40,0,0,0,0,0,0,0,0
221063,2005,occurrence,Sebastião Leal,5,1,2,2,0,200,400,400,0
221063,2005,residence,Sebastião Leal,57,2,3,3,0,35.0877192982456,52.6315789473684,52.6315789473684,0
221063,2010,occurrence,Sebastião Leal,1,0,0,0,0,0,0,0,0
221063,2010,residence,Sebastião Leal,74,0,1,1,0,0,13.5135135135135,13.5135135135135,0
221063,2015,occurrence,Sebastião Leal,0,0,0,0,0,,,,
221063,2015,residence,Sebastião Leal,58,0,0,0,0,0,0,0,0
221065,2000,occurrence,Sigefredo Pacheco,7,0,0,1,0,0,0,142.857142857143,0
221065,2000,residence,Sigefredo Pacheco,107,1,1,2,0,9.34579439252336,9.34579439252336,18.6915887850467,0
221065,2005,occurrence,Sigefredo Pacheco,26,0,0,0,0,0,0,0,0
221065,2005,residence,Sigefredo Pacheco,149,3,3,3,0,20.1342281879195,20.1342281879195,20.1342281879195,0
221065,2010,occurrence,Sigefredo Pacheco,1,0,0,3,0,0,0,3000,0
221065,2010,residence,Sigefredo Pacheco,130,1,1,5,0,7.69230769230769,7.69230769230769,38.4615384615385,0
221065,2015,occurrence,Sigefredo Pacheco,0,0,0,0,0,,,,
221065,2015,residence,Sigefredo Pacheco,110,2,2,2,0,18.1818181818182,18.1818181818182,18.1818181818182,0
221070,2000,occurrence,Simões,264,1,1,1,0,3.78787878787879,3.78787878787879,3.78787878787879,0
221070,2000,residence,Simões,231,1,1,1,0,4.32900432900433,4.32900432900433,4.32900432900433,0
221070,2005,occurrence,Simões,378,6,9,10,0,15.8730158730159,23.8095238095238,26.4550264550265,0
221070,2005,residence,Simões,323,7,11,13,0,21.671826625387,34.0557275541796,40.2476780185759,0
221070,2010,occurrence,Simões,246,2,2,2,0,8.13008130081301,8.13008130081301,8.13008130081301,0
221070,2010,residence,Simões,242,2,3,3,0,8.26446280991735,12.396694214876,12.396694214876,0
221070,2015,occurrence,Simões,262,3,5,5,1,11.4503816793893,19.0839694656489,19.0839694656489,381.679389312977
221070,2015,residence,Simões,235,3,3,3,1,12.7659574468085,12.7659574468085,12.7659574468085,425.531914893617
221080,2000,occurrence,Simplício Mendes,450,2,3,3,0,4.44444444444444,6.66666666666667,6.66666666666667,0
221080,2000,residence,Simplício Mendes,248,2,2,2,0,8.06451612903226,8.06451612903226,8.06451612903226,0
221080,2005,occurrence,Simplício Mendes,507,4,7,8,0,7.88954635108481,13.8067061143984,15.7790927021696,0
221080,2005,residence,Simplício Mendes,201,1,3,3,0,4.97512437810945,14.9253731343284,14.9253731343284,0
221080,2010,occurrence,Simplício Mendes,357,1,1,2,0,2.80112044817927,2.80112044817927,5.60224089635854,0
221080,2010,residence,Simplício Mendes,184,1,1,2,0,5.43478260869565,5.43478260869565,10.8695652173913,0
221080,2015,occurrence,Simplício Mendes,153,0,2,2,0,0,13.0718954248366,13.0718954248366,0
221080,2015,residence,Simplício Mendes,174,1,6,6,1,5.74712643678161,34.4827586206897,34.4827586206897,574.712643678161
221090,2000,occurrence,Socorro do Piauí,36,2,2,2,0,55.5555555555556,55.5555555555556,55.5555555555556,0
221090,2000,residence,Socorro do Piauí,62,4,4,4,0,64.5161290322581,64.5161290322581,64.5161290322581,0
221090,2005,occurrence,Socorro do Piauí,18,0,0,0,0,0,0,0,0
221090,2005,residence,Socorro do Piauí,72,1,1,1,0,13.8888888888889,13.8888888888889,13.8888888888889,0
221090,2010,occurrence,Socorro do Piauí,9,1,1,1,0,111.111111111111,111.111111111111,111.111111111111,0
221090,2010,residence,Socorro do Piauí,61,1,1,1,0,16.3934426229508,16.3934426229508,16.3934426229508,0
221090,2015,occurrence,Socorro do Piauí,1,0,0,0,0,0,0,0,0
221090,2015,residence,Socorro do Piauí,50,0,0,0,1,0,0,0,2000
221093,2000,occurrence,Sussuapara,4,0,0,0,0,0,0,0,0
221093,2000,residence,Sussuapara,95,1,1,2,0,10.5263157894737,10.5263157894737,21.0526315789474,0
221093,2005,occurrence,Sussuapara,0,0,0,0,0,,,,
221093,2005,residence,Sussuapara,99,0,0,0,0,0,0,0,0
221093,2010,occurrence,Sussuapara,0,1,1,1,0,,,,
221093,2010,residence,Sussuapara,67,2,2,2,0,29.8507462686567,29.8507462686567,29.8507462686567,0
221093,2015,occurrence,Sussuapara,0,0,0,0,0,,,,
221093,2015,residence,Sussuapara,77,1,1,1,0,12.987012987013,12.987012987013,12.987012987013,0
221095,2000,occurrence,Tamboril do Piauí,10,1,2,2,0,100,200,200,0
221095,2000,residence,Tamboril do Piauí,45,1,3,3,0,22.2222222222222,66.6666666666667,66.6666666666667,0
221095,2005,occurrence,Tamboril do Piauí,1,0,0,0,0,0,0,0,0
221095,2005,residence,Tamboril do Piauí,37,0,0,0,0,0,0,0,0
221095,2010,occurrence,Tamboril do Piauí,0,0,0,0,0,,,,
221095,2010,residence,Tamboril do Piauí,41,2,2,2,0,48.7804878048781,48.7804878048781,48.7804878048781,0
221095,2015,occurrence,Tamboril do Piauí,0,0,0,0,0,,,,
221095,2015,residence,Tamboril do Piauí,29,0,0,0,0,0,0,0,0
221097,2000,occurrence,Tanque do Piauí,12,0,1,1,0,0,83.3333333333333,83.3333333333333,0
221097,2000,residence,Tanque do Piauí,37,0,1,1,0,0,27.027027027027,27.027027027027,0
221097,2005,occurrence,Tanque do Piauí,1,0,0,0,0,0,0,0,0
221097,2005,residence,Tanque do Piauí,40,1,2,2,0,25,50,50,0
221097,2010,occurrence,Tanque do Piauí,0,0,0,0,0,,,,
221097,2010,residence,Tanque do Piauí,37,1,1,1,0,27.027027027027,27.027027027027,27.027027027027,0
221097,2015,occurrence,Tanque do Piauí,0,0,0,0,0,,,,
221097,2015,residence,Tanque do Piauí,44,1,1,1,0,22.7272727272727,22.7272727272727,22.7272727272727,0
221100,2000,occurrence,Teresina,20482,446,603,713,26,21.7752172639391,29.4404843277024,34.8110536080461,126.940728444488
221100,2000,residence,Teresina,17255,286,383,437,8,16.5749058243987,22.1964647928137,25.3259924659519,46.3633729353811
221100,2005,occurrence,Teresina,19658,441,669,801,32,22.4336148133076,34.0319462814121,40.7467697629464,162.783599552345
221100,2005,residence,Teresina,14290,200,284,324,6,13.9958012596221,19.8740377886634,22.6731980405878,41.9874037788663
221100,2010,occurrence,Teresina,20722,399,550,631,38,19.2548981758518,26.5418395907731,30.4507286941415,183.37998262716
221100,2010,residence,Teresina,13472,165,223,247,8,12.2476247030879,16.5528503562945,18.3343230403801,59.3824228028504
221100,2015,occurrence,Teresina,22877,402,555,613,27,17.5722341216069,24.2601739738602,26.7954714341916,118.022467980942
221100,2015,residence,Teresina,13976,148,196,223,8,10.5895821408128,14.0240412135089,15.9559244419004,57.2409845449342
221110,2000,occurrence,União,871,3,5,5,0,3.4443168771527,5.74052812858783,5.74052812858783,0
221110,2000,residence,União,888,12,16,18,0,13.5135135135135,18.018018018018,20.2702702702703,0
221110,2005,occurrence,União,740,5,7,8,0,6.75675675675676,9.45945945945946,10.8108108108108,0
