municipality_code,year,measure_type,live_births,municipality_name
230200,2015,occurrence,7,Barro
231110,2015,occurrence,4,Porteiras
230920,2015,occurrence,21,Nova Olinda
231060,2015,occurrence,5,Penaforte
230120,2015,occurrence,3,Aracoiaba
230460,2015,occurrence,15,General Sampaio
231120,2015,occurrence,26,Potengi
230880,2015,occurrence,16,Moraújo
230050,2015,occurrence,3,Alcântaras
230860,2015,occurrence,42,Monsenhor Tabosa
231010,2015,occurrence,16,Palmácia
230495,2015,occurrence,2,Guaiúba
231150,2015,occurrence,13,Quixeré
230180,2015,occurrence,1,Baixio
230910,2015,occurrence,7,Mulungu
230650,2015,occurrence,6,Itapiúna
230400,2015,occurrence,11,Coreaú
230075,2015,occurrence,43,Amontada
230800,2015,occurrence,45,Massapê
230720,2015,occurrence,2,Jati
230490,2015,occurrence,3,Groaíras
230280,2015,occurrence,1802,Canindé
230240,2015,occurrence,487,Boa Viagem
230763,2015,occurrence,68,Madalena
231040,2015,occurrence,27,Paramoti
230570,2015,occurrence,9,Ipaumirim
230526,2015,occurrence,8,Ibaretama
230185,2015,occurrence,46,Banabuiú
230840,2015,occurrence,17,Missão Velha
231355,2015,occurrence,12,Tururu
231350,2015,occurrence,52,Trairi
230600,2015,occurrence,61,Iracema
230930,2015,occurrence,241,Nova Russas
230060,2015,occurrence,19,Altaneira
230780,2015,occurrence,209,Marco
230230,2015,occurrence,160,Bela Cruz
230655,2015,occurrence,304,Itarema
230425,2015,occurrence,203,Cruz
230365,2015,occurrence,23,Catunda
230980,2015,occurrence,15,Pacoti
230625,2015,occurrence,57,Itaitinga
230790,2015,occurrence,28,Martinópole
230560,2015,occurrence,45,Independência
230940,2015,occurrence,53,Novo Oriente
231210,2015,occurrence,35,Santana do Cariri
230160,2015,occurrence,77,Assaré
230130,2015,occurrence,142,Araripe
230430,2015,occurrence,134,Farias Brito
230080,2015,occurrence,25,Antonina do Norte
230426,2015,occurrence,12,Deputado Irapuan Pinheiro
231135,2015,occurrence,39,Quixelô
230330,2015,occurrence,22,Cariús
231410,2015,occurrence,761,Viçosa do Ceará
230820,2015,occurrence,13,Meruoca
231390,2015,occurrence,11,Uruoca
231126,2015,occurrence,41,Quiterianópolis
230390,2015,occurrence,52,Chaval
230725,2015,occurrence,20,Jijoca de Jericoacoara
230300,2015,occurrence,10,Caridade
241250,2015,occurrence,81,São Miguel
250240,2015,occurrence,33,Bonito de Santa Fé
240940,2015,occurrence,2132,Pau dos Ferros
241410,2015,occurrence,290,Tenente Ananias
230540,2015,occurrence,1183,Icó
230950,2015,occurrence,206,Orós
230380,2015,occurrence,241,Cedro
230270,2015,occurrence,173,Campos Sales
231325,2015,occurrence,9,Tarrafas
231195,2015,occurrence,70,Salitre
230890,2015,occurrence,43,Morrinhos
230850,2015,occurrence,477,Mombaça
230030,2015,occurrence,645,Acopiara
230550,2015,occurrence,2383,Iguatu
230360,2015,occurrence,110,Catarina
230690,2015,occurrence,368,Jaguaribe
230427,2015,occurrence,3,Ererê
230760,2015,occurrence,1742,Limoeiro do Norte
231310,2015,occurrence,284,Tabuleiro do Norte
230680,2015,occurrence,86,Jaguaribara
230070,2015,occurrence,85,Alto Santo
231080,2015,occurrence,55,Pereiro
230428,2015,occurrence,1816,Eusébio
230523,2015,occurrence,866,Horizonte
230960,2015,occurrence,294,Pacajus
230350,2015,occurrence,1032,Cascavel
230100,2015,occurrence,401,Aquiraz
230395,2015,occurrence,75,Chorozinho
230945,2015,occurrence,106,Ocara
230810,2015,occurrence,501,Mauriti
231000,2015,occurrence,5,Palhano
230110,2015,occurrence,1646,Aracati
230340,2015,occurrence,115,Carnaubal
230500,2015,occurrence,367,Guaraciaba do Norte
230170,2015,occurrence,217,Aurora
231100,2015,occurrence,71,Poranga
231230,2015,occurrence,637,São Benedito
230710,2015,occurrence,269,Jardim
230900,2015,occurrence,104,Mucambo
231335,2015,occurrence,80,Tejuçuoca
231070,2015,occurrence,287,Pentecoste
230765,2015,occurrence,6591,Maracanaú
231160,2015,occurrence,468,Redenção
230770,2015,occurrence,646,Maranguape
231320,2015,occurrence,132,Tamboril
230590,2015,occurrence,238,Ipueiras
230740,2015,occurrence,140,Jucás
230220,2015,occurrence,255,Beberibe
231300,2015,occurrence,93,Solonópole
230835,2015,occurrence,64,Milhã
231190,2015,occurrence,27,Saboeiro
231090,2015,occurrence,31,Piquet Carneiro
230670,2015,occurrence,75,Jaguaretama
231180,2015,occurrence,1349,Russas
230870,2015,occurrence,824,Morada Nova
230700,2015,occurrence,32,Jaguaruana
230435,2015,occurrence,4,Forquilha
231395,2015,occurrence,22,Varjota
230310,2015,occurrence,61,Cariré
230520,2015,occurrence,89,Hidrolândia
230210,2015,occurrence,1668,Baturité
230090,2015,occurrence,34,Apuiarés
231020,2015,occurrence,412,Paracuru
230630,2015,occurrence,707,Itapagé
230370,2015,occurrence,1500,Caucaia
231025,2015,occurrence,139,Paraipaba
231085,2015,occurrence,33,Pindoretama
231380,2015,occurrence,23,Uruburetama
231360,2015,occurrence,233,Ubajara
230423,2015,occurrence,105,Croatá
230530,2015,occurrence,222,Ibiapina
231140,2015,occurrence,1058,Quixeramobim
231270,2015,occurrence,136,Senador Pompeu
231260,2015,occurrence,35,São Luís do Curu
231280,2015,occurrence,4,Senador Sá
231130,2015,occurrence,2367,Quixadá
231050,2015,occurrence,401,Pedra Branca
251080,2015,occurrence,4300,Patos
250370,2015,occurrence,1867,Cajazeiras
220770,2015,occurrence,4767,Parnaíba
220800,2015,occurrence,3488,Picos
220840,2015,occurrence,1327,Piripiri
220830,2015,occurrence,517,Piracuruca
430300,2015,occurrence,1210,Cachoeira do Sul
420750,2015,occurrence,931,Indaial
150553,2015,occurrence,5148,Parauapebas
316870,2015,occurrence,1624,Timóteo
354390,2015,occurrence,3237,Rio Claro
311330,2015,occurrence,1438,Carangola
260380,2015,occurrence,112,Capoeiras
240810,2015,occurrence,22267,Natal
230610,2015,occurrence,97,Irauçuba
230020,2015,occurrence,1901,Acaraú
230620,2015,occurrence,1,Itaiçaba
230580,2015,occurrence,925,Ipu
231220,2015,occurrence,58,Santa Quitéria
231200,2015,occurrence,86,Santana do Acaraú
231170,2015,occurrence,70,Reriutaba
230420,2015,occurrence,3796,Crato
221130,2015,occurrence,928,Valença do Piauí
220430,2015,occurrence,120,Fronteiras
210005,2015,occurrence,1693,Açailândia
530010,2000,residence,47991,Brasília
171630,2000,occurrence,11,Pau D'Arco
171575,2000,occurrence,156,Palmeirópolis
171780,2000,occurrence,67,Ponte Alta do Bom Jesus
171750,2000,occurrence,163,Pium
170550,2000,occurrence,1150,Colinas do Tocantins
170820,2000,occurrence,474,Formoso do Araguaia
210280,2000,occurrence,412,Carolina
220190,2000,occurrence,690,Bom Jesus
220660,2000,occurrence,123,Monte Alegre do Piauí
221120,2000,occurrence,445,Uruçuí
314800,2000,occurrence,2403,Patos de Minas
316890,2000,occurrence,68,Tiros
317010,2000,occurrence,4368,Uberaba
317040,2000,occurrence,1413,Unaí
320290,2000,occurrence,210,Itarana
352900,2000,occurrence,3853,Marília
350600,2000,occurrence,5595,Bauru
420540,2000,occurrence,7704,Florianópolis
431810,2000,occurrence,206,São Francisco de Assis
432030,2000,occurrence,91,Selbach
521760,2000,occurrence,1897,Planaltina
520025,2000,occurrence,474,Águas Lindas de Goiás
521560,2000,occurrence,55,Padre Bernardo
522185,2000,occurrence,628,Valparaíso de Goiás
521523,2000,occurrence,37,Novo Gama
520549,2000,occurrence,43,Cidade Ocidental
520735,2000,occurrence,63,Edealina
520650,2000,occurrence,84,Cromínia
520080,2000,occurrence,117,Alvorada do Norte
520830,2000,occurrence,79,Divinópolis de Goiás
520990,2000,occurrence,207,Iaciara
520450,2000,occurrence,926,Caldas Novas
521000,2000,occurrence,660,Inhumas
522100,2000,occurrence,102,Taquaral de Goiás
520540,2000,occurrence,1360,Ceres
520500,2000,occurrence,68,Carmo do Rio Verde
521090,2000,occurrence,287,Itapaci
520470,2000,occurrence,112,Campinorte
521460,2000,occurrence,710,Niquelândia
520030,2000,occurrence,288,Alexânia
521160,2000,occurrence,19,Ivolândia
520860,2000,occurrence,1021,Goianésia
521120,2000,occurrence,517,Itapuranga
520753,2000,occurrence,138,Faina
313440,2000,occurrence,776,Iturama
530010,2005,residence,45917,Brasília
210950,2005,occurrence,426,Riachão
210405,2005,occurrence,610,Estreito
210047,2005,occurrence,652,Alto Alegre do Pindaré
317010,2005,occurrence,4325,Uberaba
313630,2005,occurrence,1160,João Pinheiro
314810,2005,occurrence,1376,Patrocínio
315240,2005,occurrence,109,Poté
310110,2005,occurrence,325,Aimorés
314700,2005,occurrence,1388,Paracatu
317040,2005,occurrence,1495,Unaí
316110,2005,occurrence,1079,São Francisco
150670,2005,occurrence,699,Santana do Araguaia
420930,2005,occurrence,3194,Lages
350760,2005,occurrence,2754,Bragança Paulista
170950,2005,occurrence,2092,Gurupi
172100,2005,occurrence,4701,Palmas
521530,2005,occurrence,157,Orizona
521160,2005,occurrence,37,Ivolândia
521760,2005,occurrence,1133,Planaltina
520025,2005,occurrence,771,Águas Lindas de Goiás
520549,2005,occurrence,259,Cidade Ocidental
521250,2005,occurrence,1787,Luziânia
522185,2005,occurrence,596,Valparaíso de Goiás
520450,2005,occurrence,1148,Caldas Novas
521975,2005,occurrence,125,Santo Antônio do Descoberto
520425,2005,occurrence,86,Cachoeira Dourada
520030,2005,occurrence,180,Alexânia
521010,2005,occurrence,359,Ipameri
522160,2005,occurrence,661,Uruaçu
521120,2005,occurrence,427,Itapuranga
520860,2005,occurrence,1020,Goianésia
521800,2005,occurrence,834,Porangatu
432100,2005,occurrence,151,Tapera
430510,2005,occurrence,6454,Caxias do Sul
530010,2010,residence,44251,Brasília
170930,2010,occurrence,652,Guaraí
171820,2010,occurrence,1519,Porto Nacional
210300,2010,occurrence,4034,Caxias
210340,2010,occurrence,1274,Coelho Neto
210360,2010,occurrence,1793,Coroatá
211130,2010,occurrence,22292,São Luís
220190,2010,occurrence,1296,Bom Jesus
220390,2010,occurrence,2125,Floriano
315980,2010,occurrence,245,Santa Vitória
317100,2010,occurrence,218,Vazante
330330,2010,occurrence,9693,Niterói
350610,2010,occurrence,1048,Bebedouro
354140,2010,occurrence,4840,Presidente Prudente
354940,2010,occurrence,693,São Joaquim da Barra
410140,2010,occurrence,2176,Apucarana
421210,2010,occurrence,287,Palmitos
520025,2010,occurrence,56,Águas Lindas de Goiás
520080,2010,occurrence,193,Alvorada do Norte
520110,2010,occurrence,6479,Anápolis
520140,2010,occurrence,4009,Aparecida de Goiânia
520450,2010,occurrence,1081,Caldas Novas
520470,2010,occurrence,78,Campinorte
520540,2010,occurrence,1203,Ceres
520549,2010,occurrence,90,Cidade Ocidental
521250,2010,occurrence,1094,Luziânia
521450,2010,occurrence,314,Nerópolis
521720,2010,occurrence,95,Piranhas
521760,2010,occurrence,695,Planaltina
521920,2010,occurrence,20,Santa Cruz de Goiás
521960,2010,occurrence,10,Santa Tereza de Goiás
522068,2010,occurrence,50,Simolândia
522160,2010,occurrence,683,Uruaçu
522185,2010,occurrence,596,Valparaíso de Goiás
150420,2010,occurrence,5668,Marabá
170550,2010,occurrence,676,Colinas do Tocantins
172100,2010,occurrence,5504,Palmas
210200,2010,occurrence,609,Bom Jardim
310350,2010,occurrence,1467,Araguari
310490,2010,occurrence,275,Baependi
310560,2010,occurrence,2464,Barbacena
311340,2010,occurrence,2036,Caratinga
314310,2010,occurrence,909,Monte Carmelo
314800,2010,occurrence,2751,Patos de Minas
315120,2010,occurrence,1215,Pirapora
317020,2010,occurrence,8870,Uberlândia
317040,2010,occurrence,1354,Unaí
350650,2010,occurrence,1334,Birigui
411150,2010,occurrence,926,Ivaiporã
412520,2010,occurrence,85,São Jorge d'Oeste
431490,2010,occurrence,30751,Porto Alegre
520490,2010,occurrence,618,Campos Belos
521090,2010,occurrence,331,Itapaci
521220,2010,occurrence,297,Jussara
521880,2010,occurrence,3345,Rio Verde
521890,2010,occurrence,134,Rubiataba
522010,2010,occurrence,347,São Luís de Montes Belos
521523,2010,occurrence,4,Novo Gama
530010,2015,residence,46122,Brasília
410400,2015,occurrence,1785,Campina Grande do Sul
410940,2015,occurrence,3786,Guarapuava
520549,2015,occurrence,40,Cidade Ocidental
521975,2015,occurrence,23,Santo Antônio do Descoberto
521250,2015,occurrence,600,Luziânia
220760,2015,occurrence,71,Parnaguá
170240,2015,occurrence,244,Arraias
210340,2015,occurrence,1156,Coelho Neto
210300,2015,occurrence,3453,Caxias
210160,2015,occurrence,2078,Barra do Corda
500270,2015,occurrence,16281,Campo Grande
330330,2015,occurrence,12841,Niterói
150620,2015,occurrence,801,Salinópolis
314700,2015,occurrence,1317,Paracatu
317040,2015,occurrence,1486,Unaí
312230,2015,occurrence,4086,Divinópolis
312610,2015,occurrence,879,Formiga
355710,2015,occurrence,2048,Votuporanga
350600,2015,occurrence,6304,Bauru
410480,2015,occurrence,6751,Cascavel
520030,2015,occurrence,152,Alexânia
521760,2015,occurrence,1086,Planaltina
521523,2015,occurrence,3,Novo Gama
521460,2015,occurrence,459,Niquelândia
520540,2015,occurrence,1696,Ceres
520551,2015,occurrence,6,Cocalzinho de Goiás
521220,2015,occurrence,315,Jussara
521020,2015,occurrence,494,Iporá
521160,2015,occurrence,15,Ivolândia
521570,2015,occurrence,277,Palmeiras de Goiás
520450,2015,occurrence,1393,Caldas Novas
521740,2015,occurrence,195,Pires do Rio
520670,2015,occurrence,70,Damianópolis
521890,2015,occurrence,134,Rubiataba
521800,2015,occurrence,750,Porangatu
520810,2015,occurrence,49,Formoso
510706,2015,occurrence,370,Querência
420240,2015,occurrence,5249,Blumenau
314800,2015,occurrence,3568,Patos de Minas
316210,2015,occurrence,688,São Gotardo
310350,2015,occurrence,1573,Araguari
314810,2015,occurrence,1406,Patrocínio
240325,2015,occurrence,3007,Parnamirim
211060,2015,occurrence,402,São Bernardo
320500,2000,residence,7091,Serra
320460,2000,residence,419,Santa Teresa
320140,2000,residence,565,Castelo
320490,2000,residence,1802,São Mateus
320190,2000,residence,535,Domingos Martins
320260,2000,residence,156,Iconha
320060,2000,residence,1420,Aracruz
320530,2000,residence,4901,Vitória
320270,2000,residence,259,Itaguaçu
320160,2000,residence,583,Conceição da Barra
320405,2000,residence,570,Pedro Canário
320350,2000,residence,320,Montanha
320290,2000,residence,218,Itarana
320390,2000,residence,786,Nova Venécia
320080,2000,residence,501,Baixo Guandu
320090,2000,residence,599,Barra de São Francisco
320370,2000,residence,390,Muniz Freire
320300,2000,residence,565,Iúna
320245,2000,residence,444,Ibatiba
320265,2000,residence,168,Irupi
320016,2000,residence,140,Água Doce do Norte
320035,2000,residence,123,Alto Rio Novo
320330,2000,residence,207,Mantenópolis
320400,2000,residence,350,Pancas
320515,2000,residence,101,Vila Pavão
320130,2000,residence,6737,Cariacica
320013,2000,residence,136,Águia Branca
320210,2000,residence,452,Ecoporanga
320150,2000,residence,1928,Colatina
320240,2000,residence,1708,Guarapari
320510,2000,residence,932,Viana
320020,2000,residence,557,Alegre
320255,2000,residence,205,Ibitirama
320230,2000,residence,529,Guaçuí
320316,2000,residence,111,Laranja da Terra
320450,2000,residence,198,Santa Leopoldina
320455,2000,residence,624,Santa Maria de Jetibá
320420,2000,residence,281,Piúma
320520,2000,residence,6146,Vila Velha
320030,2000,residence,174,Alfredo Chaves
320280,2000,residence,493,Itapemirim
320440,2000,residence,152,Rio Novo do Sul
320501,2000,residence,432,Sooretama
320220,2000,residence,267,Fundão
320495,2000,residence,125,São Roque do Canaã
320313,2000,residence,257,João Neiva
320250,2000,residence,157,Ibiraçu
320320,2000,residence,2230,Linhares
320334,2000,residence,215,Marechal Floriano
320040,2000,residence,362,Anchieta
320435,2000,residence,305,Rio Bananal
320332,2000,residence,532,Marataízes
320430,2000,residence,113,Presidente Kennedy
320120,2000,residence,3335,Cachoeiro de Itapemirim
320480,2000,residence,184,São José do Calçado
320050,2000,residence,117,Apiacá
320110,2000,residence,156,Bom Jesus do Norte
320180,2000,residence,70,Divino de São Lourenço
320200,2000,residence,53,Dores do Rio Preto
320310,2000,residence,134,Jerônimo Monteiro
320115,2000,residence,266,Brejetuba
320170,2000,residence,220,Conceição do Castelo
320506,2000,residence,302,Venda Nova do Imigrante
320517,2000,residence,234,Vila Valério
320305,2000,residence,384,Jaguaré
320470,2000,residence,526,São Gabriel da Palha
320070,2000,residence,106,Atilio Vivacqua
320010,2000,residence,570,Afonso Cláudio
320100,2000,residence,260,Boa Esperança
320335,2000,residence,115,Marilândia
320465,2000,residence,147,São Domingos do Norte
320380,2000,residence,278,Muqui
320410,2000,residence,393,Pinheiros
320503,2000,residence,347,Vargem Alta
320340,2000,residence,424,Mimoso do Sul
320425,2000,residence,89,Ponto Belo
320360,2000,residence,94,Mucurici
211220,2000,occurrence,1577,Timon
210120,2000,occurrence,2142,Bacabal
211150,2000,occurrence,713,São Mateus do Maranhão
210990,2000,occurrence,3129,Santa Inês
220040,2000,occurrence,423,Altos
260520,2000,occurrence,1301,Escada
310110,2000,occurrence,387,Aimorés
313770,2000,occurrence,495,Lajinha
313940,2000,occurrence,2554,Manhuaçu
316257,2000,occurrence,45,São João do Manteninha
314150,2000,occurrence,260,Mendes Pimentel
311840,2000,occurrence,328,Conselheiro Pena
311830,2000,occurrence,2187,Conselheiro Lafaiete
315180,2000,occurrence,2349,Poços de Caldas
320080,2000,occurrence,417,Baixo Guandu
315670,2000,occurrence,1128,Sabará
311050,2000,occurrence,268,Camanducaia
313620,2000,occurrence,1508,João Monlevade
315430,2000,occurrence,431,Resplendor
320270,2000,occurrence,217,Itaguaçu
320020,2000,occurrence,521,Alegre
320455,2000,occurrence,510,Santa Maria de Jetibá
320240,2000,occurrence,1488,Guarapari
320260,2000,occurrence,215,Iconha
320501,2000,occurrence,5,Sooretama
320460,2000,occurrence,600,Santa Teresa
320030,2000,occurrence,113,Alfredo Chaves
320190,2000,occurrence,501,Domingos Martins
320040,2000,occurrence,517,Anchieta
320280,2000,occurrence,971,Itapemirim
320060,2000,occurrence,1371,Aracruz
320420,2000,occurrence,208,Piúma
320220,2000,occurrence,116,Fundão
320480,2000,occurrence,203,São José do Calçado
320110,2000,occurrence,50,Bom Jesus do Norte
320300,2000,occurrence,767,Iúna
320230,2000,occurrence,811,Guaçuí
320310,2000,occurrence,18,Jerônimo Monteiro
320140,2000,occurrence,571,Castelo
320440,2000,occurrence,62,Rio Novo do Sul
320450,2000,occurrence,108,Santa Leopoldina
320170,2000,occurrence,219,Conceição do Castelo
320090,2000,occurrence,836,Barra de São Francisco
320100,2000,occurrence,218,Boa Esperança
320330,2000,occurrence,321,Mantenópolis
320390,2000,occurrence,988,Nova Venécia
320400,2000,occurrence,292,Pancas
320520,2000,occurrence,8243,Vila Velha
320470,2000,occurrence,934,São Gabriel da Palha
320255,2000,occurrence,11,Ibitirama
320340,2000,occurrence,417,Mimoso do Sul
320503,2000,occurrence,297,Vargem Alta
320010,2000,occurrence,826,Afonso Cláudio
320130,2000,occurrence,3448,Cariacica
320410,2000,occurrence,322,Pinheiros
320050,2000,occurrence,1,Apiacá
320506,2000,occurrence,534,Venda Nova do Imigrante
320334,2000,occurrence,15,Marechal Floriano
320316,2000,occurrence,16,Laranja da Terra
320360,2000,occurrence,141,Mucurici
320245,2000,occurrence,469,Ibatiba
320515,2000,occurrence,1,Vila Pavão
320016,2000,occurrence,1,Água Doce do Norte
314467,2000,occurrence,5,Nova Belém
320035,2000,occurrence,1,Alto Rio Novo
320430,2000,occurrence,2,Presidente Kennedy
320180,2000,occurrence,2,Divino de São Lourenço
320495,2000,occurrence,1,São Roque do Canaã
330220,2000,occurrence,1727,Itaperuna
330060,2000,occurrence,949,Bom Jesus do Itabapoana
354980,2000,occurrence,6679,São José do Rio Preto
350420,2000,occurrence,388,Auriflama
410140,2000,occurrence,2350,Apucarana
410480,2000,occurrence,5215,Cascavel
412405,2000,occurrence,554,Santa Terezinha de Itaipu
510630,2000,occurrence,289,Paranatinga
521800,2000,occurrence,918,Porangatu
522040,2000,occurrence,307,São Simão
314400,2000,occurrence,477,Mutum
320530,2005,residence,4324,Vitória
320455,2005,residence,538,Santa Maria de Jetibá
320190,2005,residence,562,Domingos Martins
320290,2005,residence,120,Itarana
320420,2005,residence,223,Piúma
320435,2005,residence,207,Rio Bananal
320320,2005,residence,2435,Linhares
320170,2005,residence,170,Conceição do Castelo
320060,2005,residence,1220,Aracruz
320250,2005,residence,116,Ibiraçu
320240,2005,residence,1537,Guarapari
320030,2005,residence,166,Alfredo Chaves
320506,2005,residence,278,Venda Nova do Imigrante
320370,2005,residence,282,Muniz Freire
320115,2005,residence,212,Brejetuba
320332,2005,residence,381,Marataízes
320440,2005,residence,142,Rio Novo do Sul
320280,2005,residence,362,Itapemirim
320316,2005,residence,119,Laranja da Terra
320130,2005,residence,5692,Cariacica
320510,2005,residence,1030,Viana
320520,2005,residence,5716,Vila Velha
320500,2005,residence,6528,Serra
320450,2005,residence,118,Santa Leopoldina
320080,2005,residence,488,Baixo Guandu
320334,2005,residence,234,Marechal Floriano
320040,2005,residence,339,Anchieta
320260,2005,residence,141,Iconha
320270,2005,residence,200,Itaguaçu
320010,2005,residence,512,Afonso Cláudio
320220,2005,residence,233,Fundão
320460,2005,residence,320,Santa Teresa
320495,2005,residence,104,São Roque do Canaã
320503,2005,residence,275,Vargem Alta
320120,2005,residence,2972,Cachoeiro de Itapemirim
320020,2005,residence,416,Alegre
320480,2005,residence,138,São José do Calçado
320230,2005,residence,436,Guaçuí
320255,2005,residence,205,Ibitirama
320050,2005,residence,102,Apiacá
320340,2005,residence,380,Mimoso do Sul
320380,2005,residence,185,Muqui
320070,2005,residence,117,Atilio Vivacqua
320310,2005,residence,127,Jerônimo Monteiro
320300,2005,residence,459,Iúna
320245,2005,residence,370,Ibatiba
320265,2005,residence,164,Irupi
320430,2005,residence,108,Presidente Kennedy
320140,2005,residence,466,Castelo
320501,2005,residence,442,Sooretama
320305,2005,residence,439,Jaguaré
320490,2005,residence,1932,São Mateus
320350,2005,residence,276,Montanha
320150,2005,residence,1467,Colatina
320470,2005,residence,453,São Gabriel da Palha
320400,2005,residence,339,Pancas
320013,2005,residence,124,Águia Branca
320180,2005,residence,69,Divino de São Lourenço
320090,2005,residence,641,Barra de São Francisco
320390,2005,residence,634,Nova Venécia
320016,2005,residence,165,Água Doce do Norte
320330,2005,residence,186,Mantenópolis
320210,2005,residence,352,Ecoporanga
320100,2005,residence,255,Boa Esperança
320410,2005,residence,398,Pinheiros
320335,2005,residence,122,Marilândia
320225,2005,residence,120,Governador Lindenberg
320035,2005,residence,130,Alto Rio Novo
320517,2005,residence,180,Vila Valério
320465,2005,residence,104,São Domingos do Norte
320160,2005,residence,427,Conceição da Barra
320405,2005,residence,504,Pedro Canário
320425,2005,residence,98,Ponto Belo
320360,2005,residence,98,Mucurici
320313,2005,residence,216,João Neiva
320515,2005,residence,77,Vila Pavão
320200,2005,residence,86,Dores do Rio Preto
320110,2005,residence,91,Bom Jesus do Norte
320455,2005,occurrence,511,Santa Maria de Jetibá
320420,2005,occurrence,202,Piúma
320435,2005,occurrence,161,Rio Bananal
320170,2005,occurrence,154,Conceição do Castelo
320060,2005,occurrence,1165,Aracruz
320030,2005,occurrence,72,Alfredo Chaves
320506,2005,occurrence,512,Venda Nova do Imigrante
320280,2005,occurrence,570,Itapemirim
320316,2005,occurrence,5,Laranja da Terra
320130,2005,occurrence,2951,Cariacica
320450,2005,occurrence,44,Santa Leopoldina
320040,2005,occurrence,418,Anchieta
320270,2005,occurrence,160,Itaguaçu
320190,2005,occurrence,610,Domingos Martins
320240,2005,occurrence,1286,Guarapari
320010,2005,occurrence,631,Afonso Cláudio
320460,2005,occurrence,518,Santa Teresa
320503,2005,occurrence,193,Vargem Alta
320440,2005,occurrence,59,Rio Novo do Sul
320480,2005,occurrence,188,São José do Calçado
320380,2005,occurrence,210,Muqui
320340,2005,occurrence,340,Mimoso do Sul
320370,2005,occurrence,243,Muniz Freire
320310,2005,occurrence,18,Jerônimo Monteiro
320300,2005,occurrence,614,Iúna
320245,2005,occurrence,406,Ibatiba
320020,2005,occurrence,413,Alegre
320080,2005,occurrence,595,Baixo Guandu
320090,2005,occurrence,841,Barra de São Francisco
320100,2005,occurrence,228,Boa Esperança
320150,2005,occurrence,1872,Colatina
320330,2005,occurrence,193,Mantenópolis
320470,2005,occurrence,719,São Gabriel da Palha
320160,2005,occurrence,336,Conceição da Barra
320260,2005,occurrence,167,Iconha
320290,2005,occurrence,71,Itarana
320400,2005,occurrence,393,Pancas
320390,2005,occurrence,744,Nova Venécia
320360,2005,occurrence,180,Mucurici
320410,2005,occurrence,366,Pinheiros
320230,2005,occurrence,747,Guaçuí
320520,2005,occurrence,7040,Vila Velha
320220,2005,occurrence,3,Fundão
320255,2005,occurrence,3,Ibitirama
320016,2005,occurrence,3,Água Doce do Norte
320334,2005,occurrence,1,Marechal Floriano
320013,2005,occurrence,1,Águia Branca
320430,2005,occurrence,1,Presidente Kennedy
211110,2005,occurrence,915,São João dos Patos
311550,2005,occurrence,252,Caxambu
310860,2005,occurrence,876,Brasília de Minas
311330,2005,occurrence,1172,Carangola
313770,2005,occurrence,325,Lajinha
313950,2005,occurrence,640,Manhumirim
313180,2005,occurrence,235,Itabirinha
311570,2005,occurrence,120,Central de Minas
313960,2005,occurrence,573,Mantena
315430,2005,occurrence,520,Resplendor
314710,2005,occurrence,1571,Pará de Minas
410480,2005,occurrence,5020,Cascavel
412820,2005,occurrence,1235,União da Vitória
330220,2005,occurrence,1384,Itaperuna
330060,2005,occurrence,805,Bom Jesus do Itabapoana
330100,2005,occurrence,8440,Campos dos Goytacazes
330400,2005,occurrence,347,Piraí
354880,2005,occurrence,1255,São Caetano do Sul
350600,2005,occurrence,5323,Bauru
520545,2005,occurrence,99,Cezarina
521000,2005,occurrence,715,Inhumas
320160,2010,residence,452,Conceição da Barra
320405,2010,residence,409,Pedro Canário
320530,2010,residence,4575,Vitória
320305,2010,residence,394,Jaguaré
320320,2010,residence,2400,Linhares
320410,2010,residence,382,Pinheiros
320080,2010,residence,391,Baixo Guandu
320270,2010,residence,151,Itaguaçu
320010,2010,residence,453,Afonso Cláudio
320506,2010,residence,280,Venda Nova do Imigrante
320200,2010,residence,93,Dores do Rio Preto
320330,2010,residence,196,Mantenópolis
320180,2010,residence,52,Divino de São Lourenço
320255,2010,residence,136,Ibitirama
320230,2010,residence,419,Guaçuí
320016,2010,residence,160,Água Doce do Norte
320245,2010,residence,334,Ibatiba
320300,2010,residence,370,Iúna
320265,2010,residence,163,Irupi
320332,2010,residence,486,Marataízes
320020,2010,residence,398,Alegre
320400,2010,residence,251,Pancas
320090,2010,residence,622,Barra de São Francisco
320013,2010,residence,128,Águia Branca
320390,2010,residence,653,Nova Venécia
320035,2010,residence,109,Alto Rio Novo
320470,2010,residence,451,São Gabriel da Palha
320130,2010,residence,5942,Cariacica
320360,2010,residence,88,Mucurici
320425,2010,residence,94,Ponto Belo
320520,2010,residence,5820,Vila Velha
320490,2010,residence,1695,São Mateus
320115,2010,residence,173,Brejetuba
320316,2010,residence,98,Laranja da Terra
320190,2010,residence,425,Domingos Martins
320455,2010,residence,587,Santa Maria de Jetibá
320290,2010,residence,104,Itarana
320120,2010,residence,2657,Cachoeiro de Itapemirim
320040,2010,residence,316,Anchieta
320030,2010,residence,116,Alfredo Chaves
320420,2010,residence,205,Piúma
320280,2010,residence,471,Itapemirim
320240,2010,residence,1539,Guarapari
320260,2010,residence,134,Iconha
320440,2010,residence,127,Rio Novo do Sul
320220,2010,residence,279,Fundão
320250,2010,residence,134,Ibiraçu
320313,2010,residence,172,João Neiva
320060,2010,residence,1305,Aracruz
