municipality_code,year,measure_type,live_births,municipality_name
140020,2015,residence,414,Caracaraí
140070,2015,residence,518,Uiramutã
140010,2015,residence,6719,Boa Vista
140045,2015,residence,361,Pacaraima
140040,2015,residence,442,Normandia
140005,2015,occurrence,382,Alto Alegre
140002,2015,occurrence,173,Amajari
140017,2015,occurrence,26,Cantá
140050,2015,occurrence,13,São João da Baliza
140060,2015,occurrence,8,São Luiz
140015,2015,occurrence,100,Bonfim
140030,2015,occurrence,46,Mucajaí
140070,2015,occurrence,262,Uiramutã
140023,2015,occurrence,11,Caroebe
140020,2015,occurrence,72,Caracaraí
140045,2015,occurrence,138,Pacaraima
140040,2015,occurrence,200,Normandia
140028,2015,occurrence,45,Iracema
430400,2000,residence,117,Campo Novo
431170,2000,residence,102,Machadinho
431240,2000,residence,947,Montenegro
431720,2000,residence,1156,Santa Rosa
432350,2000,residence,52,Vista Alegre
431113,2000,residence,51,Jari
431490,2000,residence,23527,Porto Alegre
430640,2000,residence,332,Dois Irmãos
430235,2000,residence,141,Bom Princípio
431890,2000,residence,705,São Luiz Gonzaga
430440,2000,residence,792,Canela
431560,2000,residence,3329,Rio Grande
431140,2000,residence,1038,Lajeado
431210,2000,residence,102,Mata
430930,2000,residence,1957,Guaíba
430245,2000,residence,150,Boqueirão do Leão
431810,2000,residence,269,São Francisco de Assis
431990,2000,residence,1588,Sapiranga
432085,2000,residence,42,Tabaí
430880,2000,residence,132,General Câmara
431150,2000,residence,118,Lavras do Sul
430460,2000,residence,5969,Canoas
432120,2000,residence,848,Taquara
432270,2000,residence,315,Vera Cruz
430340,2000,residence,105,Caiçara
431970,2000,residence,50,São Valentim
432100,2000,residence,154,Tapera
430063,2000,residence,87,Amaral Ferrador
430160,2000,residence,2153,Bagé
430780,2000,residence,427,Estrela
430587,2000,residence,29,Coronel Barros
431480,2000,residence,409,Portão
430637,2000,residence,34,Dilermando de Aguiar
431213,2000,residence,34,Mato Castelhano
432280,2000,residence,222,Veranópolis
430490,2000,residence,97,Casca
431050,2000,residence,165,Iraí
431310,2000,residence,109,Nova Palma
430807,2000,residence,42,Fazenda Vilanova
431643,2000,residence,30,Saldanha Marinho
430500,2000,residence,134,Catuípe
430740,2000,residence,71,Esmeralda
431513,2000,residence,20,Pouso Novo
430530,2000,residence,122,Chapada
431100,2000,residence,572,Jaguarão
431725,2000,residence,17,Santa Tereza
431179,2000,residence,22,Maratá
432040,2000,residence,149,Serafina Corrêa
430680,2000,residence,260,Encantado
431060,2000,residence,850,Itaqui
432215,2000,residence,103,Tunas
430510,2000,residence,5909,Caxias do Sul
431840,2000,residence,385,São Jerônimo
431340,2000,residence,4078,Novo Hamburgo
431640,2000,residence,769,Rosário do Sul
430700,2000,residence,1623,Erechim
431360,2000,residence,52,Paim Filho
431620,2000,residence,67,Rondinha
431880,2000,residence,620,São Lourenço do Sul
431000,2000,residence,266,Ibirubá
430535,2000,residence,522,Charqueadas
431510,2000,residence,207,Porto Xavier
431555,2000,residence,87,Rio dos Índios
432150,2000,residence,574,Torres
431330,2000,residence,285,Nova Prata
431862,2000,residence,76,São José dos Ausentes
431900,2000,residence,283,São Marcos
432166,2000,residence,143,Três Cachoeiras
430467,2000,residence,53,Capivari do Sul
431173,2000,residence,54,Mampituba
431244,2000,residence,44,Morrinhos do Sul
430360,2000,residence,167,Cambará do Sul
432300,2000,residence,4601,Viamão
430463,2000,residence,761,Capão da Canoa
431112,2000,residence,88,Jaquirana
431410,2000,residence,3169,Passo Fundo
432023,2000,residence,49,Sede Nova
430050,2000,residence,156,Alpestre
431270,2000,residence,340,Nonoai
432310,2000,residence,118,Vicente Dutra
431470,2000,residence,277,Planalto
430450,2000,residence,811,Canguçu
431190,2000,residence,89,Marcelino Ramos
430185,2000,residence,61,Barra do Guarita
431449,2000,residence,63,Pinheirinho do Vale
431247,2000,residence,63,Morro Reuter
431540,2000,residence,259,Redentora
431405,2000,residence,939,Parobé
430850,2000,residence,471,Frederico Westphalen
431320,2000,residence,201,Nova Petrópolis
432080,2000,residence,565,Soledade
430040,2000,residence,1430,Alegrete
431175,2000,residence,81,Manoel Viana
432240,2000,residence,2850,Uruguaiana
430155,2000,residence,44,Áurea
432163,2000,residence,24,Três Arroios
430511,2000,residence,30,Centenário
430170,2000,residence,88,Barão de Cotegipe
432143,2000,residence,173,Terra de Areia
431177,2000,residence,106,Maquiné
430545,2000,residence,167,Cidreira
432380,2000,residence,162,Xangri-lá
430105,2000,residence,94,Arroio do Sal
431445,2000,residence,75,Pinhal
432225,2000,residence,34,Tupandi
432110,2000,residence,358,Tapes
431820,2000,residence,364,São Francisco de Paula
431650,2000,residence,77,Salvador do Sul
431940,2000,residence,262,São Pedro do Sul
431532,2000,residence,32,Quevedos
431120,2000,residence,423,Júlio de Castilhos
431830,2000,residence,1128,São Gabriel
431033,2000,residence,219,Imbé
431380,2000,residence,161,Palmitinho
432183,2000,residence,54,Três Forquilhas
431350,2000,residence,682,Osório
430655,2000,residence,30,Dom Pedro de Alcântara
432160,2000,residence,764,Tramandaí
431365,2000,residence,198,Palmares do Sul
430471,2000,residence,73,Caraá
431760,2000,residence,574,Santo Antônio da Patrulha
432135,2000,residence,51,Tavares
431250,2000,residence,178,Mostardas
431085,2000,residence,70,Jaboticaba
431344,2000,residence,26,Novo Tiradentes
431370,2000,residence,726,Palmeira das Missões
431845,2000,residence,45,São José das Missões
431142,2000,residence,53,Lajeado do Bugre
432140,2000,residence,312,Tenente Portela
430515,2000,residence,46,Cerro Grande
431349,2000,residence,50,Novo Barreiro
430215,2000,residence,34,Boa Vista das Missões
431642,2000,residence,37,Sagrada Família
430195,2000,residence,25,Barra Funda
431590,2000,residence,108,Rodeio Bonito
430730,2000,residence,181,Erval Seco
432195,2000,residence,106,Trindade do Sul
430912,2000,residence,34,Gramado dos Loureiros
430590,2000,residence,142,Coronel Bicaco
430695,2000,residence,66,Entre Rios do Sul
432185,2000,residence,63,Três Palmeiras
431610,2000,residence,145,Ronda Alta
432010,2000,residence,313,Sarandi
431295,2000,residence,16,Nova Boa Vista
431160,2000,residence,92,Liberato Salzano
430580,2000,residence,173,Constantina
430692,2000,residence,44,Engenho Velho
430260,2000,residence,89,Braga
431690,2000,residence,4159,Santa Maria
431960,2000,residence,395,São Sepé
430670,2000,residence,54,Dona Francisca
430010,2000,residence,290,Agudo
431053,2000,residence,67,Itaara
431402,2000,residence,89,Paraíso do Sul
431750,2000,residence,1414,Santo Ângelo
430840,2000,residence,88,Formigueiro
432220,2000,residence,399,Tupanciretã
431645,2000,residence,206,Salto do Jacuí
431912,2000,residence,24,São Martinho da Serra
431390,2000,residence,612,Panambi
430150,2000,residence,95,Augusto Pestana
431115,2000,residence,131,Jóia
430020,2000,residence,98,Ajuricaba
431430,2000,residence,48,Pejuçara
431041,2000,residence,41,Inhacorá
431780,2000,residence,264,Santo Augusto
430540,2000,residence,95,Chiapetta
430860,2000,residence,313,Garibaldi
431020,2000,residence,1371,Ijuí
431973,2000,residence,50,São Valério do Sul
431333,2000,residence,34,Nova Ramada
430642,2000,residence,47,Dois Irmãos das Missões
430570,2000,residence,96,Condor
430140,2000,residence,152,Arvorezinha
430070,2000,residence,73,Anta Gorda
430100,2000,residence,188,Arroio do Meio
431057,2000,residence,41,Itapuca
430620,2000,residence,107,Cruzeiro do Sul
430469,2000,residence,21,Capitão
430240,2000,residence,152,Bom Retiro do Sul
430200,2000,residence,188,Barros Cassal
431030,2000,residence,58,Ilópolis
430830,2000,residence,175,Fontoura Xavier
430675,2000,residence,13,Doutor Ricardo
431580,2000,residence,96,Roca Sales
431520,2000,residence,56,Putinga
431415,2000,residence,60,Paverama
431545,2000,residence,17,Relvado
431515,2000,residence,95,Progresso
431675,2000,residence,51,Santa Clara do Sul
431846,2000,residence,41,São José do Herval
432045,2000,residence,31,Sério
432130,2000,residence,359,Taquari
432145,2000,residence,327,Teutônia
432285,2000,residence,17,Vespasiano Correa
431036,2000,residence,37,Imigrante
431710,2000,residence,1760,Santana do Livramento
430187,2000,residence,61,Barra do Quaraí
431171,2000,residence,56,Maçambara
430290,2000,residence,227,Cacequi
432190,2000,residence,357,Três Passos
430745,2000,residence,53,Esperança do Sul
430237,2000,residence,43,Bom Progresso
432147,2000,residence,112,Tiradentes do Sul
432170,2000,residence,322,Três Coroas
431010,2000,residence,514,Igrejinha
430955,2000,residence,41,Harmonia
431950,2000,residence,383,São Sebastião do Caí
431850,2000,residence,371,São José do Norte
431730,2000,residence,601,Santa Vitória do Palmar
430543,2000,residence,81,Chuí
431460,2000,residence,273,Piratini
431440,2000,residence,5636,Pelotas
431245,2000,residence,75,Morro Redondo
430710,2000,residence,155,Herval
430130,2000,residence,307,Arroio Grande
431420,2000,residence,110,Pedro Osório
430512,2000,residence,73,Cerrito
431800,2000,residence,1181,São Borja
431055,2000,residence,52,Itacurubi
430865,2000,residence,41,Garruchos
431455,2000,residence,52,Pirapó
431630,2000,residence,105,Roque Gonzales
430693,2000,residence,136,Entre-Ijuís
430520,2000,residence,169,Cerro Largo
431647,2000,residence,21,Salvador das Missões
430950,2000,residence,138,Guarani das Missões
432032,2000,residence,35,Senador Salgado Filho
432234,2000,residence,27,Ubiretama
430330,2000,residence,98,Caibaté
431770,2000,residence,201,Santo Antônio das Missões
432057,2000,residence,28,Sete de Setembro
432375,2000,residence,34,Vitória das Missões
430783,2000,residence,44,Eugênio de Castro
431920,2000,residence,122,São Nicolau
430250,2000,residence,117,Bossoroca
430635,2000,residence,49,Dezesseis de Novembro
432260,2000,residence,953,Venâncio Aires
431407,2000,residence,36,Passo do Sobrado
431215,2000,residence,38,Mato Leitão
432000,2000,residence,2469,Sapucaia do Sul
432252,2000,residence,20,Vale Verde
430470,2000,residence,1020,Carazinho
430870,2000,residence,72,Gaurama
430380,2000,residence,114,Campinas do Sul
431090,2000,residence,44,Jacutinga
432290,2000,residence,66,Viadutos
430485,2000,residence,23,Carlos Gomes
432060,2000,residence,48,Severiano de Almeida
431070,2000,residence,84,Itatiba do Sul
430660,2000,residence,761,Dom Pedrito
430435,2000,residence,154,Candiota
431205,2000,residence,48,Marques de Souza
431260,2000,residence,45,Muçum
431300,2000,residence,57,Nova Bréscia
431275,2000,residence,62,Nova Alvorada
430915,2000,residence,85,Gramado Xavier
430940,2000,residence,321,Guaporé
430225,2000,residence,19,Boa Vista do Sul
430800,2000,residence,90,Faxinal do Soturno
430513,2000,residence,64,Cerro Branco
431550,2000,residence,224,Restinga Seca
432065,2000,residence,21,Silveira Martins
431110,2000,residence,173,Jaguari
431980,2000,residence,154,São Vicente do Sul
430410,2000,residence,63,Campos Borges
431127,2000,residence,23,Lagoa dos Três Cantos
431265,2000,residence,221,Não-Me-Toque
431860,2000,residence,104,São José do Ouro
431180,2000,residence,469,Marau
430355,2000,residence,29,Camargo
431125,2000,residence,117,Lagoão
432050,2000,residence,97,Sertão
430965,2000,residence,106,Hulha Negra
431450,2000,residence,215,Pinheiro Machado
430607,2000,residence,59,Cristal do Sul
432132,2000,residence,37,Taquaruçu do Sul
430350,2000,residence,1128,Camaquã
431740,2000,residence,869,Santiago
431303,2000,residence,51,Nova Esperança do Sul
431130,2000,residence,495,Lagoa Vermelha
430320,2000,residence,93,Cacique Doble
430957,2000,residence,54,Herveiras
431570,2000,residence,601,Rio Pardo
430163,2000,residence,65,Balneário Pinhal
430468,2000,residence,167,Capela de Santana
431403,2000,residence,33,Pareci Novo
430110,2000,residence,195,Arroio dos Ratos
430676,2000,residence,525,Eldorado do Sul
431935,2000,residence,56,São Pedro da Serra
432055,2000,residence,73,Sertão Santana
431198,2000,residence,59,Mariana Pimentel
431848,2000,residence,30,São José do Hortêncio
431805,2000,residence,39,São Domingos do Sul
431842,2000,residence,67,São João da Urtiga
432090,2000,residence,234,Tapejara
430597,2000,residence,47,Coxilha
432320,2000,residence,47,Victor Graeff
431775,2000,residence,25,Santo Antônio do Planalto
432218,2000,residence,24,Tupanci do Sul
430995,2000,residence,81,Ibirapuitã
430495,2000,residence,45,Caseiros
430420,2000,residence,529,Candelária
432020,2000,residence,206,Seberi
432237,2000,residence,44,Unistalda
432149,2000,residence,33,Toropi
431447,2000,residence,80,Pinhal Grande
430085,2000,residence,59,Arambaré
430270,2000,residence,350,Butiá
430190,2000,residence,194,Barra do Ribeiro
432200,2000,residence,418,Triunfo
431225,2000,residence,118,Minas do Leão
432335,2000,residence,39,Vila Lângaro
430750,2000,residence,252,Espumoso
430650,2000,residence,258,Dom Feliciano
431600,2000,residence,309,Rolante
430544,2000,residence,79,Chuvisca
432035,2000,residence,56,Sentinela do Sul
430265,2000,residence,44,Brochier
430165,2000,residence,55,Barão
431575,2000,residence,73,Riozinho
431530,2000,residence,418,Quaraí
430537,2000,residence,105,Charrua
432345,2000,residence,56,Vila Nova do Sul
431910,2000,residence,75,São Martinho
432026,2000,residence,116,Segredo
431843,2000,residence,39,São João do Polêsine
430300,2000,residence,1456,Cachoeira do Sul
430466,2000,residence,390,Capão do Leão
432230,2000,residence,128,Tuparendi
431915,2000,residence,115,São Miguel das Missões
430900,2000,residence,299,Giruá
431477,2000,residence,65,Pontão
432162,2000,residence,18,Travesseiro
431680,2000,residence,1892,Santa Cruz do Sul
430558,2000,residence,14,Colinas
431475,2000,residence,24,Poço das Antas
430645,2000,residence,28,Dois Lajeados
430610,2000,residence,1280,Cruz Alta
431075,2000,residence,27,Ivorá
430697,2000,residence,46,Erebango
430890,2000,residence,245,Getúlio Vargas
430755,2000,residence,80,Estação
430805,2000,residence,57,Faxinalzinho
430205,2000,residence,90,Benjamin Constant do Sul
430720,2000,residence,88,Erval Grande
431395,2000,residence,187,Pantano Grande
430960,2000,residence,273,Horizontina
431230,2000,residence,86,Miraguaí
430560,2000,residence,26,Colorado
431670,2000,residence,158,Santa Bárbara do Sul
430175,2000,residence,106,Barão do Triunfo
430517,2000,residence,119,Cerro Grande do Sul
431844,2000,residence,23,São Jorge
430810,2000,residence,153,Feliz
430057,2000,residence,23,Alto Feliz
430910,2000,residence,453,Gramado
431975,2000,residence,12,São Vendelino
430210,2000,residence,1291,Bento Gonçalves
431442,2000,residence,66,Picada Café
432250,2000,residence,1146,Vacaria
430480,2000,residence,236,Carlos Barbosa
432070,2000,residence,277,Sobradinho
431937,2000,residence,40,São Pedro do Butiá
432253,2000,residence,163,Vale do Sol
432067,2000,residence,118,Sinimbu
431660,2000,residence,212,Sananduva
431242,2000,residence,42,Mormaço
431755,2000,residence,19,Santo Antônio do Palma
432255,2000,residence,13,Vanini
430005,2000,residence,42,Água Santa
430980,2000,residence,68,Ibiaçá
430990,2000,residence,109,Ibiraiaras
430180,2000,residence,84,Barracão
430055,2000,residence,17,Alto Alegre
430585,2000,residence,39,Coqueiros do Sul
430550,2000,residence,68,Ciríaco
431262,2000,residence,38,Muliterno
431267,2000,residence,18,Nicolau Vergueiro
431235,2000,residence,16,Montauri
430632,2000,residence,76,Derrubadas
432370,2000,residence,39,Vista Gaúcha
430905,2000,residence,66,Glorinha
432340,2000,residence,46,Vila Maria
431795,2000,residence,42,Santo Expedito do Sul
430630,2000,residence,64,David Canabarro
430064,2000,residence,177,Ametista do Sul
431870,2000,residence,3928,São Leopoldo
432232,2000,residence,45,Turuçu
431700,2000,residence,128,Santana da Boa Vista
430090,2000,residence,72,Aratiba
430280,2000,residence,563,Caçapava do Sul
431930,2000,residence,105,São Paulo das Missões
431162,2000,residence,97,Lindolfo Collor
431080,2000,residence,244,Ivoti
431337,2000,residence,233,Nova Santa Rita
431514,2000,residence,36,Presidente Lucena
431695,2000,residence,59,Santa Maria do Herval
431306,2000,residence,283,Nova Hartz
430310,2000,residence,2153,Cachoeirinha
432180,2000,residence,353,Três de Maio
430600,2000,residence,223,Crissiumal
430770,2000,residence,1448,Esteio
431535,2000,residence,28,Quinze de Novembro
432030,2000,residence,69,Selbach
430845,2000,residence,83,Fortaleza dos Valos
431200,2000,residence,33,Mariano Moro
431220,2000,residence,91,Maximiliano de Almeida
430192,2000,residence,23,Barra do Rio Azul
431406,2000,residence,91,Passa Sete
430970,2000,residence,74,Humaitá
430030,2000,residence,100,Alecrim
430370,2000,residence,83,Campina das Missões
430430,2000,residence,88,Cândido Godói
430220,2000,residence,88,Boa Vista do Buricá
431849,2000,residence,29,São José do Inhacorá
430045,2000,residence,63,Alegria
432210,2000,residence,68,Tucunduva
431342,2000,residence,53,Novo Machado
430673,2000,residence,83,Doutor Maurício Cardoso
431040,2000,residence,116,Independência
431500,2000,residence,67,Porto Lucena
431790,2000,residence,195,Santo Cristo
431505,2000,residence,23,Porto Mauá
431301,2000,residence,29,Nova Candelária
431507,2000,residence,21,Porto Vera Cruz
430825,2000,residence,32,Floriano Peixoto
431046,2000,residence,35,Ipiranga do Sul
431478,2000,residence,20,Ponte Preta
430920,2000,residence,4502,Gravataí
430885,2000,residence,10,Gentil
430975,2000,residence,87,Ibarama
430060,2000,residence,4366,Alvorada
430781,2000,residence,57,Estrela Velha
430605,2000,residence,135,Cristal
431400,2000,residence,65,Paraí
431339,2000,residence,37,Novo Cabrais
430690,2000,residence,463,Encruzilhada do Sul
431971,2000,residence,19,São Valentim do Sul
430760,2000,residence,690,Estância Velha
430087,2000,residence,79,Araricá
431290,2000,residence,98,Nova Bassano
430790,2000,residence,866,Farroupilha
431280,2000,residence,20,Nova Araçá
430820,2000,residence,333,Flores da Cunha
432254,2000,residence,61,Vale Real
431308,2000,residence,16,Nova Pádua
431043,2000,residence,51,Ipê
430080,2000,residence,171,Antônio Prado
431238,2000,residence,20,Monte Belo do Sul
430786,2000,residence,21,Fagundes Varela
431335,2000,residence,28,Nova Roma do Sul
430595,2000,residence,36,Cotiporã
432330,2000,residence,35,Vila Flores
430230,2000,residence,259,Bom Jesus
431164,2000,residence,14,Linha Nova
430367,2000,residence,46,Campestre da Serra
430066,2000,residence,9,André da Rocha
430390,2000,residence,879,Campo Bom
431261,2000,residence,40,Muitos Capões
432235,2000,residence,14,União da Serra
432360,2000,residence,23,Vista Alegre do Prata
430925,2000,residence,8,Guabiju
431517,2000,residence,21,Protásio Alves
430120,2000,residence,202,Arroio do Tigre
430705,2000,residence,51,Ernestina
431237,2000,residence,57,Monte Alegre dos Campos
170720,2000,occurrence,85,Dois Irmãos do Tocantins
354680,2000,occurrence,2154,Santa Isabel
420690,2000,occurrence,537,Ibirama
421870,2000,occurrence,2177,Tubarão
420460,2000,occurrence,3013,Criciúma
420960,2000,occurrence,294,Lauro Muller
421160,2000,occurrence,386,Nova Veneza
421770,2000,occurrence,608,Sombrio
421810,2000,occurrence,116,Timbé do Sul
420140,2000,occurrence,1184,Araranguá
421380,2000,occurrence,203,Praia Grande
421600,2000,occurrence,209,São Carlos
420420,2000,occurrence,2959,Chapecó
421210,2000,occurrence,266,Palmitos
421050,2000,occurrence,450,Maravilha
420410,2000,occurrence,233,Caxambu do Sul
420430,2000,occurrence,1228,Concórdia
420840,2000,occurrence,280,Itapiranga
421875,2000,occurrence,96,Tunápolis
420765,2000,occurrence,108,Iporã do Oeste
421720,2000,occurrence,718,São Miguel do Oeste
421003,2000,occurrence,282,Luzerna
430040,2000,occurrence,1498,Alegrete
430463,2000,occurrence,1149,Capão da Canoa
431240,2000,occurrence,1099,Montenegro
430350,2000,occurrence,1353,Camaquã
432110,2000,occurrence,367,Tapes
431820,2000,occurrence,291,São Francisco de Paula
431950,2000,occurrence,479,São Sebastião do Caí
431650,2000,occurrence,131,Salvador do Sul
431940,2000,occurrence,292,São Pedro do Sul
431110,2000,occurrence,202,Jaguari
431310,2000,occurrence,184,Nova Palma
432220,2000,occurrence,389,Tupanciretã
431210,2000,occurrence,112,Mata
431120,2000,occurrence,393,Júlio de Castilhos
431830,2000,occurrence,1156,São Gabriel
432160,2000,occurrence,1137,Tramandaí
432150,2000,occurrence,898,Torres
431350,2000,occurrence,762,Osório
431365,2000,occurrence,252,Palmares do Sul
431760,2000,occurrence,576,Santo Antônio da Patrulha
431250,2000,occurrence,147,Mostardas
431010,2000,occurrence,639,Igrejinha
432120,2000,occurrence,857,Taquara
431405,2000,occurrence,279,Parobé
431600,2000,occurrence,661,Rolante
431720,2000,occurrence,1173,Santa Rosa
431085,2000,occurrence,67,Jaboticaba
431370,2000,occurrence,1038,Palmeira das Missões
431540,2000,occurrence,238,Redentora
432195,2000,occurrence,133,Trindade do Sul
430590,2000,occurrence,110,Coronel Bicaco
431620,2000,occurrence,63,Rondinha
430530,2000,occurrence,106,Chapada
431610,2000,occurrence,179,Ronda Alta
432010,2000,occurrence,353,Sarandi
430580,2000,occurrence,194,Constantina
430260,2000,occurrence,45,Braga
432100,2000,occurrence,163,Tapera
431390,2000,occurrence,587,Panambi
430500,2000,occurrence,100,Catuípe
430150,2000,occurrence,81,Augusto Pestana
430400,2000,occurrence,130,Campo Novo
431430,2000,occurrence,31,Pejuçara
430020,2000,occurrence,89,Ajuricaba
430540,2000,occurrence,118,Chiapetta
431780,2000,occurrence,450,Santo Augusto
431115,2000,occurrence,87,Jóia
431020,2000,occurrence,1510,Ijuí
430570,2000,occurrence,90,Condor
430140,2000,occurrence,194,Arvorezinha
431030,2000,occurrence,85,Ilópolis
430070,2000,occurrence,62,Anta Gorda
430100,2000,occurrence,178,Arroio do Meio
430245,2000,occurrence,187,Boqueirão do Leão
430620,2000,occurrence,62,Cruzeiro do Sul
431300,2000,occurrence,72,Nova Bréscia
430240,2000,occurrence,150,Bom Retiro do Sul
432145,2000,occurrence,390,Teutônia
430200,2000,occurrence,172,Barros Cassal
430830,2000,occurrence,131,Fontoura Xavier
430680,2000,occurrence,313,Encantado
430780,2000,occurrence,497,Estrela
431140,2000,occurrence,1140,Lajeado
431580,2000,occurrence,65,Roca Sales
431520,2000,occurrence,43,Putinga
431415,2000,occurrence,11,Paverama
431545,2000,occurrence,8,Relvado
431515,2000,occurrence,158,Progresso
431205,2000,occurrence,76,Marques de Souza
431846,2000,occurrence,31,São José do Herval
432045,2000,occurrence,31,Sério
432130,2000,occurrence,382,Taquari
431260,2000,occurrence,55,Muçum
431710,2000,occurrence,1767,Santana do Livramento
430187,2000,occurrence,23,Barra do Quaraí
431060,2000,occurrence,863,Itaqui
432240,2000,occurrence,2871,Uruguaiana
431640,2000,occurrence,771,Rosário do Sul
432170,2000,occurrence,299,Três Coroas
431560,2000,occurrence,3339,Rio Grande
431730,2000,occurrence,652,Santa Vitória do Palmar
431460,2000,occurrence,244,Piratini
431850,2000,occurrence,344,São José do Norte
430710,2000,occurrence,129,Herval
431245,2000,occurrence,76,Morro Redondo
430543,2000,occurrence,16,Chuí
430130,2000,occurrence,250,Arroio Grande
431420,2000,occurrence,83,Pedro Osório
430450,2000,occurrence,825,Canguçu
431800,2000,occurrence,1247,São Borja
431510,2000,occurrence,240,Porto Xavier
431750,2000,occurrence,1672,Santo Ângelo
431455,2000,occurrence,30,Pirapó
430520,2000,occurrence,198,Cerro Largo
430950,2000,occurrence,189,Guarani das Missões
430330,2000,occurrence,97,Caibaté
431770,2000,occurrence,183,Santo Antônio das Missões
431890,2000,occurrence,813,São Luiz Gonzaga
432260,2000,occurrence,1021,Venâncio Aires
430545,2000,occurrence,3,Cidreira
430660,2000,occurrence,739,Dom Pedrito
430290,2000,occurrence,195,Cacequi
431960,2000,occurrence,386,São Sepé
431100,2000,occurrence,602,Jaguarão
430470,2000,occurrence,1093,Carazinho
431265,2000,occurrence,254,Não-Me-Toque
430320,2000,occurrence,103,Cacique Doble
431860,2000,occurrence,187,São José do Ouro
431180,2000,occurrence,550,Marau
430750,2000,occurrence,273,Espumoso
432050,2000,occurrence,121,Sertão
432080,2000,occurrence,729,Soledade
431125,2000,occurrence,51,Lagoão
430160,2000,occurrence,2362,Bagé
431450,2000,occurrence,303,Pinheiro Machado
431150,2000,occurrence,91,Lavras do Sul
430965,2000,occurrence,3,Hulha Negra
430850,2000,occurrence,470,Frederico Westphalen
430340,2000,occurrence,93,Caiçara
432370,2000,occurrence,124,Vista Gaúcha
432140,2000,occurrence,410,Tenente Portela
431380,2000,occurrence,263,Palmitinho
431590,2000,occurrence,222,Rodeio Bonito
432132,2000,occurrence,48,Taquaruçu do Sul
431980,2000,occurrence,175,São Vicente do Sul
431550,2000,occurrence,184,Restinga Seca
431740,2000,occurrence,1045,Santiago
431130,2000,occurrence,494,Lagoa Vermelha
432253,2000,occurrence,165,Vale do Sol
431570,2000,occurrence,746,Rio Pardo
430535,2000,occurrence,318,Charqueadas
431840,2000,occurrence,748,São Jerônimo
430110,2000,occurrence,214,Arroio dos Ratos
430930,2000,occurrence,1642,Guaíba
431805,2000,occurrence,51,São Domingos do Sul
431660,2000,occurrence,187,Sananduva
432090,2000,occurrence,414,Tapejara
430420,2000,occurrence,543,Candelária
432270,2000,occurrence,257,Vera Cruz
432020,2000,occurrence,195,Seberi
430800,2000,occurrence,84,Faxinal do Soturno
431447,2000,occurrence,56,Pinhal Grande
430880,2000,occurrence,27,General Câmara
432200,2000,occurrence,389,Triunfo
430410,2000,occurrence,51,Campos Borges
430650,2000,occurrence,306,Dom Feliciano
430360,2000,occurrence,162,Cambará do Sul
430165,2000,occurrence,35,Barão
431575,2000,occurrence,38,Riozinho
430265,2000,occurrence,51,Brochier
431530,2000,occurrence,412,Quaraí
430063,2000,occurrence,2,Amaral Ferrador
430460,2000,occurrence,3708,Canoas
431190,2000,occurrence,64,Marcelino Ramos
431170,2000,occurrence,81,Machadinho
430250,2000,occurrence,69,Bossoroca
431630,2000,occurrence,69,Roque Gonzales
430635,2000,occurrence,5,Dezesseis de Novembro
432234,2000,occurrence,9,Ubiretama
430900,2000,occurrence,310,Giruá
431915,2000,occurrence,104,São Miguel das Missões
431920,2000,occurrence,79,São Nicolau
430692,2000,occurrence,58,Engenho Velho
430215,2000,occurrence,1,Boa Vista das Missões
431870,2000,occurrence,3757,São Leopoldo
430270,2000,occurrence,101,Butiá
430670,2000,occurrence,36,Dona Francisca
431075,2000,occurrence,23,Ivorá
432000,2000,occurrence,2519,Sapucaia do Sul
430730,2000,occurrence,203,Erval Seco
431050,2000,occurrence,172,Iraí
430180,2000,occurrence,82,Barracão
430630,2000,occurrence,105,David Canabarro
431080,2000,occurrence,354,Ivoti
430640,2000,occurrence,390,Dois Irmãos
432067,2000,occurrence,122,Sinimbu
430980,2000,occurrence,84,Ibiaçá
430990,2000,occurrence,78,Ibiraiaras
432340,2000,occurrence,70,Vila Maria
430490,2000,occurrence,90,Casca
432040,2000,occurrence,140,Serafina Corrêa
430550,2000,occurrence,93,Ciríaco
432310,2000,occurrence,110,Vicente Dutra
432320,2000,occurrence,35,Victor Graeff
431480,2000,occurrence,265,Portão
430770,2000,occurrence,1211,Esteio
430310,2000,occurrence,1693,Cachoeirinha
431173,2000,occurrence,2,Mampituba
430544,2000,occurrence,1,Chuvisca
431225,2000,occurrence,2,Minas do Leão
431842,2000,occurrence,2,São João da Urtiga
431113,2000,occurrence,5,Jari
430175,2000,occurrence,8,Barão do Triunfo
432252,2000,occurrence,1,Vale Verde
431198,2000,occurrence,1,Mariana Pimentel
430995,2000,occurrence,2,Ibirapuitã
432215,2000,occurrence,6,Tunas
430064,2000,occurrence,159,Ametista do Sul
431470,2000,occurrence,254,Planalto
430745,2000,occurrence,9,Esperança do Sul
430676,2000,occurrence,3,Eldorado do Sul
431843,2000,occurrence,11,São João do Polêsine
430840,2000,occurrence,34,Formigueiro
431440,2000,occurrence,6273,Pelotas
430090,2000,occurrence,81,Aratiba
431360,2000,occurrence,103,Paim Filho
431990,2000,occurrence,1877,Sapiranga
430050,2000,occurrence,154,Alpestre
431175,2000,occurrence,1,Manoel Viana
431337,2000,occurrence,3,Nova Santa Rita
431670,2000,occurrence,152,Santa Bárbara do Sul
430610,2000,occurrence,1347,Cruz Alta
